,ID,text,tag_tamara,tag_katja,comments_tamara,comments_katja,flagged_tamara,flagged_katja,chair,final_tag
211,ParlaMint-SI_2015-03-05-SDZ7-Redna-05.u124,"Gospa podpredsednica, kolegice in kolegi, predstavnika Vlade! Dovolite, da vam posredujem stališče Poslanske skupine Desus glede Predloga zakona o spremembi Zakona o elektronskem poslovanju na trgu. Sprememba 6. člena veljavnega Zakona o elektronskem poslovanju na trgu se nanaša na pogoje, ki jih mora izpolnjevati ponudnik glede pošiljanja komercialnih sporočil. Spremenjena ureditev tega področja ne bo več zahtevala predhodnega soglasja prejemnika storitve pri pošiljanju komercialnih sporočil, ki so del informacijske družbe in jih pošilja ponudnik storitev. V primeru storitev za fizične osebe kot prejemnike bo obveznost njihovega vnaprejšnjega soglasja še vedno obstajala, saj to materijo ureja druga področna zakonodaja. Toda če bodo prejemniki storitev pravne osebe, predhodno soglasje pri pošiljanju komercialnih elektronskih sporočil ne bo več potrebno. Pričakujemo, da bo predlagana rešitev pravnim osebam precej v pomoč pri iskanju novih poslovnih priložnosti in s tem širjenju poslovanja. Ker v Poslanski skupini Desus stremimo po čim večji gospodarski aktivnosti, ki pa je pogojena tudi s prijaznim, spodbudnim in enostavnim poslovnim okoljem, menimo, da bo predlagana sprememba olajšala poslovanje podjetij pri ponujanju blaga in storitev; s tem pa omogočila večjo svobodo in intenziteto gospodarskega poslovanja. Zato v Poslanski skupini Desus predlog zakona podpiramo. Hvala lepa.",Positive,Positive,Support,,,,False,
212,ParlaMint-SI_2003-02-26-SDZ3-Redna-23.u40,"Gospod Tanko je bolan, tako imamo sedaj na vrsti gospo Silvo Črnugelj, Združena lista.",P_Neutral,P_Neutral,Procedural,,,,True,
213,ParlaMint-SI_2005-03-21-SDZ4-Redna-04.u191,"Hvala lepa. Gospod minister dr. Virant, prosim.",P_Neutral,P_Neutral,Procedural,,,,True,
214,ParlaMint-SI_2021-10-08-SDZ8-Izredna-84.u96,"Hvala lepa, gospa podpredsednica. Dober dan vsem. Danes pa nas 84 dni deli do te črne obletnice, ko je vlada začela izčrpavati STA s ciljem, da jo dokrajči, in kakopak po modelu tega sovražnega prevzema. Vse v vsemu cela ta ponovna ali vnovična razprava danes kaže, da to, kaj se v zadnjih 9 mesecih dogaja z STA, da je to ne samo naša sramota, to je nacionalna sramota. Pa ne zato, ker je celotna agencija ostala in postala talec političnih samodržcev, ampak zato, ker so na enak način in po istem kopitu ugrabljene, če hočete, njihove družine in, kar je najhujše, celotna družba, ki se je začela zavedati, kam nas vse to pelje. In vse to se dogaja zaradi nekoga, ki je na vsak način hotel imeti talce, ker v slepoti in brezumju te svoje nečimrnosti noče razumeti, da ni samo nebo nad njimi ali njim, so zakoni in določila pravne države. Torej avtoritarni um tistim medijem, ki se mu ne podrejajo, očitno ne privošči ne delovanja, ne privošči niti obstoja. In novinarji, ko več ne morejo biti servilni podložniki, takrat pa jih je treba utišati, uspavati, odstraniti. Zato sedanja slovenska vlada ima namen raje pahniti Slovensko tiskovno agencijo v stečaj kot da tolerira profesionalno novinarstvo, ki je seveda totalno nasprotje pisunstvu po nareku kot ga je videti v nekaterih medijih, ki so v lasti vladajočih. Veliko se je govorilo danes o tej odločitvi vrhovnega sodišča glede financiranja STA. In jaz bom samo dodal, da je ona nedvoumna, da je Republika Slovenija dolžna financirati mesečno Slovensko tiskovno agencijo in pika. Tu nimamo kaj drugega dodajati, pravniki so povedali svoje. In na nek način vidim, da tudi državna sekretarka, ob vsem spoštovanju, in tudi kolegice in kolegi iz koalicije, ko skušajo privleči za lase neke argumente, da iščejo take malenkosti, ki niso primerljive s samim dejstvom, kaj pomeni Slovenska tiskovna agencija in kako je normalno, da se financira, kar je tudi sodišče potrdilo, da me vse to spominja na situacijo, kot da bi en direktor hotelske verige skušal utemeljiti, zakaj ena slaščičarka v enem hotelu ne bo dobila plače, ker denimo ni specificirala, koliko vaniljevega sladkorja trosi po kremšnitah. In zdaj tu smo na nek način, če moram s takimi prispodobami sploh nastopati, ampak zdi se mi, da več po stokrat izrečenih ugotovitvah ne vem več, kako pojasniti, da, vsaj vas prosim, da nehate to isto trosit, ker nima, res nima smisla. Okej, nočete priznati pravico do financiranja, ampak dajte se ne slepiti, ker postajate pravzaprav s tem smešni. In za razumevanje sodnih odločitev je potrebno prebrati kaj več kot samo prva 2 stavka in potem v nekakšnem, denimo, trumpovskem slogu razglašati to nadresnico, ki je prikrojena ekskluzivnemu političnemu marketingu, kateri seveda ima možnost, da se sliši, ampak ni ga pa treba podpirati v tem hramu demokracije. Danes je posebej jasno ali ponovno je jasno, kako zelo pomembno je bilo, da smo danes nepovezani poslancu, v času pa glasovanja za PKP 7 vztrajali z amandmajem glede Slovenske tiskovne agencije, je, ker je ta odločba danes merodajna za že izdane sodne odločbe in je zelo verjetno, da se na tem ne bo končalo, da bo tudi merodajna za vse prihajajoče, ker ta zakon, zato ker je potrjen v tem Državnem zboru in, glej ga zlomka, v času te vlade, potrjuje oziroma veleva, da se sredstva za Slovensko tiskovno agencijo zagotavljajo brez izjeme. Ampak kot vidimo, vlada se izogiba ravnanju po zakonu in obenem pridiga in prisega na pravno državo, ker pravosodje je pravosodje, ko nam to ustreza, razen v primeru, ko ga imenujemo krivosodje. In kar je še bolj paradoksalno, je to, da je resnično hinavsko ob, od zahodno-balkanskih držav zahtevati, naj izpolnijo svoje pogoje glede vladavine prava in demokratičnih standardov, ko pa predsednik vlade naše države – in ne pozabimo, da je Slovenija vsem tem državam do sedaj bila najboljši vzgled – ko torej naš predsednik vlade tega ne želi storiti, ob tem ko propagira, da to zahtevamo kot Evropa od drugih. Torej priča smo temu, da je predsednik vlade k svoji nestrpnosti do objektivnega poročanja, zaradi katere kaznuje en objektivni medij, prepustil še direktorja Ukoma, da izživi neko osebno maščevalnost zaradi razhajanja z STA nekoč. In to mrcvarjenje se je začelo v slogu sadističnega discipliniranja in podrejanja. Slovenska tiskovna agencija je institucija, neposredno povezana z osamosvojitvijo Slovenije. In to bi predsednik vlade kot navzven zelo strasten domoljub moral razumeti. Moral bi jo, mislim Slovensko tiskovno agencijo, čislati, moral bi jo braniti in podpirati, ne pa da jo posiljuje in ker mu ljubezni na nek način vendarle ne izkazuje, ona mora umreti. To je tema res neke žalostinke za brata Grimm, ampak bolj se je prijela pri bratih in sestrah Grims. In ta navidezna skrb za premoženje naroda, kot je bilo izrečeno iz strani poslancev koalicije, je pravzaprav smešna ob teh nekaj podvojenih plačil za fotografije, ob vsem tem zaposlovanju na novo, na stotine novih, ki obljubljajo vdanost, za prezaposlovanje iz kleti stranke v kabinet vlade, ob neznanih 250 tisoč evrih na napotnice, ki so plačani za ne vemo kake storitve. Vse to je tudi treba premisliti, ko se v prsi tolčemo in skrbimo za premoženje naroda, ker to premoženje odteka po enih drugih kanalih veliko, veliko bolj hitro in v veliko večjem, večji količini in z veliko več škode. Jaz moram povedati, da z veliko mero sočutja pa opazujem danes pa tudi včeraj državno sekretarko kako moa zagovarjati to, kar zagovarja in kako poskuša s preskakovanjem pomembnih dejstev na neki način poudariti neke malenkosti prej sem imel prispodobo s to nesrečno slaščičarko in vaniljevim sladkorjem in kolega Trček je dal dobro iztočnico hote ali ne hote sedaj je že vseeno, da ta mitološki motiv Ifigenije je pri nas postal sindrom Ifigenije, ki se žrtvuje to je tragično res in moram reči, da to ni osamljen primer. Jaz ne vi sedaj več pozornosti usmerjal na obvezno ali nujno početje gospe državne sekretarka imajo primer tudi v naših vrstah. Moji nekdanji kolegi, čeprav smo vsi zelo zagovarjali podporo STA razen enega primera prikrite celice SDS SMC ostali so bili za so na enkrat morali obmolkniti. Vem, da v sebi tako ne čutijo, ampak neke sile so veliko bolj močne in morajo biti tiho ali vsaj vzdržani. Slovenska tiskovna agencija je nastala v času, ko je bila politika zavezana k iskanju konsenza in ko je postavljala neka nova merila, nove spodobnosti, novega poročanja v novi državi in danes za to preživetje STA 30 let po njeni ustanovitvi torej za preživetje enega od stebrov slovenske samostojnosti, zaradi psihopatoloških vzgibov najvišjih politikov mi zbiramo donacije in to je velika tragedija naše demokracije, a normalni in racionalni del slovenske družbe je izrazil jasno stališče, da Slovenska tiskovna agencija sodi v skupno dobro in deluje v javnem interesu, zato moramo znova in znova pozivati Vlado k takojšnjemu prenehanju davljenja STA, ker gre za pomemben atribut državnosti in ta je, zaradi vladnega ravnanja pred stečajem. V kateri drugi evropski državi je Vlada uničila svojo nacionalno tiskovno agencijo. Pa kaj mi res moramo biti prvi po tem? Naša Slovenska tiskovna agencija je pred stečajem kljub razsodbam sodišča kljub pomenu, ki ga ima v naši družbi kljub pozivom mednarodne skupnosti kljub razkritju, da gre za diktatorske vzgibe in danes recimo v enem od stališč poslanskih skupin kolega nacionalist pravi, da ji zameri, da ne poroča veliko o Državnem zboru in to je pravzaprav ironično, zato ker ali bi morala poročati tudi o tem po čem bo on ostal zapomnjen, da je na seji odbora predlagal kot rešitev šus v glavo za vsakega migranta, ki pride. Torej, boljše je občasno ostati tiho, ker v srednji Evropi 21. stoletja ni moč zatisniti oči ob prijemih, ki sta jih že [[nerazumljivo]]pred stoletjem opisala kot somrak civilizacije. Danes tukaj skupaj vsem nam ni treba pristati na kakršnikoli somrak razen astronomskega. STA predstavlja luč dneva slovenske demokracije, svobodnih ljudi, ki se ne bojijo represije oblasti z enoumjem pa ne bodo nič rešili. Čas mi je potekel.",Negative,Negative,"Extremly negative, charged, accusing, even derogatory. ","the last sentence is clearly  positive, the overall speech is VERY  negative. ",,,False,
215,ParlaMint-SI_2006-10-26-SDZ4-Redna-21.u420,"Hvala. In še poslednji bo gospod Battelli. [[...]] [[Oglašanje iz klopi.]] Nič hudega, hvala lepa. Glasujemo. Navzočih je 64 poslank in poslancev, za je glasovalo 47, proti 17. [[Za je glasovalo 47.]] [[Proti 17.]] Zakon je sprejet. S tem zaključujem to točko dnevnega reda. Prehajamo na predzadnjo točko dnevnega reda, to je na nadaljevanje 6. točke dnevnega reda - tretja obravnava predloga zakona o davčnem postopku. Državni zbor je v torek, 24. oktobra 2006, opravil drugo obravnavo navedenega predloga zakona. Ker so bili v drugi obravnavi sprejeti amandmaji k manj kot desetini členov dopolnjenega predloga, je zbor na predlog predlagatelja zakona odločil, da bo na podlagi prvega odstavka 138. člena poslovnika še na tej seji opravil tretjo obravnavo predloga zakona. Ugotavljam, da k predlogu zakona za tretjo obravnavo ni bilo vloženih amandmajev. Na podlagi petega odstavka 140. člena poslovnika vas tudi obveščam, da me zakonodajno-pravna služba oziroma vlada nista opozorili, da bi bil zaradi sprejetih amandmajev zakon neusklajen, zato lahko odločamo o zakonu kot celoti. Glasujemo. Navzočih je 63 poslank in poslancev, za je glasovalo 59, proti 1. [[Za je glasovalo 59.]] [[Proti 1.]] Ugotavljam, da je zakon sprejet. Prehajamo na zadnjo točko današnjega dnevnega reda, na nadaljevanje 11. točke - tretja obravnava predloga zakona o izvajanju temeljnih razvojnih programov Slovenske vojske v letih 2008-2015. Tudi v tem primeru je državni zbor v torek, 24. oktobra 2006, opravil drugo obravnavo navedenega predloga zakona. Ker k predlogu zakona matično delovno telo ni sprejelo nobenega amandmaja, v tretji obravnavi amandmajev ni možno vlagati. Zato v skladu s 139. členom poslovnika prehajamo na odločanje o zakonu. Odpiram prijavo obrazložitve glasu v imenu poslanskih skupin. Prosim. Hvala lepa. Tokrat so bili prsti res prehitri. Gospod Kumer, prosim.",P_Neutral,P_Neutral,Procedural,,,,True,
216,ParlaMint-SI_2020-03-02-SDZ8-Redna-16.u20,"Hvala lepa. Spoštovani! Letni dodatek, tako imenovani regres, za upokojence je pravica iz pokojninskega in invalidskega zavarovanja, saj se le-ta določa v skladu z Zakonom o pokojninskem in invalidskem zavarovanju, to je ZPIZ-2, in pripada uživalcem pokojnin po tem zakonu. Vsak zavezanec rezident, ki prejema dohodke iz naslova pokojninskega in invalidskega zavarovanja vključno z letnim dodatkom, je upravičen do osebne olajšave v obliki zmanjšanja dohodnine v višini 13,5 % odmerjene pokojnine. To je tako imenovani davčni kredit. Ta je uveden zaradi neto principa izračunavanja pokojnin in se nanaša tudi na letni dodatek ter s tem že omogoča ugodnejšo davčno obravnavo tega dohodka v primerjavi z zavezanci, ki prejemajo dohodek iz delovnega razmerja. Omeniti pa moram tudi razbremenitev pri letni odmeri dohodnine, ki je bila sprejeta v letu 2019 in je začela veljati s 1. januarjem tega leta, ki še dodatno vpliva na razbremenitev upokojencev. Namreč, znesek neobdavčene mesečne pokojnine ob veljavni lestvici za primer upokojencev, ki prejema pokojnino in uveljavlja samo splošno olajšavo in dodatno splošno olajšavo ter nima drugih dohodkov, ki seštevajo letno davčno osnovo, znaša letno, trenutni izračun, tisoč 129 evrov. Pred spremembami Zakona o dohodnini iz leta 2019, ki so se začele uporabljati s 1. januarjem letos in ki je vseboval spremembe tako na splošni in dodatni splošni olajšavi in na davčni lestvici, pa je neobdavčen del za takega upokojenca znašal približno, torej pred tem, tisoč 106 evrov.",P_Neutral,P_Neutral,Lots of facts,"Very neutral, just stating facts. I do not sense explicit sentiment or negative conntations.",,,False,
217,ParlaMint-SI_2001-06-21-SDZ3-Redna-07.u41,"Hvala lepa. Imamo štiri replike. Želel bi vas opozoriti, da sem dolžan opozoriti vsakega razpravljavca, da razpravljamo o amandmaju k 25. členu, in sicer o vprašanju, ali naj urad poroča državnemu zboru. To je tema, in vas prosim, če se te teme držite. Besedo ima gospod dr. Bernik.",N_Neutral,P_Neutral,Procedural,,,,True,
218,ParlaMint-SI_2002-07-10-SDZ3-Izredna-21.u68,"Proceduralno, prosim.",N_Neutral,P_Neutral,Procedural,,,,True,
219,ParlaMint-SI_2018-02-12-SDZ7-Redna-38.u100,"Hvala za besedo, podpredsednik! Spoštovana gospa ministrica, kolegice in kolegi! Moje vprašanje se nanaša na male hidroelektrarne. Vemo, da je v Sloveniji velik problem z gradnjo le-teh zaradi nepotrebnih birokratskih ovir, zaradi neposluha države za to področje. Veliko je govora o tem, kaj je prihodnost, kaj je prihodnost predvsem na področju energije, da potrebujemo zeleno usmerjeno energijo, da potrebujemo pridelavo energije, način pridobivanja energije, ki bo seveda okolju najmanj škodljiv. No in skladno z zahtevami Direktive 2009/28 o spodbujanju uporabe energije z obnovljivih virov ima Slovenja zastavljen nacionalen cilj doseči najmanj 25 % . Delež OVE v končni bruto porabi energije do leta 2020 in leta 2016 je bil ta delež samo 21,3-odstoten, cilj prihajajoče zakonodaje na nivoju EU pa zaenkrat predvideva 35 % delež obnovljivih virov do leta 2030. Podatki tako kažejo, da je stanje, kar se tega tiče, pri nas katastrofalno in da zaostajamo za zavezami, ki smo si jih sami zadali. Žal seveda to ni edini primer, je tudi drugje tako. Zaostanek poskušamo zmanjšati tako, da načrtujemo projekte, kot so na primer hidroelektrarna na Muri, kateri nasprotujejo tako domačini kot naravovarstveniki in drugi zaradi njenih potencialnih negativnih vplivov na okolje. Na voljo je veliko drugih rešitev, ki so okolju neprimerno bolj prijazne, med njimi so, kot sem že prej omenil, ravno male hidroelektrarne, ki predstavljajo relativno majhen poseg v okolje, a vendar statistika beleži praktično nično rast v zadnjih letih. Kljub temu, da imamo geografijo več kot primerno za ta vir energije, ki je v tujini zelo uveljavljen tudi v razvitih državah tipa Švice in Avstrije, pri nas vlada gospoda Cerarja to področje namerno zaustavlja, saj se ne trudi poenostaviti postopkov pridobivanja dovoljenj za postavitev malih hidroelektrarn. Mislim, da je bilo leto ali dve nazaj na to temo opravljena tudi razprava na Odboru za infrastrukturo oziroma okolje in prostor in tudi po tisti razpravi stvari ne grejo v pravo smer oziroma ni videti nekega izboljšanja. Zato, gospa ministrica, v teh treh, štirih mesecih, kolikor vam je še ostalo na položaju ministrice za okolje in prostor v vladi Mira Cerarja, me zanima: Kaj boste storili, da se zmanjšajo birokratske ovire in da se zmanjšajo birokratske ovire in da se zmanjšajo številna potrebna dovoljenja, da se poenostavi spremembe prostorskih načrtov, kako se bo uredilo, da bi bila za ta segment cenejša posojila, da bi bilo več subvencij, predvsem pa, da bi bilo podeljenih več koncesij za male hidroelektrarne s strani Vlade Republike Slovenije?",Negative,Negative,"Although some positive possible solutions are presented, this is very negative still.","The first part is just stating statistics, while the second part of the speech seems negative, further supported by the realtively agressive and charged questions.",,,False,
220,ParlaMint-SI_2006-05-23-SDZ4-Redna-17.u24,"Hvala lepa, predsedujoči. Spoštovani minister s sodelavci, kolegice in kolegi! Danes odpiramo pot za spremembo členov ustave za ustanavljanje pokrajin v Sloveniji. Ta zgodba ima že kar dolgo brado, o njej govorimo že najmanj deset let intenzivno, vse vlade, pa tudi poslanci prejšnjih sklicev so o njej veliko govorili, pa žal malo naredili. Očitno ni bilo dovolj politične volje, kljub temu, da so bile narejene številne simulacije, od treh pa do dvaintrideset pokrajin in tako naprej. Zato sem toliko bolj zadovoljen, da lahko danes v tej razpravi, kjer obstaja tako veliko soglasje v tem državnem zboru praktično vseh političnih strank, vendarle gremo to pot naprej, da odpremo vrata tudi v ustavi in da lahko naredimo tiste pomembne korake, ki so za Slovenijo tako pomembni, kot je decentralizacija Slovenije. O tem govorimo v zadnjem času zelo intenzivno, polna usta so nas, kako bomo decentralizirali Slovenijo, kako bomo uravnotežili Slovenijo, kako bomo uredili skladen regionalni razvoj te Slovenije, toda do zdaj nekih pomembnih korakov še nismo naredili. Morda je eden pomembnejših korakov prav danes na tej seji državnega zbora. In verjamem tudi, da bomo na koncu to tudi potrdili z več kot s 60-imi glasovi, da bomo šli v te spremembe. Mislim, da ta kompromis, ki so ga nekako skupaj v teh časih dosegli, je dokaz, da lahko tudi na tako pomembni točki, kot je ustanavljanje pokrajin v Sloveniji najdemo skupne točke, če je volja. In tukaj je volja vseh poslanskih skupin in verjetno tudi predlagateljev, da so skupaj z vlado iskali tiste točke, ki se lahko najdejo. To je ena dobra popotnica in dober dokaz, da tudi ta državni zbor lahko najde skupne točke, če ima skupne interese. In tukaj smo se očitno dobro skupaj dobili in skupaj našli in to mi je v dodatno zadovoljstvo. Kar se tiče lokalne samouprave, tudi o tem bo dosti govora danes, zakaj toliko občin in tako naprej. In vsaka politika, vsak parlament, vsaka vlada ima neke nove interese, nove občine. Jaz mislim, da žal, vidim, da nekateri imate slab priokus o številu občin v Sloveniji, da pač to ni dobro. Jaz trdim, da je to dobro za Slovenijo, jaz trdim, da je to v redu, ker je izražena volja ljudi, da tiste male občine, ki so se pojavljale v teh mandatih nazaj, v večini primerov zelo uspešno delujejo v tem slovenskem prostoru, združuje skupne interese, se hitrejše razvijajo, lažje se nekako tudi skupaj dobijo, če hočete, da tako rečem, v občinah in mislim, da imajo za seboj uspešno razvojno pot v teh letih. Teh nekaj novih občin bo zagotovo samo dodalo še nekaj impulza v tistih okoljih, kjer se bodo ustanovile, nekaj tudi na teh seji državnega zbora, in jaz sem prepričan, da to ni slaba popotnica tudi za bodoče pokrajine, kajti vendar ta mikro raven je pomembna, da se ljudje med seboj povezujejo, da dobijo skupne interese in se lažje udejanjijo tudi v svoji lokalni skupnosti, pa čeprav je nekoliko manjša in tudi mogoče za življenje ljudi bolj prijazna. Jaz sem prepričan, da Slovenija to pot z ustanavljanjem pokrajin, ko bomo to področno zakonodajo, tu se pa zagotovo strinjam s vojimi predhodniki, ki je izjemno pomembna materija, kako bomo določali pristojnosti pokrajini, kaj bo šlo iz ministrstva tega ali onega na pokrajinsko raven in predvsem tisto, kar je pa še bolj pomembno, koliko finančnih virov. Tukaj pa se bo treba resno pogovarjati, jaz vem, da to ne bo enostavna naloga, izjemno zahtevna naloga, kajti tisto, kar se je v Ljubljani usedlo, se bo težko spravilo v Kranj ali v Sevnico ali kamorkoli drugam. Verjamem, da bo težko in vem, da je pot iz Sevnice v Ljubljano enaka, kot je iz Ljubljane v Sevnico. Čeprav vem da bo to ena trda pot, zahtevna pot in upam, da bo tak kompromis, kot bo danes verjetno pri tej spremembi tega ustavnega zakona tudi po tistim področjem zakonodaje, ki jo je verjetno vlada že pripravila, da že ima določena izhodišča in da bomo vendarle uspeli tudi s tem po mojem glavno področje financiranja doreči, kako in na kakšen način in v kakšnem deležu se bo iz teh ministrstev selil na pokrajinskega. To mislim, da bo tisti najtrši oreh. In če je volja, potem bo tudi uspeh prišel do tega področja. In kar se tiče pomembnega področja, da tudi občine imajo svojo vlogo pri tej ustanovitvi pokrajin. To se mi zdi pomembno izhodišče. Konec koncev lokalne skupnosti bodo sestavni del bodočih pokrajin in prav je, da tudi njihova beseda nekaj velja, da bo vendarle tudi z njihovimi soglasji ali nesoglasji iskala kompromise, kot ga iščemo danes pri spremembi teh treh členov. Spoštovane kolegice in kolegi, verjamem in upam, da se bomo potrudili, da bomo to našo lepo prestolnico vendarle razbremenili. Ta je prenatrpana tako po inštitucijah kot po pomanjkanju stanovanj, da ne govorim o parkirnih mestih in da neke stvari prenesemo v Kranj, v Sevnico, v Mursko Soboto in še kam drugam. To je tisto, kar si ta vlada in po moje tudi večina parlamentarcev želi, da skladni regionalni razvoj Slovenije, predvsem uravnoteženost, podelimo po naši lepi Sloveniji. Imamo dovolj parkirnih mest, tudi stanovanj, tudi poslovnih prostorov in še marsikaj in z veseljem pričakujemo to konkretno vsebinsko decentralizacijo iz Ljubljane proti Posavju, Beli krajini, Prekmurju in še kam. Upam, da od teh besed, ki so nas danes polna usta, bo prišla kmalu tudi področna zakonodaja in čim prej tudi konkretne spremembe, da bo v tem mandatu državnega zbora in vlade tudi ta stvar, bom rekel po posavsko, pila vodo. Hvala lepa.",M_Positive,Positive,This could also be positive? But idk whats up with his language. I don't know if he is sarcastic or not. ,"Speaker fluctuates between positive and negative sides throughout the speech, however, the overall tone is very positive. But could also be viewed as M_Positive.",1.0,1.0,False,
221,ParlaMint-SI_2011-02-03-SDZ5-Redna-24.u17,Hvala lepa. Stališče Poslanske skupine Demokratične stranke upokojencev Slovenije bo predstavil Franc Jurša.,P_Neutral,P_Neutral,Procedural,,,,True,
222,ParlaMint-SI_2004-03-22-SDZ3-Redna-35.u110,"Hvala lepa. Gospa Sonja, v skladu z vašim predlogom bo mag. Franc But dolžan podati odgovor ustno na naslednji seji. Hvala lepa. Ministru za delo, družino in socialne zadeve bo postavil poslansko vprašanje gospod Franc Sušnik. Ga ni? Ravno tako želi istemu ministru postaviti poslansko vprašanje gospa Marija Ana Tisovic. Izvolite.",P_Neutral,P_Neutral,Procedural,,,,True,
223,ParlaMint-SI_2013-12-20-SDZ6-Izredna-52.u40,"Najlepša hvala za besedo. Denar je sveta vladar, to očitno še vedno drži tudi v Sloveniji, in tisti, ki imajo denar, imajo seveda tudi velik vpliv, da se na tem področju stvari ne odvijajo tako kot si želimo. Mi skušamo tukaj tudi skozi takšne razprave to realizirati, nekateri pa temu zelo spretno nasprotujete. Vlada Alenke Bratušek in seveda tudi koalicija rezultate teh stresnih testov in tudi to, da se izvaja prenos slabih terjatev na slabo banko, jemljeta kot velik dosežek, kot neko zmagoslavje, kot zmago, kot da je to nekaj, kar ni možno, da bi uspelo realizirati komu drugemu. Pa je res to zmagoslavje? Ali je res to nekaj, česar se bodo naši davkoplačevalci oziroma naše državljanke in državljani v prihodnosti lahko veselili? Kaj prinaša ta bančna luknja, velika skoraj 5 milijard? Zadolžitev oziroma dolg vsakega Slovenca, kot je že prej kolega Šircelj omenil, 13 tisoč 500 evrov. To je tisto, kar temu tudi sledi. In če bi bila Janševa vlada in bi dobili rezultate teh stresnih testov, bi bilo na ulicah – vsaj tako je izjavil bivši veleposlanik Združenih držav Amerike Mussomeli – verjetno 20 tisoč protestantov s kockami in verjetno bi [[...]] [[oglašanje iz dvorane]] No, se opravičujem. Dobro, da gospa Potrata posluša. Se opravičujem, ja, protestnikov, in bi tukaj zganjali verjetno zelo hude, hude demonstracije. Ampak sedaj, ko sta ta vlada in ta koalicija pričakali te stresne teste, smo pa bili deležni skorajda nekega zmagoslavja. Toliko o te manipulaciji. In kaj je še ob tem zelo simptomatično? Bankirji, protikorupcijska komisija, ne nazadnje tudi mediji in vplivni posamezniki pravijo, da je krivda za vse to na politiki, da je zdaj čas, da politika nekaj naredi. A kdo je politika? To smo tudi mi vsi. Ali se vi na tej strani ali na oni strani čutite, da ste soodgovorni za to, kar imamo v Sloveniji? Soodgovornost zagotovo koalicija nosi tudi v tem, da nasprotuje takšnim rešitvam, predlogom ali pa ne nazadnje tudi pobudam, predvsem s strani opozicije naše stranke, da bi se postopek reševanja teh težav pospešil. Predlagamo konkretne ukrepe. Ne nazadnje predlagamo, prosimo, zahtevamo, da se tudi obelodani ime ali pa imena tistih ljudi, ki so krivi, da je do tega v Sloveniji prišlo, pa se vsi sklicujete na bančne tajnosti, na takšne tajnosti, da vsak, ki ni pravnomočno obsojen, je nedolžen in tako naprej. Včeraj, je Nacionalni preiskovalni urad z velikim pompom pregledoval naše zdravstvo in naše zdravniške vrste, kjer so seveda tudi obsojanja vredne korupcijske zgodbe, čeprav je v resnici šlo za drobiž, bagatelo v primerjavi s temi zadevami, ki so v bančni luknji. A glej ga zlomka, skorajda za vsako mesto ali kjer so se te zadeve dogajale so danes že imena in priimki ljudi. Pa je šlo za mogoče par tisoč evrov. Tukaj pa govorimo o milijardah, pa je bančna tajnost oziroma ne smemo o tem govoriti, ker je še zmeraj tabu. Strinjam se, da je politika odgovorna tudi v tistem delu, kjer imeli so posamezniki, ki so lahko tudi politiki, možnost soodločanja. Ampak ne posploševati, da je politika vsa enaka. In sedaj še vprašanje za tiste, ki nam dajejo žogico, da smo mi tisti, ki moramo nekaj narediti. Sprašujem vas, zakaj gospod Klemenčič – bivši državni sekretar na Ministrstvu za notranje zadeve – kot predsednik protikorupcijske komisije, bankirji, Banka Slovenije ali kdorkoli niso predlagali ustreznega zakona ali pa nekih sprememb zakona, da bi jim omogočilo lažje in bolj učinkovito delo? Samo s tiskovnimi konferencami pljuvati po politiki, kako smo mi tisti, ki jim ne damo dihati. Kdo je odgovoren, da ne more tožilec ali tožilstvo v Novi Ljubljanski banki priti do papirjev, do dokumentov? Ali smo mi krivi? Ali je tožilstvo predlagalo spremembo zakona ali karkoli? Ni. Vsi se v bistvu izgovarjajo na nas, mi smo tisti, ki bomo nosili to odgovornost, ampak, spoštovana koalicija, spoštovana vlada, zagotovo nismo odgovorni v Slovenski demokratski stranki in jaz osebno tudi ne. In takšna seja, kot je danes, bi lahko prispevala k temu, da se zadeve nekoliko pospešijo ali deloma tudi sanirajo, ampak očitno ne bo. Hvala lepa.",Negative,Negative,"Extremly negative, charged, accusing. ",,,,False,
224,ParlaMint-SI_2002-12-11-SDZ3-Izredna-24.u9,"Hvala lepa, kolega Peče. Prosim za mir v dvorani. Kolega mag. Andrej Vizjak bo predstavil stališče poslanske skupine Socialdemokratske stranke, za njim pa bo dobil besedo kolega dr. Andrej Bajuk za predstavitev stališč poslanske skupine Nove Slovenije. Najprej kolega mag. Andrej Vizjak. Imate besedo, kolega mag. Vizjak.",N_Neutral,P_Neutral,Procedural,,,,True,
