ID,Text,Annotation,Comments,Flag,Chair,Annotation values
ParlaMint-SI_2003-11-24-SDZ3-Redna-31.u192,"Hvala lepa. Želite, da minister dopolni odgovor. Izvolite, gospod Jerovšek.",P_Neutral,,,TRUE,
ParlaMint-SI_2011-02-02-SDZ5-Redna-24.u101,Hvala lepa. Besedo ima gospod Franc Jurša v imenu Poslanske skupine DeSUS.,P_Neutral,,,TRUE,
ParlaMint-SI_2021-11-17-SDZ8-Redna-27.u324,"Hvala za besedo. Zgolj ena opomba, preden se vrnem k amandmaju. Prej ste zlasti člani koalicije oziroma zlasti SDS govorili, da je to strokovni zakon. Vsak zakon v 21. stoletju naj bi bil strokoven, sočasno je pa seveda vsak zakon tudi političen, mi smo politiki. Uradno se od 1. novembra 1994 ukvarjam s politikami prostora. Takrat sem se zaposlil. Danes sem to zjutraj študentom arhitekture v Mariboru predaval. Politično in strokovno v 21. stoletju ni izključujoče, mora biti dopolnjujoče. In tako bi tudi politiki morali razumeti interese ali, kot je Bojan rekel, čustva na eni strani inženirske stroke, na drugi arhitekturne. Seveda hočejo oni svoje legitimne interese vsiliti v neko zakonodajo, mi moramo biti pa toliko pametni, da jih razumemo in da gremo onkraj interesov enih in drugih, ker so potrebni in eni in drugi, pa še krajinski arhitekti, arhitektke, vodarji in še kdo naprej. Če se dotaknem samo 5. člena, predsedujoči, v bistvu se zahvaljujem, da ste mi olajšali delo, saj ste vse prebrali. Gre zgolj za to, da ko se dela prijava, pač vse, kaj mora pri reguli biti, je noter. Če ni, kot smo lepo zapisali, se šteje, kot da prijava začetka gradnje ni bila podana. In tudi kot je kolega Andrej zelo lepo povedal, mi imamo te postopke, to je v bistvu proces civiliziranja, to je prostorska zakonodaja, to je srčika demokracije. Pri nas si prevečkrat demokracijo predstavljamo v smislu – kaj zdaj ti meni. In to je ravno taka materija, ko se moramo naučiti sobivati eden z drugim, ne kot sloni si hoditi po ušesih, kar se prepogosto dogaja v Državnem zboru; in zaradi tega je treba vse postopke izpeljati. To, da jih bomo malo premikali levo, desno, se bojim, da bomo dobil kvečjemu kake bodoče predsednike, podpredsednike Državnega zbora – ne leti na tebe, Jože –, ki bojo črnograditelji. To pa verjetno ni cilj te zakonodaje, zato tudi predlagamo ta amandma. Se bom oglasil še pri drugih, hvala.",Negative,,,FALSE,
ParlaMint-SI_2006-01-31-SDZ4-Redna-13.u232,"Hvala za besedo, gospod podpredsednik. V svojem imenu in v imenu mojih kolegic in kolegov v poslanski skupini Nove Slovenije lahko povem, da bomo ta amandma podprli, kakor tudi zakon, pa ne samo zaradi tega, ker je sopodpisnik tega zakona naš poslanski kolega gospod Testen, ampak zaradi tega, ker vemo, da je znanje tista konvertibilna valuta, za katero smo še tako odgovorni, da jo posredujemo našim mladim generacijam, ki bodo v perspektivi vodile to državo Slovenijo. Nobene povezave pa ne bi delal s slovenskimi avtocestami, še posebej tistimi, ki žal še niso zgrajene. Upam pa, da bo nekoč po tej avtocesti prišla tudi univerza v Mursko Soboto. Hvala lepa.",M_Positive,"Last part is slightly negtive But if we look overall, it could be Positive.",TRUE,FALSE,
ParlaMint-SI_2009-03-26-SDZ5-Redna-04.u35,Hvala lepa za poročilo matičnega delovnega telesa. Sledi predstavitev stališč poslanskih skupin. Prvi bo stališče Poslanske skupine LDS predstavil mag. Borut Sajovic.,P_Neutral,,,TRUE,
ParlaMint-SI_2006-03-01-SDZ4-Redna-14.u151,"Hvala za besedo. Jaz respektiram besede, ki jih je na začetku izrekla državna sekretarka, ko je rekla, da ni diskusija o teh številkah, številu članov. Na nek način je hotela povedati, da je tudi neproduktivna, in se tega držim. In ne bom [[...]]Toda hotel bi povedati glede lastnine kot svetinje in lastnikov kapitalistov. Mi imamo tranzicijske lastnike kapitala, mi smo še vedno v tranziciji. Mi imamo še vedno 50 in več odstotkov državne lastnine. In lepo vas prosim, mi delamo ta zakon, zakon, ki bo to urejal, to je zakon o sodelovanju delavcev pri upravljanju, mi še vedno delamo v času tranzicije. Mi nimamo tradicije, zaenkrat. In, poslušajte, tisti, ki so včeraj bili samoupravljavci, so danes lastniki in kapitalisti, jaz sem pa soupravljavec. Zato dopustite možnost, da zagotovimo tudi zakonsko, da imajo zaposleni možnost vsaj tretjino soupravljati še v tem tranzicijskem času. Ko bo pa tega konec, tako kot sem prej rekel, potem pa se bomo lahko drugače pogovarjali. Sem pa že prej opozoril, da v državah s tradicijo enotirnega sistema zaradi konvergence med eno- in dvotirnim stremijo k temu, da povečajo število v tistem delu upravnega odbora, kjer gre za neizvršne člane upravnega odbora, se pravi, za nadzorstveno funkcijo, da zmanjšajo dominantno moč upravne funkcije.",Negative,,,FALSE,
ParlaMint-SI_2012-10-24-SDZ6-Redna-07.u128,"Hvala lepa, gospa podpredsednica. Soglašam z vami, da nekako le rešpektiramo opozicijo, kar je zelo prav. Ko pravim spoštovane kolegice in kolegi, spoštovani gospod minister, mislim z besedo spoštovani resnično in iskreno. Nekateri predhodniki so v svojih razpravah uporabljali besednjak, ki dejansko v to hišo ne spada, in sem razočaran, tako kot sem bil razočaran tudi v včerajšnji razpravi. To pa po neki srednješolski logiki pokaže, da naš vzgojno-izobraževalni sistem le ni tako idealen. V krizo smo prišli zaradi znanja oziroma zaradi neznanja, je nekdo prej povedal. S tem se ne strinjam. V krizo smo padli zaradi zapostavljanja občečloveških vrednot. O tem ne govori samo Zbor za vrednote, o tem govori danes ves svet. Hvaležen sem kolegici gospe Mateji Pučnik, ki je trenutno ni tukaj, da je pokazala na neke anomalije, ki se dogajajo na naših visokošolskih institucijah, na univerzah. Tudi sam dobivam neverjetno veliko pisem, informacij, da se dogajajo tako imenovane fiktivne pogodbe, kjer se denar na univerzah kanalizira po nekih pajdaških linijah, žal pa ni namenjen študentom. Ko gledam in študiram ta zakon in potem postavljam in poslušam razprave in nasprotovanja, krčevita nasprotovanja opozicije, se mi včasih zdi, da še vedno nismo razumeli, da smo že od 1. maja 2004 članica Evropske zveze. Ko bi že davno morali biti zraščeni z Evropsko zvezo, pa kot da nekateri enostavno nočejo spoštovati evropskega reda, kot da enostavno nekateri nočejo prisluhniti in kar ignorirajo opomin Evropske komisije in tako naprej, ampak to zdaj ni bistveno. Kar želim tukaj povedati, je naslednje. Prihajam iz Pomurja, pa tudi s Koroške, kjer je v tem trenutku zaposlenih 12 tisoč ljudi v sosednji Avstriji. To so pretežno dnevni migranti in mi se radi velikokrat primerjamo s sosednjimi oziroma z evropskimi državami in mislim, da je to tudi prav. Moram reči, da je meni ureditev v sosednji Avstriji relativno blizu, relativno simpatična. Naj še enkrat osvežim spomin, da so Avstrijci v letošnjem parlamentu samo na dveh sejah sprejeli njihov špar program. Oni niso posegli v 39 zakonov, oni so posegli v 92 zakonov; oni niso prihranili pol milijarde evrov, oni so prihranili 26 milijard evrov – to imajo v načrtu, do leta 2016. Ampak kljub vsemu temu špar programu meni ostajajo kot nekakšen svetel zgled tudi na področju ureditve visokošolske sfere. Kako je tam zadeva urejena? Bom prebral, če dovolite. Z zakonom o zagotavljanju kakovosti v visokem šolstvu je Avstrija marca letos namesto dotedanjih treh institucij s pristojnostmi na področju kakovosti visokega šolstva ustanovila eno samo agencijo; Agencijo za zagotavljanje kakovosti in akreditacijo Avstrija. To je neka paralela našemu NAKVIS oziroma naši Nacionalni agenciji za kakovost v visokem šolstvu. Morda ne boste verjeli, člane sveta agencije imenuje pristojni zvezni minister, v našem primeru bi to bil dr. Žiga Turk, pika. Ali ni boljša naša rešitev, ko vlada imenuje člane NAKVIS? In nihče ne gre v Avstrijo protestirat. Nasprotno! Naša mladina gre tja študirat. Zakaj? Zato, ker ni vseeno, kje je diplomiran nek pianist. Pianist pravi, ja, diplomiral, študiral pri neki naši znani pianistki, ne bom nobeni reklame delal. Sicer sem ponosen, da sem univerzitetni diplomirani fizik ljubljanske univerze, zato ker je ljubljanska univerza imela in ima najboljše fizike na svetu – mogoče sem malo pristranski, ampak tukaj je veliko resnice. In kaj se pri nas dogaja? Pri nas se dogaja to, da se par gospodov usede skupaj, napiše nek visokošolski program, dobi žegen, študentje se tja vpisujejo, dobimo diplomirane ljudi, ljudi z diplomo, ki pa niso zaposljivi. Potem je samo še korak do depresije mladega diplomanta. Poslanska skupina Nove Slovenije je v tem času obiskala, mislim da, pet regij. Obiskujemo predvsem naše slovenske gospodarstvenike. Ne sprašujemo, če so nam blizu, ali so bolj na levi strani, ali simpatizirajo s to koalicijo. To nas preprosto ne briga. Briga nas pa to in sprašujemo jih, kaj mi kot zakonodajalec lahko naredimo, da bo njihovo podjetje še uspešnejše. Najprej moram reči, da imamo fantastična podjetja v Sloveniji, pa to ni samo Hidria, takšnih je še veliko. In ko povedo [[...]]– kolegica Majda Potrata, dajte, saj vi znate biti zelo uglajena gospa, bodite tudi tokrat, in me, prosim, ne dekoncentrirajte, ker to ni olikano. Ko jih sprašujemo, kako so zadovoljni z našimi kadri, ki pridejo z visokošolskih zavodov, pravijo, da niso zadovoljni in da jih zelo težko dobijo in je potem naloga tega gospodarskega subjekta ta, da si kader vzgoji sam. Na eni strani je država investirala v ta kader, na drugi strani podjetje, če želi prosperirati, mora potem podjetje še samo, verjetno še ta znesek, ki ga je država investirala v študenta, mora podjetje to najbrž s kakšnim faktorjem multiplicirati. Morda smo še del ene lokalne razprave. Poglejte, prejšnji minister za visoko šolstvo, znanost in tehnologijo gospod Gregor Golobič je enostavno, kar zadeva visokošolske programe, Pomurje ignoriral. Mi smo dobili v Pomurje prvi visokošolski program za časa ministrovanja dr. Jureta Zupana, Management v agroživilstvu – nekaj takšnega se imenuje. To je minister, ki so se mu takrat tudi mnogi posmehovali, ki je podobno kot sedanji minister nekako le hotel pokazati, da bi bilo dobro za Slovenijo in tudi za ljudi, da se nekoliko več vpisujejo v naravoslovno-tehnične znanosti, ampak ta gospod Golobič je enostavno ignoriral Evropski center Maribor, ki na območju Pomurja izvaja visokošolske programe – sploh jih ni pustil v svojo pisarno. Zato imamo tam študente, ki so samoplačniki. Zato, kar zadeva zdravstveno nego, fizioterapijo in tako naprej, imamo tukaj zemljevid Slovenije: vzhodna Slovenija je obarvana rdeče, kar pomeni, da si tukaj študentje sami plačujejo svoje izobraževanje, zahodna – tukaj pa država pomaga. Totalna diskriminacija! Upam, da se bo to v tem mandatu [[...]] [[izklop mikrofona]]",Negative,"First two sentences seem truly positive, however, the majority of the speech is so negative and at points sarcastic that I feel this is just Negative. But could also be M_Negative. ",,FALSE,
ParlaMint-SI_2015-07-15-SDZ7-Redna-10.u141,"Hvala. Želi besedo še predstavnik Vlade, gospod Pogačar? Izvolite.",P_Neutral,,,TRUE,
ParlaMint-SI_2005-12-09-SDZ4-Izredna-13.u340,"Hvala za besedo, gospod predsednik. Mogoče je res veliko ljudi danes tukaj, ki mogoče manj poznajo te kraje. Sam sem jih obiskal že pred leti in moram reči, da po cesti, kjer sem se peljal, so takrat že potekala dela. In ko sem se srečal s temi ljudmi, so izkazovali veliko stopnjo zavednosti, da živijo v Sloveniji, in so imeli zelo močno željo, da te kraje povežemo z našimi kraji v notranjosti. In seveda skrb Slovenije bi morala biti še s posebno pozornostjo namenjena tem obrobnim krajem, obmejnim krajem. In ko gledamo vzorčne primere naše sosede, lahko vidimo njihovo popolnoma drugačno ravnanje. Zato bom podprl ta amandma, zato da podprem tam živeče ljudi, ki jih je mislim, da v občini manj kot 500. In tudi izraz tega glasovanja danes bo, kako lahko vidimo življenje teh, ki so zelo oddaljeni od srca, oddaljeni od oči. Seveda pa to ne pomeni, da za njih tukaj nimamo posluha. Sem za to, da podprem njihovo življenje v teh krajih, da podprem njihove želje po povezavi s središčem te Slovenije; bom ta amandma z veseljem podprl. Hvala lepa.",Positive,,,FALSE,
ParlaMint-SI_2021-03-22-SDZ8-Izredna-67.u383,"Hvala lepa. Gospod minister, imate besedo za dopolnitev odgovora. Izvolite.",P_Neutral,,,TRUE,
ParlaMint-SI_2015-03-02-SDZ7-Redna-05.u199,"Hvala. O vašem predlogu bo Državni zbor odločil jutri, 3. marca 2015, v okviru glasovanj. Gospod Miha Kordiš bo postavil vprašanje ministrici za izobraževanje, znanost in šport dr. Stanki Setnikar Cankar.",P_Neutral,,,TRUE,
ParlaMint-SI_2003-10-02-SDZ3-Redna-29.u24,"Dobro. Tako smo slišali uvodno obrazložitev predloga zakona s strani predlagatelja. Sedaj bomo šli na predstavitev stališč poslanskih skupin. Prijavljene so prav vse poslanske skupine. Začeli bomo s stališči poslanske skupine DeSUS, kolega Čeligoj jih bo predstavil. Za njim pa kolegica Zupan poslanska stališča Nove Slovenije oziroma njene poslanske skupine. Najprej kolega Čeligoj. Prosim, imate besedo.",P_Neutral,,,TRUE,
ParlaMint-SI_2008-11-21-SDZ5-Izredna-02.u115,"Hvala za besedo, gospod podpredsednik. Spoštovani gospod predsednik Vlade. Podprla bom ekipo, ki ste jo predlagali. Uspela sem spremljati predstavitve ene tretjine ekipe - dve ministrici in štiri ministre in utrdili so me v prepričanju, da kljub morebitno malenkostnim odstopanjem od tistega, kar je tako zapisano, vendarle lahko vse, kar sem od njih slišala, uvrstim v koalicijski sporazum, ki zame nosi zelo pomenljiv naslov ""Uveljavitev odgovornosti za spremembe"". In to se mi zdi bistvenega pomena. S tem geslom o potrebnosti sprememb smo šli na volitve in koalicijski sporazum obljublja, da bomo uveljavili odgovornost za spremembe. Kako, kdaj, v kolikšni meri - bo moč videti po štirih letih in jaz upam, da boste vi in vaša ekipa dobili odlično oceno in zaupanje še za en mandat. Toliko je bilo govora o tem, ali smo poslanke in poslanci prebrali, pa tudi kandidati za ministre in ministrice prebrali koalicijski sporazum, ker se je kdaj komu zareklo ""koalicijska pogodba"". Ampak to bi lahko ostalo na ravni jezikovnega drobnjakarstva, če ne bi tudi z nasprotne strani pogosteje slišali govoriti o koalicijski pogodbi kot o koalicijskem sporazumu. Razlika, na katero so opozarjali opozicijski poslanke in poslanci, pa po moje izhaja tudi iz strukture dokumenta: tista izpred štirih let je bila strukturirana po ministrskih resorjih, ta je po programskih sklenjenih celotah. Blaginja po meri človeka je zame, razumeli me boste, najpomembnejši del tega koalicijskega sporazuma in berem ga kot vizijo tega, kam naj gre tako šolstvo, šport, kam naj gre zdravstvo, sociala, zato da bomo dosegli tisto, kar menimo, da je treba preudarno, ampak kakovostno spreminjati. Zato se mi zdi, da so vsi tisti kandidati, ki so opozarjali na to, da je veliko vprašanj, pa ne vedno že dovolj znanih odgovorov, da so ravno ti kandidati vredni podpore, zaradi tega, ker bodo iskali odgovore na vprašanja, ker bodo pri tem pritegnili številne strokovnjake, civilno družbo, vse socialne partnerje, ker bodo znali poiskati znanje v ljudeh, ki so, tako je rekel naš kandidat za ministra za šolstvo, ""naše največje bogastvo."" Jaz vam želim dobro pot pri iskanju in uresničevanju ciljev, ki smo si jih skupaj zastavili.",M_Positive,"There are some points that seem slightly sarcastic/negative. But overall it s positive in tone, so maybe it can also be purely Positive",TRUE,FALSE,
ParlaMint-SI_2021-07-05-SDZ8-Redna-24.u271,"Hvala lepa. Gospa poslanka, imate zahtevo za dopolnitev.",P_Neutral,,,TRUE,
ParlaMint-SI_2001-07-17-SDZ3-Redna-07.u32,"Hvala za besedo, spoštovana podpredsednica. Glede na že povedana stališča vseh poslanskih skupin, bi predstavil še stališče poslanske skupine Liberalne demokracije Slovenije. Mi zakon podpiramo in menimo, da ga je potrebno sprejeti čimprej, da lahko v lokalnih skupnostih, kjer to želijo, v skladu s tem zakonom potem tudi uvedejo samoprispevke. Še zlasti menimo, da je dobra rešitev glede določbe, ki določa da se samoprispevek lahko uvede po poprej opravljenem referendumu, na katerem se večina vseh glasovalnih upravičencev izreče za uvedbo samoprispevka, ker menimo, da je potrebno v določenih okoljih doseči veliko stopnjo konsenza za uvedbo takšnega samoprispevka. Kljub temu pa smo v poslanski skupini ugotovili vrsto pomanjkljivosti, na katere smo opozorili že na matičnem delovnem telesu, in menimo, da bi bilo potrebno podpreti sklep matičnega delovnega telesa, da danes opravi državni zbor splošno obravnavo.Potem pa, da potem še matično delovno telo opravi svoje delo in šele po tistem nadaljujemo z drugo in tretjo obravnavo v okviru hitrega postopka.",M_Positive,"Majority of speech positive, but in the second part the sentiment turns to negative (...""Kljub temu pa smo v  poslanski skupini ugotovili vrsto pomanjkljivosti). ",TRUE,FALSE,
ParlaMint-SI_2006-09-25-SDZ4-Redna-20.u203,"Hvala lepa. Na vrsti je kolegica Darja Lavtižar Bebler, ki bo postavila vprašanje ministru za notranje zadeve. Prosim.",P_Neutral,,,TRUE,
ParlaMint-SI_2007-09-27-SDZ4-Redna-31.u97,No.,P_Neutral,"Could also be N_Neutral, no context.",TRUE,TRUE,
ParlaMint-SI_2015-11-18-SDZ7-Redna-13.u349,"Sprašujem, če želi še kdo razpravljati. Najprej bom dal vam besedo, potem pa še mag. Alenki Bratušek. Besedo ima minister za finance dr. Dušan Mramor.",P_Neutral,,,TRUE,
ParlaMint-SI_2012-10-23-SDZ6-Redna-07.u11,"Hvala lepa. Gospod Ivan Hršak v imenu Poslanske skupine Demokratične stranke upokojencev Slovenije, izvolite.",P_Neutral,,,TRUE,
ParlaMint-SI_2008-12-22-SDZ5-Izredna-04.u33,Hvala lepa. Besedo ima gospod Vili Trofenik v imenu Poslanske skupine Zares.,P_Neutral,,,TRUE,
ParlaMint-SI_2009-05-26-SDZ5-Redna-06.u302,"Gospod minister, izvolite.",P_Neutral,,,TRUE,
ParlaMint-SI_2001-02-23-SDZ3-Redna-03.u57,"Hvala lepa. Ta predlog moram dati na glasovanje. Mislim in upam, da smo sklepčni - smo. Glasujemo o proceduralnem predlogu, da se pri obravnavi te točke seja prekine, dokler se do amandmaja Nove Slovenije ne opredeli matično delovno telo. Glasujemo. Navzočih je 48 poslank in poslancev. Za je glasovalo 27, proti 4. [[Za je glasovalo 27.]] [[Proti 4.]] Ugotavljam, da je bil sprejet proceduralni predlog, da se do amandmajev Nove Slovenije opredeli matično delovno telo še v okviru rednega zasedanja državnega zbora ter da nadaljujemo s to točko dnevnega reda potem, ko dobimo mnenje matičnega delovnega telesa. Sejo prekinjam za deset minut, samo da vidimo, če je amandma skupine - mislim, da je minilo že pol ure - da bi nadaljevali z zakonom o letalstvu. Nadaljevali bomo ob 11.40 uri.",P_Neutral,,,TRUE,
ParlaMint-SI_2009-07-13-SDZ5-Redna-08.u346,"Hvala. Želite odgovor gospod minister? [[Ne.]] Naslednji, ki bo postavil poslansko vprašanje, je gospod Rudolf Petan, in sicer ga bo postavil ministrici za notranje zadeve. Prosim.",P_Neutral,,,TRUE,
ParlaMint-SI_2003-12-15-SDZ3-Redna-32.u133,Hvala lepa. Kolega Vojko Čeligoj ima vprašanje ministru za zunanje zadeve. Prosim.,P_Neutral,,,TRUE,
ParlaMint-SI_2011-03-03-SDZ5-Redna-25.u109,"Hvala lepa, gospod minister. Predlog zaključnega računa je obravnavala Komisija za nadzor javnih financ. Besedo dajem predsedniku mag. Andreju Vizjaku za predstavitev poročila komisije. Prosim.",P_Neutral,,,TRUE,
ParlaMint-SI_2002-05-28-SDZ3-Redna-16.u135,"Še štiri replike imamo. Gopsodje Drobnič, gospa Zalokar, gospod Malovrh in gospod Vnučec. Prosim, gospod Drobnič.",P_Neutral,,,TRUE,
ParlaMint-SI_2005-09-27-SDZ4-Redna-09.u201,"Hvala lepa. Gospod Sok, prosim.",P_Neutral,,,TRUE,
ParlaMint-SI_2002-10-23-SDZ3-Redna-19.u106,"Prosim, ja.",P_Neutral,,,TRUE,
ParlaMint-SI_2015-10-13-SDZ7-Izredna-21.u36,"Hvala za besedo, predsedujoči. Spoštovane poslanke, spoštovani poslanci, spoštovani predstavniki Vlade, lepo pozdravljeni tudi z moje strani! Slovenija pada po vseh mednarodnih lestvicah, lestvicah, ki jih pripravljajo zelo različne institucije, neodvisne institucije. Jaz verjamem, da ima mogoče kdo izmed vas težavo z neodvisnimi tujimi institucijami in strokovnjaki, ampak jaz mislim, da je prav, da danes v Državnem zboru o tem tudi govorimo. Je pa ta današnja točka na nek način poziv Vladi, da je treba pristopiti tudi k nekim konkretnim ukrepom , kar je bilo danes že večkrat izpostavljeno. Slovenija namreč še zdaleč ni na pravi poti. Danes smo tu slišali, da te lestvice kažejo izkrivljeno sliko, pa da v bistvu sploh ni tako slabo, kot mi to želimo prikazati. Saj potem lahko rečemo, da tudi statistični podatki kažejo izkrivljeno sliko, tudi podatki o brezposelnih in o gospodarski rasti kažejo izkrivljeno sliko. Če samo pogledamo gospodarsko rast. Zakaj jo imamo? Zaradi izvoznikov; ker so se podjetja prilagodila razmeram na trgu; zaradi tega, ker so se v naših največjih partnericah razmere spremenile, izboljšale; večinoma pa tudi zaradi infrastrukturnih projektov občin; zaradi črpanja evropskih sredstev, česar v naslednjem letu tako rekoč več ne bomo imeli, glede na to, da nimamo zunaj še nobenega razpisa. Ko pogledamo podatke o brezposelnih iz meseca v mesec res nekoliko padajo, nihče se pa ne vpraša, koliko je v zadnjem letu, dveh naših državljank in državljanov, mladih, odšlo v sosednjo Avstrijo in ostale evropske države. O tem se ne sprašujemo. Še vedno ne govorimo o tem, da imamo glede na obdobje pred krizo še vedno 60 tisoč brezposelnih več. Tudi tu lahko rečemo, da so ti statistični podatki izkrivljeni. Jaz se bom osredotočila bolj na lestvico ekonomske svobode, zato ker se mi zdi izjemno pomembna, ker je v bistvu prvi pogoj za večjo konkurenčnost gospodarstva, meni pa se pač zdi konkurenčnost gospodarstva ključna. Ključna zato, da bo vsem nam, državljankam in državljanom, bolje, da bodo imeli delo, delovna mesta. Kaj kaže ta lestvica? Da imamo en gospodarski model, kjer ima država preveliko vlogo, da se politika vmešava v gospodarstvo, da se preprečuje privatizacijo državnega premoženja, da ni razvojne naravnanosti in da ni strukturnih reform. Mislim, da se je treba zamisliti nad temi rezultati lestvice ekonomske svobode. To, da smo na 111. mestu in s katerimi državami skupaj smo na tem 111. mestu, niti ni tako pomembno. Se je pa vseeno treba vprašati, ker bomo počasi padli že čisto v zadnji kvartil, če bomo s tem trendom nadaljevali. Zakaj je to pomembno? Zato, ker imajo v teh državah, ki so ekonomsko svobodne, povsod boljše blagostanje, večji BDP na prebivalca, večji povprečni dohodek, ljudje v povprečju dlje živijo. Verjetno ni zanemarljivo. In kaj se v teh državah večinoma dela? Varuje se zasebno lastnino, pravično se izvršujejo pogodbe, skrbi se za stabilno monetarno politiko, davki se nižajo in ni ovir za domačo ali tujo trgovino. Te stvari so ključne. Če pogledamo samo lestvico Doing Business – v zelo kratkem času bo sicer prišla nova, ampak kakorkoli – se lahko vprašamo, zakaj je pa ta lestvica pomembna. Zato, ker jo večinoma gledajo investitorji. Za njih je ta lestvica pomembna. Zato, ker je lani, ko so prišli rezultati te lestvice, pisalo, da je Slovenija država, v katero sploh ni primerno vlagati. Ne samo, da so slabši pogoji, ampak da je to država, v katero ni primerno vlagati. Verjemite, da tujci, ki se odločajo, kam bodo naložili svoj denar, zelo podrobno proučijo območje in vse pogoje poslovanja v posamezni državi. Še kako je pomembno, ne nazadnje tudi te mednarodne lestvice konkurenčnosti. Seveda je zaskrbljujoče tudi to, da številna podjetja, tako domača kot tuja, odhajajo v tujino. Zelo zaskrbljujoče. Izgubljamo delovna mesta. Zdaj pa en aktualen primer iz Maribora. Sicer ne poznam ozadja in detajlov, ampak Palfinger se od 2013 pogaja o zemljiščih z Mestno občino Maribor. Od 2013. Gre pa zato, da želijo širiti svojo proizvodnjo. Gre za 600 delovnih mest. Ampak očitno smo tako zbirokratizirani ali, ne vem, se bojimo tujcev, čeprav zelo dobro delajo, pa so eno izmed redkih podjetij v Mariboru, ki dobro dela. Ampak ne nazadnje gre za 600 delovnih mest. Morali bi biti v prvi vrsti po pomembnosti na občini, pa niso. In kaj bodo naredili? Raje bodo šli v tujino. Bodo pa šli v sosednje države, če se zadeva ne bo ustrezno rešila. Pa je to za mesto, kot je Maribor, izjemnega pomena, vsaj generalno za celo Slovenijo, mesto, kjer se je posebej poudarjalo, koliko moramo narediti na novih delovnih mestih. Kaj se zgodi? Komplikacija na komplikacijo. Če vse te lestvice pogledamo zelo na hitro in na nek način potegnemo črto, kaj vidimo? Da smo dejansko slabi pri javni porabi, pri davčnih obremenitvah, posebej so izpostavljene obremenitve plač, pri neodvisnosti, nepristranskosti sodstva, pri dolgih sodnih postopkih, pri neprijaznosti za tuje investicije, pri predpisih o zaposlovanju, predvsem nefleksibilnosti trga dela in birokraciji, raznih administrativnih zahtevah, pri pridobitvi gradbenih dovoljenj in podobno. Vse, kar želimo, je, da se dejansko zavedamo, kaj je v tej državi treba narediti. Jaz verjamem v to, da če te lestvice zelo široko pogledamo in iz vsake izluščimo tisto bistvo, je to to, kar moramo dejansko narediti. Zaradi tega danes tukaj govorimo. Ni namen nobeno obsojanje, niti ne, kdo je kriv za kateri del, pomembno je, da se zavedamo in da moramo nujno narediti konkretne stvari. Saj so vse male izboljšave tudi pomembne, ampak treba se je lotiti stvari konkretno. Pa če to imenujete reforme ali izboljšave, je čisto vseeno. Hvala.",Negative,,,FALSE,
ParlaMint-SI_2021-03-15-SDZ8-Izredna-65.u159,Hvala lepa. Besedo ima najprej predstavnik predlagatelja Marko Koprivc. Izvolite.,P_Neutral,,,TRUE,
ParlaMint-SI_2000-12-21-SDZ3-Izredna-03.u120,"Hvala vam. Želi besedo predstavnik sekretariata za zakonodajo in pravne zadeve? [[Ne želi.]] Želijo besedo predstavniki poslanskih skupin? Gospod Zmago Jelinčič je želel besedo v imenu poslanske skupine SNS. Izvolite, gospod Zmago.",P_Neutral,,,TRUE,
ParlaMint-SI_2016-01-28-SDZ7-Redna-15.u163,"Želi še kdo razpravljati? [[Ne.]] Ker ne želi nihče več razpravljati, zaključujem razpravo. V razpravo dajem 30.a člen ter amandma Poslanske skupine Združena levica. Želi kdo razpravljati? Prosim za prijavo. Besedo ima dr. Franc Trček.",P_Neutral,,,TRUE,
ParlaMint-SI_2011-01-10-SDZ5-Izredna-38.u86,Hvala lepa. Besedo ima Vito Rožej. Pripravi naj se Darja Lavtižar Bebler.,P_Neutral,,,TRUE,
ParlaMint-SI_2011-07-11-SDZ5-Redna-30.u105,"Hvala lepa. Ivan Grill bo postavil vprašanje ministru za finance dr. Francu Križaniču, ki je opravičen. Prosim, gospod Grill.",P_Neutral,,,TRUE,
ParlaMint-SI_2002-01-29-SDZ3-Redna-12.u120,"Hvala za besedo. Repliciram gospodu Terčonu na prvo in drugo izvajanje. Ne pristajamo, poslanci, enostavno na to, da govorite najprej, kaj ste naredili ali kaj je vlada naredila, konkretno gospod minister tudi, kaj se je dalo Mariboru, potem pa pravite ""vse, kar se je dalo Mariboru, je bilo zanič"". Take vaše argumentacije ne sprejemamo. Hvala.",Negative,,,FALSE,
ParlaMint-SI_2008-04-25-SDZ4-Redna-38.u268,"Hvala lepa tudi vam. Proceduralen predlog, kolega Veber.",P_Neutral,,,TRUE,
ParlaMint-SI_2021-04-13-SDZ8-Izredna-69.u67,"Kolega Grims, prosim, da greste na poročilo.",N_Neutral,Seems like a warning to the speaker. Could just as well be directly Negative.,TRUE,TRUE,
