ID,Text
ParlaMint-SI_2015-03-05-SDZ7-Redna-05.u107,Hvala. Želi še kdo razpravljati? Gospa Anja Bah Žibert.
ParlaMint-SI_2008-05-21-SDZ4-Redna-39.u228,"Hvala še enkrat za besedo, spoštovani gospod predsedujoči! Kar se tiče sanacije cest, se popolnoma strinjam s temi vašimi predlogi, da jih je treba umakniti iz časa turistične sezone. Ampak na dve vprašanji mi pa vseeno niste odgovorili. Prvo vprašanje je: Strategija Vlade za umik tovornih vozil iz slovenskih avtocest. Vemo, da prva strategija, se pravi odredba o tem, da ne smejo voziti med vikendi, je sicer na cesti zmanjšala promet, je pa povzročila kaos drugje. Torej, ni bila najbolj premišljena. Imajo težave, bom rekel, drugi ljudje, predvsem v Prekmurju. In pa drugo vprašanje: Ali držijo dejstva, kot jih navajajo kolegi iz koalicijskih strank, da bi regionalizacija oziroma oblikovanje Slovenije na 14 pokrajin, kot predlaga Vlada Republike Slovenije, resnično pospešila izgradnjo avtocest? Vsaj to zadnje vprašanje zahteva samo odgovor - Da ali ne? In se vam za odgovor že vnaprej zahvaljujem. Hvala."
ParlaMint-SI_2002-12-19-SDZ3-Izredna-25.u271,"Hvala lepa. Rada bi samo opozorila, da smo na odboru za kmetijstvo imeli kar nekaj amandmajev, ki bi naj pomenili povečanje celotnega proračuna ministrstva za kmetijstvo. Po zelo dolgi razpravi, na kateri je sodelovalo tudi ministrstvo za finance, je gospa Kamnarjeva posredovala podatke, v kakšnem procentu se izkoriščajo sredstva za okoljske programe od eko nič, do eko tri. Po skupni odločitvi je prišlo do oblikovanja teh treh amandmajev iz razloga, da se ti programi povečujejo, in sicer, če bi vzeli Poročevalca, bi ugotovili, da je bila realizacija programov reforme kmetijstva v letu 2001 25 milijard in da se planira v letu 2003 32 milijard. Tu je bila rast planiranih sredstev zelo visoka, ocenjevalo pa se je [[...]]"
ParlaMint-SI_2016-09-23-SDZ7-Redna-22.u97,Hvala lepa. Gospod Branko Zorman bo predstavil stališče Poslanske skupine Stranke modernega centra.
ParlaMint-SI_2013-11-27-SDZ6-Redna-19.u232,"Ko govorimo o 2. členu, ni treba govoriti samo o sindikatih, govorimo o socialnih partnerjih. Jasno, da so v tem tudi združenja delodajalcev. Torej imajo možnost, da pridobijo koncesijo. Ko dobijo koncesijo, je pa vedno javno naročilo in se potem izbira glede na ponudbe, ki so dane. Nikakor to ne pomeni, da bodo sindikati avtomatično izvajali te storitve na trgu dela, imajo možnost, da se prijavijo. In verjamem, da je prav, da imajo možnost to tudi sindikati in delodajalske organizacije, da ponudijo storitev. Če bodo konkurenčni, pri čemer upam, da ne bomo konkurirali samo s ceno, da bomo tudi te stvari počasi spremenili, da bomo počasi postavili v ospredje vsebino, in če sindikati ali predstavniki delodajalskih organizacij ponudijo dobro vsebino teh storitev, ne vidim težav. Zato je tudi ta predlog v prvotnih spremembah zakona o urejanju trga dela bil tak, kot je. Amandma, ki je danes pred vami, gre samo v smeri, da to, kar smo se dogovorili, tudi omogočimo. Osebno res ne vidim nobenih težav. Če lahko v danem trenutku, pa ne želim žaliti nekih izvajalcev avtošol, da danes lahko opravljajo določene storitve na trgu dela, da to storijo tudi sindikati in delodajalske organizacije. Ni pa tu dan avtomatizem. Oni bodo dobili koncesijo, seveda pa je potem še vedno treba si na javnem naročilu to tudi izboriti, da lahko to opravljajo. Tako jaz tu ne vidim nobenih težav. Tudi vloga socialnih partnerjev, ko gre za krepitev socialnih partnerjev, verjamem, da to počnem brez fige v žepu, torej socialne partnerje spoštujem kot partnerje v pogovoru. Tam, kjer pa lahko prispevajo k določenemu izboljšanju na trgu dela, in verjamem, da tako delodajalske organizacije kot sindikati, ki so ves čas prisotni, kaj se dogaja v podjetjih in na splošnem trgu dela, lahko ponudijo tudi programe, ki bodo dobri za brezposelne osebe, če bodo izpolnjevali za to pogoje in bodo tudi s ceno ter predvsem z vsebino konkurenčni."
ParlaMint-SI_2001-09-26-SDZ3-Redna-08.u176,"Hvala lepa. Gospod Diaci, izvolite."
ParlaMint-SI_2021-03-01-SDZ8-Izredna-63.u205,"Hvala lepa. Gospod minister, imate besedo. Izvolite."
ParlaMint-SI_2020-10-19-SDZ8-Redna-21.u260,"Hvala lepa. Hvala lepa tudi za to dopolnilno vprašanje. S predlogi in pozivi Mestne občine Kranj in tudi ostalih, recimo predstavnikov lokalnih skupnosti iz drugih delov države, smo seznanjeni; je pa res, da je Mestna občina Kranj še posebej decidirano osvetlila problematiko in tudi predlagala rešitve. Sam sem pristaš tega, da na take pozive moramo odgovoriti, da je naša dolžnost, da vzpostavimo in ohranimo pravičen sistem uveljavljanja pravic iz javnih sredstev ali pa socialnih transferjev; in da moramo tu izrazito medresorsko pristopiti k reševanju teh problematike. Vsekakor tu delimo to odločenost. In še enkrat poudarjam, to je tudi naša zaveza in naša dolžnost, da v okviru svojih treh prioritet na tem ministrstvu v času tega mandata uredimo bolj pravičen sistem socialnih transferjev. Morda omenim še, kar ste v prvem delu vprašanja izpostavili tudi problem fiktivnih prijav prebivališč. V zvezi s to problematiko je treba pojasniti, da Zakon o prijavi prebivališča ureja prijavno in odjavno obveznost na način, ki zasleduje cilj registracije posameznikov na naslovih, kjer dejansko prebivajo. Tujci so zavezani k prijavi stalnega oziroma začasnega prebivališča zgolj v primeru predhodno pridobljenega ustreznega dovoljenja za začasno oziroma stalno prebivanje in zgolj v primeru dejanskega bivanja na konkretnem naslovu. Fiktivne prijave z namenom uveljavljanja pravic, ki posamezniku brez prijavljenega prebivališča sicer ne bi pripadale, niso dopustne. Kot ste rekli, zakonodaja je relativno dobra, vsekakor je pa naš izziv, da v praksi sistem optimiziramo in nekako motiviramo vse deležnike, da bomo, bodo motivirani k spoštovanju te zakonodaje. Navedeni dosedanji ukrepi zadevajo zgolj nekatere vidike te pomembne problematike. S kolegi, strokovnimi sodelavci na ministrstvu za že pripravljamo skupek ukrepov, ki bodo zagotovili nadgradnjo tega obstoječega sistema in povečali na eni strani preglednost, hkrati pa zagotovili večjo pravičnost v smer, kot ste jo tudi sami v vprašanju nakazali."
ParlaMint-SI_2020-12-14-SDZ8-Izredna-53.u160,"Hvala lepa. Tako kot vam je že minister povedal, vlada se trudi za to, da v danih razmerah, seveda z določenimi omejitvami, zagotavlja delovanje smučišč in pa smučanje na njih, vendar pa, kot rečeno, je potrebno tudi vse te omejitvene ukrepe spoštovati na vseh straneh. Nenazadnje bi želela te zadnje sekunde izkoristiti prav za to, da vse skupaj nas spomnim, da se je največji razrast v Evropi prvih covid-19 okužb zgodil v začetku letošnjega leta prav na smučiščih. Hvala."
ParlaMint-SI_2001-03-29-SDZ3-Redna-04.u145,"Hvala lepa. Gospod Rokavec, izvolite."
ParlaMint-SI_2016-07-13-SDZ7-Redna-21.u165,Hvala lepa. Gospod Ljubo Žnidar bo predstavil stališče Poslanske skupine Slovenske demokratske stranke.
ParlaMint-SI_2002-03-28-SDZ3-Redna-14.u168,"Hvala lepa, gospod predsednik. Mislim, da je tudi to ena izmed tistih točk, ki smo jo pri prejšnjem predlogu poslovnika zelo veliko časa obravnavali. Gre za to, da se hoče s tem poslovnikom poslancem preprečiti možnost, da lahko replicirajo, če pač ocenijo, da njihova navedba v razpravi drugega poslanca ni bila povzeta pravilno oziroma ni točna. Predlagatelj predlaga, da replika na repliko ni dovoljena, razen čepredsedujoči oceni, da so bile navedbe v repliki netočne. Sprašujemo se, kako je vendar možno, da bo predsedujoči ocenjeval, ali so bile navedbe v repliki netočne. To bo pravzaprav predsedujočega vedno znova postavljalo pred, bi rekel, dilemo, kaj storiti ker bodo enostavno poslanci njegovi odločitvi lahko oporekali. Zato predlagamo, da bi zadnji stavek 71. člena črtali, kar pomeni, da bi replika bila dovoljena. Enak predlog, samo nekoliko drugače zapisan, pa predlaga tudi stranka mladih, torej replika na repliko je dovoljena. Glede na to, da gre za dva amandmaja, ki se izključujeta, mi prvi amandma k temu členu umikamo in tako predlagamo, da se glasuje samo o drugem amandmaju, amandmaju, ki ga je vložila v razpravo stranka mladih. Hvala."
ParlaMint-SI_2008-06-18-SDZ4-Redna-40.u144,"Spoštovani podpredsednik, spoštovani minister, poslanke in poslanci, lep pozdrav! S predlogom zakona se predlaga začasna prepoved delovanja gensko spremenjenih rastlin oziroma pridelkov, in sicer do uveljavitve predpisov, ki bodo urejali soobstoj gensko spremenjenih rastlin z ostalimi gensko nespremenjenimi kmetijskimi rastlinami. Kot razlog za sprejem zakona je navedeno, da je sprejeta zakonodaja na področju gensko spremenjenih organizmov v evropskem prostoru še vedno nezadostno urejena in da ne zagotavlja preprečevanja onesnaževanja z gensko spremenjenimi organizmi. Z navedenim se delno strinjamo, vendar menimo, da je strokovno področje gensko spremenjenih rastlin veliko bolj obsežno in zahtevno, kot pa je to predstavljeno v tem zakonu. Podpiramo prizadevanja predlagateljev in vseh ostalih, ki želijo pomagati pri ureditvi tega področja, in z njimi delimo tudi vso skrb, vendar so določbe predloga zakona preveč splošne in nedorečene, kar bi prineslo samo dodatne težave pri izvajanju zakona. Strinjamo se tudi z ugotovitvijo Vlade, da je vsebina zakona v bistvu v nasprotju s pravnim redom Evropske unije, katerega načelo je zagotavljanje prostega pretoka blaga na trgu skupnosti. Države članice pa v skladu s 14. členom Pogodbe o ustanovitvi Evropske skupnosti ne smejo spreminjati ukrepov, ki bi prost pretok blaga kakorkoli prepovedovali ali omejevali. Na to opozarja tudi Zakonodajno-pravna služba, ko v svojem mnenju navaja sodbo sodišča evropskih skupnosti v primeru Republika Avstrija proti Komisiji Evropske skupnosti. Republika Avstrija ni uspela s svojo namero odstopa od direktive 2001/18. Komisija Evropske skupnosti pa je tudi že večkrat opozorila na to, da države članice ne morejo enostransko sprejemati ukrepov, s katerimi se prepoveduje uporaba gensko spremenjenih organizmov. Na Odboru za kmetijstvo je predstavnica Ministrstva za kmetijstvo, gozdarstvo in prehrano med drugim tudi povedala, da je priprava vladnega predloga zakona o gensko spremenjenih organizmih v polnem teku, da je trajala eno leto in pol, saj je bilo treba dobiti podporo nevladnih organizacij in tudi Evropske komisije. Glede na to, da je Evropska komisija pred kratkim dala soglasje na ta predlog zakona in glede na to, da je predlog zakona, o katerem razpravljamo danes, pomanjkljiv in nedorečen, bomo v Poslanski skupini SLS glasovali proti predlogu zakona o začasni prepovedi pridelave gensko spremenjenih rastlin. Hvala."
ParlaMint-SI_2001-05-29-SDZ3-Redna-06.u131,"Vračamo se torej na razpravo k 27. členu in vloženima amandmajema. Želite besedo v zvezi s tem? Razprave o prejšnji diskusiji ni. Tudi mi smo ravnali v nasprotju z dosedanjo tradicijo. Če poslanec oceni, da se je zmotil, predlaga glasovanje. Državni zbor oceni in glasuje. Če se ni zmotil, se kolega opraviči, in to je tudi storil kolega Kavtičnik. Glasujemo o amandmaju pod številko 1 k 27. členu. Glasujemo. Glasujemo o amandmaju pod številko 1 k 27. členu. 33 za 2 proti, 62 navzočih. [[Za je glasovalo 33.]] [[Proti 2.]] Ugotavljam, da je amandma sprejet. Drugi je v tem smislu brezpredmeten. Glasujemo o členu v celoti. Glasujemo o besedilu 27. člena v celoti. Izmed 59 navzočih je za besedilo v celoti glasovalo 33 poslank in poslancev, nihče mu ni nasprotoval. [[Za je glasovalo 33.]] [[Proti nihče.]] Ugotavljam, da je člen sprejet. K 29. členu imamo vložena dva amandmaja. Želi kdo besedo? [[Nihče.]] Najprej dajem na glasovanje amandma pod zaporedno številko 1 kolega Tanka. Glasujemo. Prosim za mir in posluh, da se zadrege z glasovanji ne bi ponavljale. Navzočih je 58 kolegic in kolegov. 10 jih je bilo za, 25 proti. [[Za je glasovalo 10.]] [[Proti 25.]] Ugotavljam, da amandma ni dobil potrebne večine. Glasujemo o amandmaju pod zaporedno številko 2. Navzočih je 58 kolegic in kolegov. Za amandma pod zaporedno številko 2 jih je glasovalo 32, 2 sta bila proti. [[Za je glasovalo 32.]] [[Proti 2.]] Ugotavljam, da je amandma sprejet. Glasujemo o besedilu 29. člena v celoti. Proceduralno? Prosim."
ParlaMint-SI_2001-04-20-SDZ3-Izredna-06.u169,"Takrat pa je kolega Bajuk s pomočjo vašega predsednika zamenjal 5 naših ministrov za obdobje treh mesecev. In to je bil eden izmed razlogov, da se nekdo ni držal svoje besede. Če pa jaz v tem parlamentu, ne glede na to, iz katere stranke kdo prihaja in v kakšni poziciji je moja stranka, opozorim na probleme in težave s katerimi se srečujem v tistem okolju v katerem živim in od koder prihajam, pa še to ne pomeni, da ne podpiram te vlade. Če pa bi moral tako misliti kot misli en človek, kot misli predsednik stranke, če vi imate takšen stil del v vaši poslanski skupini, kolega Jerovšek, pri nas je podoba demokracije v poslanski skupini malo drugačna in si jo na drug način razlagamo, kot ste jo malo prej vi povedali."
ParlaMint-SI_2018-12-20-SDZ8-Redna-03.u42,"Hvala, podpredsednik, za dano besedo. Kolegi, kolegice, vsem skupaj lep pozdrav! Se bom morda na začetku navezal na izjave oziroma besede moje poslanke kolegice Jelke Godec, ki ima prav, da v bistvu lahko govorimo samo o sumih takšnih in drugačnih zadev oziroma nepravilnosti, ki so se dogajale na področju določenih zadev znotraj zdravstva v preteklem mandatu. Dejstvo je pa tudi, da verjetno kakšne preiskovalne komisije v Državnem zboru ne bi bilo treba ustanoviti, če bi kdo drug opravljal delo, ki ga morajo najprej razkopati člani določene preiskovalne komisije, potem to predati tožilstvu. Ljudje sprašujejo, zakaj ste sploh imeli preiskovalno komisijo, tam ste se politično obkladali, po tem, ko vsi pričakujejo naslednji korak, da tožilstvo prevzame glavno vlogo, pa se, vsaj glede na zgodovino slovenskih preiskovalnih komisij, zgodi bore malo oziroma po domače povedano premalo. Zakaj sem se sam odločil, da danes razpravljam? Zato ker podpiram obe zadevi, ki ju bo ta preiskovalna komisija preiskovala, in v nekaterih zadevah kar nekaj stvari poznam. Bom pa z zanimanjem spremljal vse razprave in vsa soočenja različnih preiskovalcev na tej preiskovalni komisiji. Najprej glede izvajanja programa otroške kardiologije. Moram reči, da imam zadnjih pet let srečo, da spremljam to področje malo boljše, pa ne bom govoril o osebah, ki jih tam poznam, in moram reči, da me je zelo zmotil stavek poslanskega kolega Janija Möderndorferja, ki je rekel: »Ja, vse je zaradi denarja«. Po mojih informacijah, po mojem znanju je bil ljudem, ki so od tam odšli, denar verjetno šele na petem, šestem mestu, vse ostalo je bilo prej, stoka, delovno preobremenjeni ljudje, ki so delali po štirinajst, šestnajst ur, ki so celo – eden izmed njih je izjavil, da bi raje bil vsaj za nekaj dni smetar, da bi se vsaj psihično umiril, kot pa da še vedno hodi v službo na otroško kardiologijo oziroma na otroško srčno kirurgijo. In pa druga stvar, zaradi katere sem se odločil, da razpravljam, je zadeva, ki je v bistvu zaposlovala Državni zbor v preteklem mandatu preko izrednih sej Državnega zbora, preko nujnih sej Odbora za zdravstvo, pa tudi glede proračunskih zadev, predvsem pa novic s strani bivšega predsednika vlade in bivše ministrice, koliko denarja smo zmetali, torej glede nesmotrnih in nezakonitih nabav in pa celotnega dogajanja na sekundarni in terciarni ravni zdravstva v Republiki Sloveniji. Glede otroške srčne kirurgije, kot sem že rekel, mislim, da denar niti ni ključen moment za vse zadeve, ki so se začele dogajati tam od leta 2007 naprej, pa prihod enega, pa prihod drugega zdravnika, pa potem se je stanje katastrofalno poslabšalo v letih 2016, predvsem v letih 2017 in 2018, ker, smo lepo zapisali, so odšli še zadnji trije otroški kardiologi. Tukaj se je v bistvu vsa zgodba obrnila na glavo, namesto resne odgovornosti predvsem znotraj UKC in pa Ministrstva za zdravje se je v času pred parlamentarnimi volitvami zgodila zgodba o tem, kako bomo ustanovili nov nacionalni inštitut in vse bo boljše. In samo po stotih dneh te nove reciklirane vlade je prišlo do spoznanja, da je bila v bistvu to samo predvolilna obljuba, ki z dejanskim stanjem ni imela nič. Da so iz Amerike dobili vrhunskega strokovnjaka, ki je verjetno sam oziroma je bil eden izmed redkih, ki je verjel v to, da se splača v Sloveniji ukvarjati s tako odprto problematiko. Ampak je očitno eden tistih, ki bodo verjetno najbolj razočarani šli iz Slovenije, in bo rekel, pa saj vi niste več normalni, kajti pri otrocih se dogajajo takšne zgodbe, ki se nikakor ne bi smele dogajati v neki normalni demokratični državi, in to konec leta 2018. Skratka, predvsem bo tudi mene zanimalo, zakaj je dejansko prišlo do množičnega odhoda strokovnega kadra s področja zdravljenja otrok s prirojeno srčno napako, zakaj so vsi tisti, predvsem mladi ali pa malo mlajši, predvsem pa ne stari zdravniki odšli s tega oddelka, da v bistvu ta oddelek niti ni več dohajal. Tudi mene bo zanimalo, kaj bodo znali povedati nekateri, ki so bili zraven, ko so tako piarovsko podprto ustanavljali javni zdravstveni zavod, nacionalni inštitut za otroške srčne bolezni, ali so dejansko tudi sami verjeli ali pa so pred parlamentarnimi volitvami reševali svojo kožo. Predvsem pa me bo zanimalo to, kar zanima verjetno vsakega državljana v Republiki Sloveniji, ki se bolj ali manj občasno srečuje z zdravstvenim sistemom in predvsem s cenami zdravil in pripomočkov v zdravstvu. Ne samo, da je predhodna preiskovalna komisija, ki jo je vodila kolegica Jelka Godec, ugotovila, kakšne zlorabe se dogajajo na področju žilnih opornic – tako kot je danes nekdo rekel, verjetno bo treba vsak mandat imeti eno preiskovalno komisijo, kajti ne samo ta preiskovalna komisija – tudi različni mediji so ugotavljali, kako so posamezni materiali na področju zdravstva v Sloveniji dvakrat, trikrat, tudi petkrat preplačani. Medtem ko so v drugih primerljivih evropskih državah cene teh materialov znosne, gredo pri nas na račun ljudi in za račun določenih denarnic cene teh materialov v nebo. Tako me bo resnično zanimalo, da se ugotovi morebitna politična odgovornost nosilcev javnih funkcij zaradi opustitve dolžnega ravnanja iskanja odgovornosti glede uporabe in nabave materialov. Prav tako me bo zanimalo glede na to, da sem bil zraven v prejšnjem mandatu, ko smo v zdravstvu poleg proračunskih sredstev zmetali 136 milijonov v sanacijo terciarnih in sekundarnih zdravstvenih organizacij, torej bolnišnic, kaj se je zgodilo s temi 136 milijoni. Zakaj me to zanima? Ker imajo nekateri že v tem mandatu probleme, kadar predvsem opozicija vloži kakšen zakon, kjer je znesek 2, 5, 10, 20 milijonov, in se vsi izgovarjajo, ja, denarja ni. Tukaj pa je nekdo v prejšnjem zboru Državnega zbora z lahkoto pritisnil tipko za 136 milijonov in verjetno se bodo tudi tisti poslanci, ki so to podprli, spraševali, kaj se je s tem denarjem zgodilo, ali je ta denar šel v prave, strokovne roke ali pa je ta denar politika razgrabila. In vsaj glede na izjave sedanjega ministra, ki je javno povedal, da je prišlo do problemov oziroma da tistih 136 milijonov nikakor ni niti začelo reševati področja upravljanja bolnišnic, me zanima, kje je potem še ostalih 35 milijonov, ki so šli za čakalne dobe, pa mislim, da je še kar nekaj denarja šlo v to, kar bo ta preiskovalna komisija skušala ugotoviti, ali pa morda celo ovreči kakšne nepravilne sodbe nas poslancev, predvsem pa slovenske laične javnosti, kaj se je na tem področju dogajalo. Mislim, da vsak od vas poslancev, ki je prebral to gradivo, vidi, da so se dogajale nepravilnosti. Ampak kot je zapisano v 10. točki, za ta dejanja ni nikoli nihče kazensko ali drugače odgovarjal. Mislim, da imamo tukaj vsi skupaj en politični problem – ali si zatiskamo oči ali morda, bog ne daj, kdo še tiho pritrjuje takšnemu delovanju ali pa imamo problem, ker smo očitno premalo storili kot zakonodajna veja oblasti pri sprejemanju finančnih okvirov na področju zdravstva ali pa pri sprejemanju sistemske ali manj sistemske zakonodaje, da bi se te zadeve rešile. Dejstvo pa je, da je glavni promotor zdravstvene oskrbe v Sloveniji vsakokratni minister. Glede na to, da sem že kar nekaj mandatov v Državnem zboru v različnih funkcijah, mislim, da bi mi strokovne službe pritrdile, da še nikoli ni bilo toliko nujnih sej odbora ali pa izrednih sej Državnega zbora zaradi problematike oziroma odprtih vprašanj na področju zdravstva, kjer se je že opletalo z imeni in priimki ljudi, ki naj bi bili odgovorni, pa so si nekateri zatiskali oči. Moram reči, da sem bil sam zgrožen, ko kljub veličastnim besedam določenih poslancev prejšnjega sklica, kako je stanje v slovenskem zdravstvu akutno, niso podprli niti prve niti druge interpelacije. In sedaj čakajo novega odrešenika v podobi sedanjega ministra, da bo zadeve rešil. Tukaj se mi poraja vprašanje, ki se mi večkrat poraja pri posameznih ministrih: Ali so ministri sposobni obvladovati svoj resor ali ljudje znotraj resorja obvladujejo ministra in sistem? Tudi tukaj me bo zanimalo, kako je ta korelacija potekala v prejšnjih mandatih, kdaj je bil kak minister, ki si je upal kaj povedati, kaj storiti, ali pa so bili le ministri, ki so bili izvajalci določene politike. Saj vsi vemo, en minister je v preteklosti celo odstopil, ker je sam rekel, da je nemogoče, da bi problem lobiranja, predvsem pa korupcije in klientelizma v zdravstvu on rešil, in je raje dal priložnost drugemu nasledniku. Če ne drugega vsaj čestitke tistemu bivšemu ministru za korektno priznanje, da sam ne bo mogel obvladovati tega sistema, pa čeprav je prihajal iz sistema, ki se mu reče zdravstvo. Čeprav, kot je rekla kolegica Jelka Godec, lahko govorimo samo o sumih, imam velik problem, ker je ravno prejšnja vlada, prejšnja največja vladna stranka na oblast prišla s pojmi kot »borili se bomo poti korupciji in klientelizmu«. Zato me bo še posebej zanimalo, ko boste na preiskovalni komisiji govorili o tem, kdo se je z besedami boril proti korupciji in klientelizmu, in na drugi strani, kdo je tudi dejansko kaj naredil, da do korupcije in klientelizma na področju zdravstva ne bi prišlo. Prav tako me bo zanimalo tudi to, kar je zapisano v aktu te preiskovalne komisije, nespoštovanje lastne zakonodaje. Še enkrat, kaj nam pomaga v Državnem zboru sprejemanje zakonodaje, če potem ministri sami s pomočjo svojih sodelavcev ne spoštujejo pravnih aktov, ki jih sprejema Državni zbor, ali pa še več, ne spoštujejo pravnih aktov, ki jih sami predpišejo v obliki pravilnikov. Sicer bom tukaj šel za kakšno minuto izven te preiskovalne komisije, ampak sam se spomnim, ko sem, mislim da, leta 2015 sklical nujno sejo Odbora za zdravstvo zaradi problematike satelitskih urgentnih centrov oziroma službe nujne medicinske pomoči, kar je predlagala tedanja ministrica, so se določeni koalicijski poslanci obregali nad mano, češ, kaj pa ti govoriš, vse bo super in vsi roki v pravilnikih bodo urejeni. Spoštovani, urgentni centri še vedno ne delujejo tako, kot je sama ministrica zapisala v pravilnikih, imamo probleme s helikoptersko službo, imamo probleme s satelitskimi urgentnimi centri in imamo probleme z dispečerskimi centri. Skratka, kaj nam pomaga najboljša zakonodaja ali podzakonski akti, če se potem vladajoči tega ne držijo, na koncu pa želijo prikazati celo, da je kakšna stroka kriva, ker se česa ni držala. Tako da me resnično, spoštovane in spoštovani, zanima, ali bo ta preiskovalna komisija našla ogromno odgovorov, ki ne samo da so zapisani tukaj v aktu preiskovalne komisije, ampak predvsem, ki nam jih zastavljajo ljudje, ko se srečajo s čedalje bolj propadajočim zdravstvenim sistemom v Sloveniji. Tukaj, da zaključim, me bo predvsem zanimalo, koliko bodo prišle do izraza vse tiste besede političnih funkcionarjev v preteklosti, ko so nekaj govorili, očitno pa – in s temi se bodo morali ukvarjati člani te preiskovalne komisije, tudi ali so kaj naredili za končevanje klientelizma in korupcije in glede nespoštovanja pravne države, ali pa so sami celo bili tisti, ki so podpirali klientelizem in korupcijo. Skratka, sumov, s katerimi se bo morala soočiti ta preiskovalna komisija, je več kot dovolj. Upam, da se bomo slej ko prej srečali tudi s končnim poročilom, kjer bomo lahko govorili o konkretnih dokazih in ne o tem, ali je bilo ali ni bilo, ampak bomo lahko rekli, tako je bilo. In predvsem upam, da bomo čim manjkrat rekli, na žalost slovenskih pacientov je bilo, kot je bilo. Najlepša hvala."
ParlaMint-SI_2009-06-15-SDZ5-Redna-07.u204,Hvala lepa. Zahtevate dopolnitev odgovora? Prosim.
