ID;text;tag_tamara;tag_katja;comments_tamara;comments_katja;flagged_tamara;flagged_katja;sent_tamara;sent_katja;chair;final_tag
ParlaMint-SI_2013-02-27-SDZ6-Izredna-28.u24;"Hvala lepa, gospod predsedujoči. Spoštovani kolegice in kolegi! Danes volimo novega predsednika Državnega zbora. Sposodil si bom misel Winstona Churchilla: ""Za politika je najvažnejša lastnost, da zna napovedovati, kaj se bo zgodilo jutri, naslednji mesec in naslednje leto, in pozneje razložiti, zakaj se to ni zgodilo."" Da nadaljujem. Tudi, ko smo volili prejšnjega predsednika Državnega zbora, so bile argumentacije podobne. Tisti, ki so bili predlagatelji, so govorili samo v superlativih. Tisti, ki so bili nasprotniki, so govorili v negativnih slikah, in to je stalna praksa. Ni pomembno, kaj govorimo. Pomembno je, kaj naredimo. V letu parlamentarne prakse smo lahko videli ogromen razkorak med besedami in dejanji. Namesto predsednika Državnega zbora, ki bi bil takšen, kot ste govorili moji predhodniki, združevalen, umirjen, ki ne bi skočil pred kamere ob vsaki priložnosti, dajal vrednostnih sodb, smo dobili nasprotje. Prepričan sem, da je gospod Janko Veber presegel to stanje duha in da bo glede na njegovo dolgoletno delo, tudi v gospodarstvu in na odgovornih funkcijah, razumel, da je biti predsednik Državnega zbora posebna čast in predvsem posebna odgovornost, kajti s tistim trenutkom, ko je nekdo izvoljen za predsednika Državnega zbora, ni več samo poslanec gospod Janko Veber, ampak predsednik Državnega zbora in vsako njegovo izjavo, vsako gesto se tehta po posebnih merilih, zato je pomembno. Državni zbor potrebuje zrelega, modrega človeka, ki bo znal stopiti nazaj in s časovno distanco odgovornega človeka dajati tehtne sodbe, še boljše pa je nesodbe. Sam sem bil nase najbolj ponosen takrat, ko sem znal biti tiho, tudi, ko sem menil, da sem poklican in da moram nujno kaj povedati. Jaz bom glasoval za gospoda Janka Vebra. Pričakujem pa, da se v enem letu zgodovina ne bo ponovila. Hvala lepa.";M_Positive;M_Positive;Expressed support for someone, but overall nexagite.;"First part negative but then shifts to positive and expressed support. However this could be read as Negative as well, if the last part is interpreted as ""uf, if I need to"" in the last two sentences. ";;1.0;Positive;Positive;FALSE;M_Positive
ParlaMint-SI_2006-04-24-SDZ4-Redna-16.u62;Še enkrat hvala za besedo. Vsi vemo, kakšen pomen je imelo zadružništvo predvsem na področju kmetijstva za preživetje slovenskega kmečkega človeka, kako si je Krek zamislil delovanje zadružništva in kako so te zadruge delovale. Res pa je, da so po drugi svetovni vojni to zadružništvo razumeli drugače in da so zadruge dobile negativno konotacijo ter da se ta negativna konotacija zadrug po nekod drži še danes. V Novi Sloveniji vemo, da nekatere evropske države nimajo zakonov o zadrugah, na primer Danska, kljub temu pa ima ta država največje zadruge v evropskem merilu. Gre za to, da imajo v ustavi zapisano, da se ljudje lahko združujejo in na podlagi te ustavne pravice se potem tudi ljudje povezujejo v zadruge, pravila si bolj ali manj postavijo sami, država pa od njih pobere davke, tako kot od vsake druge gospodarske družbe. Pri nas je zakon o zadrugah v veljavi. Ta zadnji je bil napisan leta 1992. Od takrat naprej ni bil spremenjen, čeprav bi ga bilo nujno treba spremeniti, kajti zadruge so v prejšnjem obdobju v času slovenske tranzicije prejele veliko premoženje. Marsikje se je s tem premoženjem zgodilo tako, da ga danes ni več, da so ga odprodali, marsikje pa so tudi to premoženje zelo dobro urejale in na takšen način še danes delujejo. Ta sprememba, ki je pred nami, je nujna, nujna v zakonu o zadružništvu še nadalje spremeniti. Prepričani smo v Novi Sloveniji, da še letos. Ta zakon, ki je pred nami, želi posodobiti zbiranje podatkov članov in pa vodenje imenika članov, potem posodobiti zagotavljanje pravic članov do obveščenosti, o delovanju zadruge, kar je zelo pomembno in nujno. Potem ta zakon uvaja računovodske standarde po zakonu o gospodarskih družbah, rešuje vprašanja revizije v skladu z novimi revizijskimi standardi. Potem ureja statusno preoblikovanje zadrug ter usklajuje nekatere določbe z zakonom o prekrških. Na sam zakon ni bilo s strani poklicanih predlagateljev nekih amandmajev, že v predstavitvi stališča odbora pa sem povedal, da smo se v bistvu največ zadržali ob 1. členu in amandmaju, ki ga je posredovala Zadružna zveza Slovenije. To pa je, kako zadrugam, ki zaidejo v težave, ob tem pomagati. Ta dilema ni nova, ta dilema se je začela v državnem zboru vrteti in na njej razpravljati že leta 2002. Kljub številnim drugačnim mnenjem pa je odbor bil mnenja, da je treba to področje na nek način urediti in v zakonu o zadrugah v 1. člen zapisati, da so pod določenimi pogoji do državnih pomoči oziroma pomoči družbam, ki zaidejo v težave, opravičene tudi zadruge. V Novi Sloveniji smo takšen koncept zakona podprli in ga nameravamo podpreti tudi danes. Hvala lepa.;Positive;Positive;Positive change and support. ;;;;Positive;Positive;FALSE;Positive
ParlaMint-SI_2012-11-29-SDZ6-Izredna-22.u76;Replika, dr. Andreja Črnak Meglič.;P_Neutral;P_Neutral;Procedural;;;;Neutral;Neutral;TRUE;P_Neutral
ParlaMint-SI_2017-07-12-SDZ7-Redna-32.u153;Sledi predstavitev stališč poslanskih skupin. Besedo ima Poslanska skupina Levica, zanjo dr. Matej T. Vatovec.;P_Neutral;P_Neutral;Procedural;;;;Neutral;Neutral;TRUE;P_Neutral
ParlaMint-SI_2002-10-22-SDZ3-Redna-19.u178;Hvala za uvodno obrazložitev. Predlog zakona je obravnaval odbor za kulturo, šolstvo, mladino, znanost in šport kot matično delovno telo. Prosim podpredsednika odbora, Petra Leviča, da predstavi poročilo odbora.;P_Neutral;P_Neutral;Procedural;;;;Neutral;Neutral;TRUE;P_Neutral
ParlaMint-SI_2019-03-04-SDZ8-Redna-05.u40;Se strinjam s tem, gospod premier. Res je malo višjega razreda in tudi vaša reforma v bistvu zadane predvsem 10 % najbolje plačanih v tej državi. Zato govorim, pravite, ciljamo na srednji razred, ampak streljate tja namesto tja. Želim podati zahtevo za splošno razpravo, ker se moramo pogovoriti o tem, koga v tej državi razbremeniti, komu se delo sedaj ne splača, pa bi se moralo splačati. Tudi o teh mantrah, ki jih večkrat slišimo, da če bomo nagradili tiste, ki ustvarjajo višjo dodano vrednost, bodo potem ljudje, ki zaslužijo manj, prišli na bolje iz takšnih in drugačnih razlogov. Temu so v Ameriki rekli trickle-down efekt. Izgleda pa približno tako, na internetu je bila neka grafika, kjer so postavili kozarce v piramido. In logika tega trickle-down efekta je, da če nalivamo v najvišji kozarec, bo iz tega ko se ta enkrat napolni, začelo vino teči v ostale kozarce. Ampak kar se dejansko zgodi, pa je, da se ta kozarec povečuje in nič ne pride v ostale. Pa to ni šala. Če si pogledate, kaj se je dogajalo z bogastvom zadnjih 20, 30 let, ko so na ta način pristopali k davčnim reformam, boste videli, da se je zgornji procent prebivalstva premoženjsko samo napihoval, srednji razred pa je propadal. Zato se obračam s tem pozivom najprej na premierja, sedaj na Državni zbor, opravimo razpravo o tem, koga mora davčna reforma pri nas razbremeniti, komu se delo mora splačati, pa se mu ne splača. In če podam še en argument, zakaj je treba ciljati na ljudi z nižjimi plačami. Poglejte, če boste dali dodaten denar človeku, ki zasluži 800 evrov ali pa tisoč 200 evrov, obstaja velika verjetnost, da bo on ta denar tudi potrošil v domačem gospodarstvu. Se pravi, šel bo denar do lokalnih trgovcev, gostincev, v plače, nekaj se ga bo vrnilo skozi davke. Če pa daste povišico Blažu Brodnjaku, dvomim, da bo ob 41 tisoč evrih bruto plače sploh opazil še tistih dodatnih 200 evrov na računu. Še bolj pa dvomim, da bo ta denar porabljen na način, da bo produktiven za domače gospodarstvo. Šel bo ali v luksuzno potrošnjo ali, kar sedaj počnejo menedžerji, kupoval bo stanovanja po Ljubljani, jih dajal v najem ali pa v Airbnb in s tem še zaostroval stanovanjski problem za generacije, ki do stanovanj trenutno ne morejo. Tukaj se pogovarjamo o tem, kako voditi socialno politiko te države, o tem, koliko bo Slovenija socialna država čez dve, tri, štiri leta. Želim, da o tem opravimo temeljito razpravo, preden je reforma sprejeta. Hvala.;M_Negative;Negative;Need for discussion, but negative vibe. ;;;;Negative;Negative;FALSE;Negative
ParlaMint-SI_2011-01-31-SDZ5-Redna-24.u33;Ker je moj, kot bi kdo rekel, politični fokus usmerjen na reševanje gospodarske in socialne krize, sem se o tem problemu, mislim da, kot bo pisalo, tako sem bil naročil, o tem se bom še razgovoril kasneje, direktorju Sove, seznanil, mislim da v jeseni, in šele, ko je stvar dobila dimenzije, kot jih mogoče ali pa po definiciji neupravičeno dobiva sedaj, sem sam, ne po navodilu ali na prošnjo kogarkoli, prišel pred Komisijo za nadzor varnostnih in obveščevalnih služb. Tako sem bil prvi predsednik Vlade, ki je to storil, da bi se pogovoril o problemu, ki je očitno nastal. Ni ne moja želja, ne moje navodilo, da bi katerikoli organ, zlasti če je v pristojnosti Vlade, delal v nasprotju z zakonom. Vsi so dolžni spoštovati zakon in delati znotraj njegovih okvirov. Ker je očitno prišlo do nekaterih odločitev, ki se, vsaj nekaterim, zdijo sporne, tudi predstojnikom teh organov, sem se odločil takole. Najprej da sprejmem pobudo predsednika vaše stranke in skličem posvet predsednikov strank in vodij poslanskih skupin v zvezi z novelo Zakona o arhivskem gradivu. Mi se bomo o tem posvetovali prej, preden bo to v Državnem zboru, in če bomo skupaj ocenili, skupaj morda tudi na ministrskem zboru dan kasneje, da so nas argumenti, da ta novela ni potrebna ali ni dobra, prepričali, da svoje stališče spremenimo. O tem sem se želel zadnjič, kot ste videli, uro in pol iskreno pogovarjati tudi z vami na pristojni komisiji. Drugič. Vsem trem, ki so kakorkoli sodelovali pri teh odločitvah, sem naročil, da najkasneje do srede, prav tako je to storila danes tudi ministrica za kulturo, ki je pristojna za arhiv, da predstojniki teh organov, to so predstojnik Sove, direktor Arhiva in sekretar Nacionalnega sveta za varnost dajo poročilo. To poročilo bo dostopno javnosti in iz njega bo razvidno, kje se je problem pri njih naredil, kje so ga opazili, kako so z njim ravnali in nekdo bo moral tudi ugotoviti, ali so ravnali nezakonito. Vi trdite, da so, videli bomo, ali so res ravnali nezakonito, ko bomo imeli pred sabo vsa poročila, ki vam bodo na razpolago. Prav tako sem danes naročil direktorju Sove, da je kadarkoli na razpolago vaši komisiji, da odgovori na katerokoli vprašanje v zvezi s tem področjem. In šest kratkih ugotovitev za drugo polovico mojega odgovora. Prvič, predmet spora ni arhivsko gradivo Službe državne varnosti, ki bi nastalo v zvezi z notranjepolitičnim delovanjem te službe, ampak v zvezi z njenim klasičnim obveščevalnim in protiobveščevalnim delovanjem v tujini. Jaz nisem poznavalec, poznavalci ste nekateri izmed vas, verjetno razumete – jaz sem se, kolikor je bilo mogoče, dal podučiti – razliko med tema dvema področjema. Torej, naj naši državljani nimajo nepotrebnega občutka, da poskuša Vlada karkoli prikriti glede delovanja Službe državne varnosti navznoter. Gre za podatke, ki zadevajo tujino in so, če so, morda občutljivi. In tu je direktor arhiva postopek – in to je druga stvar, ki jo želim povedati – samo prekinil. Postopek ni končan, postopek je prekinjen. Vlada je prepričana, da je najboljša rešitev za nastali problem novela Zakona o ravnanju z arhivskim gradivom, po katerem bo o javnem dostopu do spornega arhivskega gradiva odločala posebna neodvisna komisija. Članom pooblaščene skupine Komisije za nadzor obveščevalno-varnostnih služb ob njihovem zadnjem obisku v prostorih Sove, to je 25. januarja 2011, izvedba njihovega nadzora ni bila onemogočena. Toda tudi o tem bo moralo pisati v poročilu direktorja Sove. Direktorju Arhiva, kot sem rekel, direktorju Sove in vodji sekretariata sveta sem naročil, da do srede, če bo to le mogoče, pripravijo svoje poročilo in takrat bo lahko vsa slovenska javnost, pa tudi vi, ki postavljate že dokončne trditve, presodili, ali so vaše trditve utemeljene ali ne.;Negative;Negative;Defensive. ;The speech seems defensive, the speaker explains his actions. While the first part could potentially be also explained as mild Positive, the overall speech carries (to me) negative connotation.  Due to the first part it could also be M_Negative.;;1.0;Negative;Negative;FALSE;Negative
ParlaMint-SI_2022-01-31-SDZ8-Redna-29.u64;Hvala lepa. Mislim, da sem tudi vam dolžan opravičilo, ampak razlog je isti, kot sem ga tudi prej navedel. Glede pogozdovanj. Obnova gozdov je za Slovenijo izjemno pomembna oziroma naj začnem drugje. V Sloveniji izvajamo trajnostno sonaravno rabo gozdov. Goloseki so prepovedani. Pa vendarle, če pogledamo nekatere površine slovenskih gozdov danes, imamo občutek, da so bili nekje opravljeni tudi goloseki. Večina, velika večina teh sečenj je bila narejena na podlagi odstranitve podlubnikov, naravnih nesreč, žledoloma, vetroloma. Naj omenim, da sem tudi sam imel priložnost videti nekatere gozdove tudi nad tisoč metri nadmorske višine, kjer je ostalo samo še kakšno drevo. In to ne zaradi golosečnje, ampak zaradi sanitarne sečnje. V tem primeru je treba pospraviti vse. Kot dober gospodar praviloma tudi pospravijo, posekajo, pospravijo vse tisto, kar je še takrat vrednega v takšnih gozdovih. Seveda v tleh ostanejo v nekaterih primerih tudi sečni ostanki, ki pa seveda skrbijo tudi za obnovo tal in tako naprej. Začel sem na tem koncu zato, ker bi rad tudi samo en kratek pojem pogozdovanja omenil, da ga bomo znali razločevati. V slovenskih gozdovih, ko govorimo o sanaciji naravnih ujm in tako naprej, takrat praktično ne govorimo o pogozdovanju, ampak govorimo o umetni obnovi. V bistvu je isto, ampak samo čisto taksonomsko pogozdovanje praktično pomeni tisto, da gremo na neko negozdno površino nekaj na novo zasaditi. Sistematičnega pogozdovanja v Sloveniji praktično ne izvajamo, pogozdovanja na negozdnih površinah, kajti Slovenija je bogata z gozdovi, 58 % jih imamo. Vemo tudi, ko se pogovarjamo o kmetijski politiki, se trudimo v obratni smeri, torej da odpravljamo zaraščanje, da namenjamo nove površine za kmetijsko rabo, kjer je to mogoče in kjer je interes. Torej izvajamo nekatere aktivnosti prej v obratni smeri. Zato sistematičnega pogozdovanja ne izvajamo, izvajamo pa sistematično obnovo gozdov tako po umetni kot tudi naravni poti. In seveda se večina gozdov vendarle obnovi po naravni poti. Kjer pa to ni mogoče, gremo pa v umetno sadnjo gozdnih dreves. Naj dam podatke samo za nekaj zadnjih let. Recimo v naravnih ujmah je bilo Sloveniji pospravljenih, evidentiranih in pospravljenih preko 20 milijonov kubičnih metrov gozdno-lesnih sortimentov. V teh zadnjih šestih letih je bila praktično večina poseka sanacija posledic. Večidel teh tudi največjih, najbolj poškodovanih gozdov se obnavlja po naravni poti. Vendarle pa v zadnjih treh letih, to je 2018, 2019 in 2020, ko imamo že zaključene podatke, je potekala obnova gozdov na površini 5 tisoč hektarov, od tega s sadnjo na slabih 2 tisoč oziroma 1777 hektarjih. Posajenih je bilo 4,3 milijone sadik gozdnega drevja 30 različnih drevesnih vrst, s čimer skrbimo tudi za biodiverziteto, odpornost gozdov in tako naprej. S tega zornega kota nekako ocenjujemo, da umetno obnovo gozdov bolj intenzivno izvajamo v deležih predvsem v državnih gozdovih in manj intenzivno v zasebnih. Tukaj imamo zagotovo še zelo veliko rezerve in si želimo, da bi tudi zasebni lastniki gozdov intenzivneje vlagali tako v obnovo kot tudi v samo nego gozdov. Kot sem že večkrat dejal, slovenskemu gozdu je vseeno, ali raste na hektar tristo kubikov kvalitetnih gozdnih lesnih sortimentov ali pa 300 kubikov drv. Lastniki si želimo in tudi država si želi, da bi imeli v gozdovih čim več kvalitetnih gozdnih lesnih sortimentov tudi zaradi gozdno-lesne verige, zaradi samega lesarstva v Republiki Sloveniji. Naj dodam ob zaključku samo še misel, da kljub vsem naravnim ujmam v zadnjih letih, zlasti od 2014 naprej, ko smo imeli žled, podlubnike, viharje in tako naprej, je danes situacija v slovenskih gozdovih bistveno boljša, kot je bila recimo pred 50, 60 leti. Imamo potrojeno lesno zalogo, povečali smo površino gozdov s 36 % na 58 % in si želimo ta trend prej obrniti, kot ga pa povečevati. Tudi letni prirasti so bistveno večji, kot so bili takrat. Danes govorimo o povprečno 7 kubikov na hektar na leto.;P_Neutral;M_Positive;I don't see sentiment, but facts. ;The first part of the speech is relatively neutral (statements),  the sentiment then changes mid-speech to positive. I guess it could also be a very weak positive in the beginning with very explicit positive end, so it could also be Positive.;1.0;1.0;Neutral;Positive;FALSE;M_Positive
ParlaMint-SI_2009-03-31-SDZ5-Redna-04.u154;Hvala lepa. Ponovno odpiram prijave za obrazložitev glasu v svojem imenu. Besedo ima gospod Rudolf Petan. Prosim.;P_Neutral;P_Neutral;Procedural;;;;Neutral;Neutral;TRUE;P_Neutral
ParlaMint-SI_2012-12-04-SDZ6-Izredna-23.u25;Hvala lepa, spoštovani podpredsednik, minister s sodelavcem, kolegice in kolegi! Pred natančno tremi tedni smo v tej dvorani opravili prvo razpravo o novem pokojninskem zakonu, ki naj bi začel veljati že čez slab mesec dni. Danes imamo na mizi zakon, ki je v tem času doživel kar nekaj sprememb, vendar je v temeljnih elementih ostal enak, kot je bil na začetku. Dejstvo je, da bomo morali v prihodnje delati dlje, vendar ne gre spregledati, da se upokojitvena starost ne bo dvigovala samo zaradi zaostrovanja pogojev, ampak predvsem na račun bogatih stimulacij za daljše delo. Današnji predlog skupaj z amandmaji je rezultat napornih pogajanj z najrazličnejšimi skupinami zainteresirane javnosti. Lahko rečemo, da so ta zakon skupaj oblikovali Vlada, sindikati, delodajalci, predstavniki upokojencev, invalidov, različnih nevladnih organizacij, študentov in ne nazadnje tudi strokovnjaki različnih institucij, ki bodo morali v nadaljevanju skrbeti za pravilno izvajanje tega zakona. Posebno vlogo so imele v tem procesu tudi politične stranke. Vsi vi, vsi mi. S svojimi konstruktivnimi predlogi smo prispevali, tudi opozicijske stranke, pomemben delež pri oblikovanju tega zakona. Kot je bilo omenjeno, kljub pritiskom evropskih institucij, da je treba pokojninsko reformo resnično sprejeti čim prej, pa se moramo zavedati, da jo delamo predvsem zase. Delamo jo zato, da bi zmanjšali pritisk na javne finance, ki ga povzročata prezgodnje upokojevanje in staranje prebivalstva. Delamo jo tudi zato, da bi zaustavili padanje pokojnin. Vsi smo si edini, mnoge pokojnine so postale tako nizke, da upokojencem ne zagotavljajo več dostojnega preživetja. O tem priča tudi visoka stopnja tveganja revščine, ki je zlasti zaskrbljujoča pri starejših ženskah. Vse to je posledica sistema iz preteklosti, ki je zlasti ženskam omogočal zgodnje upokojevanje, vendar na račun nizke pokojnine. Ugodni pogoji so predstavljali nekakšno past, v katero so se v želji po čim hitrejši upokojitvi ujeli mnogi. Če bi sedanji zakon ostal v veljavi, bi bilo naslednja leta še slabše. Dejstvo je, da obstoječi pokojninski sistem izredno zapleten in nepregleden. Med več kot 400 členi se je težko znajti tudi strokovnjakom, kaj šele tistim, ki se s pokojninsko problematiko ne srečujejo vsak dan. Težko bi rekli, da bo po novem pokojninski zakon lahko razumljiv prav za vse, vendar pa se je z bistvenim premikom v načinu določanja pokojnin sistem vseeno spremenil v bolj preglednega, pomembno pa je predvsem, da ne zavaja več ljudi z napačnimi pričakovanji glede višine njihovih pokojnin. Uvedba tako imenovanega neto odmernega odstotka je povzročila kar precej pomislekov in mnoga vprašanja, saj primerjava sedaj veljavnih in novih odmernih odstotkov kaže, da so novi bistveno nižji. To naj bi po mnenju nekaterih povzročilo tudi nižje pokojnine, dejansko pa temu ni tako. Zaradi zaustavitve padanja valorizacijskega količnika ter hkratnega fiksiranja nadomestne stopnje na višino, ki je v veljavi letošnje leto, se bodo novim upokojencem zagotavljale pokojnine, ki so primerljive s sedanjimi. Ker bi po sedanjem zakonu pokojnine še naprej strmo padale, je ta rešitev za bodoče upokojence zelo ugodna. Poleg tega se osebam, ki se ne upokojujejo takoj, ko izpolnijo upokojitvene pogoje, po novem dodeljujejo zelo ugodni bonusi, ki nagrajujejo vsako dodatno tromesečje v zaposlitvi. Nemogoče je izpostaviti vse spremembe, ki jih ta zakon prinaša, zato se bom v nadaljevanju omejila samo na tiste, ki po našem mnenju sodijo med najpomembnejše, in na tiste, ki prinašajo zelo pozitivne spremembe, pa so bile med dosedanjo razpravo prezrte. Vprašanje, ki ga v teh dneh največkrat slišimo, je, kdaj se bomo lahko upokojili po novih pogojih. Na takšno vprašanje ni enoznačnega odgovora, ker je pravica do upokojitve poleg izpolnjevanja splošnih pogojev vezana tudi na povsem osebne okoliščine. Načeloma pa velja, da pravico do starostne pokojnine pridobi oseba, ki je dopolnila 40 let pokojninske dobe brez dokupa in je stara najmanj 60 let, ne glede na to, ali gre za moškega, ali za žensko. Ta bo pogoj treba izpolnjevati šele konec leta 2018, do takrat pa veljajo blagi postopni prehodi. Starostna meja se lahko dodatno zniža, kot je bilo že rečeno, tudi zaradi skrbi za otroka v prvem letu starosti, zaradi služenja vojaškega roka ter zaradi dela pred 18. letom. Na ta način ob upoštevanju bonitet se lahko moški upokoji ne pri 60, pač pa že pri 58 letih, ženska pa celo pri 56 letih. V primeru, da oseba ostane v zaposlitvi, se ne upokoji, pa lahko poleg plače prejema še dodatni bonus, in sicer v višini 20 % pokojnine. Zakon ponuja tudi številne druge stimulacije, k imajo namen spodbujanja zaposlovanja mladih in zaposlovanja starejših. Tako bo, recimo, delodajalec, ki bo zaposlil osebo, ki se prvič zaposluje in je stara manj kot 26 let, ali pa je to mlada mamica z otrokom do treh let starosti, oproščen plačila dela prispevkov. Prav tako bodo delodajalci deležni spodbud za vse zaposlene, ki so starejši od 60 let, in posebne spodbude za tiste, ki ostajajo v zaposlitvi, pa so že izpolnili pogoje za upokojitev. Olajšav bodo deležni tudi samostojni podjetniki, ki prvič pričenjajo z opravljanjem dejavnosti. V prvem letu po njihovem začetku in registraciji jim ne bo treba plačati polovice prispevkov, v drugem letu pa se jim bodo prispevki zmanjšali za tretjino. Vsem že obstoječim samostojnim podjetnikom, ki so danes aktivni, pa se bo ugotovljeni dobiček, ki je podlaga za določitev zavarovalne osnove, znižal kar za četrtino. Pomembne novosti so tudi na področju poklicnih pokojnin. Sedanji sistem, kot vemo, ni deloval, je nedorečen. Seznam delovnih mest, za katere je poklicno zavarovanje obvezno, je povsem zastarel. Prispevne stopnje so prenizke, da bi zagotavljale dovolj sredstev za izplačilo teh pokojnin. Z novim zakonom je predvidena kompletna revizija vseh delovnih mest in določitev novih pravil za naprej, vendar se hkrati rešuje tudi položaj tistih zavarovancev, ki so že vključeni v poklicno zavarovanje in ki na svojih računih nimajo dovolj sredstev. O delu, ki se nanaša na prostovoljno dodatno zavarovanje, nismo prav veliko razpravljali, vendar tudi na tem področju prihaja do zelo pomembnih novosti. Ena izmed njih in najpomembnejša je, da bo mogoča bolj pestra naložbena politika. To pomeni, da bo zavarovanec lahko sam vplival na to, ali se njegova sredstva nalagajo v bolj rizične naložbe, ki lahko prinesejo višje donose in s tem višje pokojnine, ali pa se bo odločil za bolj konzervativno naložbeno politiko. Za večino rešitev, ki jih prinaša ta zakon, veljajo ugodna prehodna obdobja, s katerimi bo olajšan prehod tistim, ki so danes tik pred upokojitvijo. Zato je ena izmed najpomembnejših določb zakona varstvo pričakovanih pravic. To pomeni, da se bodo vsi, ki že izpolnjujejo pogoje za upokojitev vključno z dodano dobo, lahko kadarkoli upokojili pod pogoji, ki veljajo danes. Še posebnega varstva so bile deležne najbolj občutljive skupine ljudi v naši družbi, to so brezposelni in delovni invalidi. Ti se bodo lahko še v obdobju naslednjih treh ali petih let upokojevali po predpisih, ki veljajo danes. Kljub vsem napredkom, kljub vsem dobrim rešitvam pa za pokojninski sistem izzivov tudi v prihodnje ne bo zmanjkalo. V Poslanski skupini SDS ocenjujemo, da bomo s tem zakonom dosegli dva ključna cilja pokojninske reforme: zagotovili bomo finančno stabilnost pokojninske blagajne in s tem širšo javno finančno stabilnost ter, kar je zelo pomembno, zaustavili nadaljnje padanje pokojnin. Zato bomo v poslanski skupini zakon podprli.;M_Positive;M_Positive;Support, but some negative stuff also. ;;;;Positive;Positive;FALSE;M_Positive
ParlaMint-SI_2009-09-23-SDZ5-Redna-09.u224;Hvala lepa. Obrazložitev glasu v lastnem imenu, Anton Anderlič. Prosim.;P_Neutral;P_Neutral;Procedural;;;;Neutral;Neutral;TRUE;P_Neutral
ParlaMint-SI_2009-03-30-SDZ5-Redna-04.u235;Hvala za besedo. Hvala tudi za odgovor, sem zadovoljen. Odgovor gospoda ministra za kmetijstvo pa pričakujem na eni izmed naslednjih sej. Hvala lepa.;Positive;P_Neutral;;;;;Positive;Neutral;FALSE;P_Neutral
ParlaMint-SI_2005-12-15-SDZ4-Redna-12.u344;Spoštovane poslanke in spoštovani poslanci! Nadaljujemo sejo in z 1.a točko. Glede na to, da sta oba dokumenta zelo povezana in je prišlo do nekaterih zapletov v času glasovanja in je pričakovati možnost, da bo potrebno usklajevanje obeh dokumentov, obeh aktov, ne bom sedaj nadaljeval s končnim glasovanjem o odloku v celoti, ampak bomo prešli na 1.b točko. Se pravi, 1.a točko bomo prekinili, prešli na 1.b točko, opravili razpravo in glasovanje o odprtih amandmajih, kajti takrat bomo videli obseg neusklajenosti, če slučajno bo. Nato bomo prešli na glasovanje o 1.a točki in nato o 1.b točki. Ko bomo prešli na 1.b točko, vas opozarjam, da imate sicer pregled amandmajev z dne 15.12.2005, vendar so vsi amandmaji brezpredmetni, razen treh amandmajev. Brezpredmetni so zaradi tega, ker so bile te vsebine sprejete v odloku oziroma zavrnjene v odloku. Odprti amandmaji, o katerih bomo glasovali, so amandma k 12. točki, amandma k 13. točki in amandma k 17. točki. Toliko za obrazložitev. Sedaj je kar vrsta proceduralnih vprašanj, najprej gospa Zalokar. A, vi ste bili prvi? Oprostite, gospa Zalokarjeva. Izvolite.;P_Neutral;P_Neutral;Procedural;;;;Neutral;Neutral;TRUE;P_Neutral
ParlaMint-SI_2002-05-30-SDZ3-Redna-16.u283;"Na podlagi popoldanske razprave in argumentacij in nemožnost, da bi v argumentirani razpravi kolegice in kolege prepričal, da je v nekaterih primerih državni zbor ravnal v nasprotju z realnimi dejstvi, dejstvi iz elaboratov, v nekaterih primerih v nasprotju z odločbo ustavnega sodišča in to smo argumentirali v razpravi in na te naše nastope ni bilo argumentiranih odgovorov, ne moremo podpreti tega sklepa. Glasovali bomo ""proti"".";Negative;Negative;Non support;;;;Negative;Negative;FALSE;Negative
ParlaMint-SI_2020-05-27-SDZ8-Redna-17.u33;Besedo ima Poslanska skupina Nova Slovenija – krščanski demokrati, kolegica Iva Dimic.;P_Neutral;P_Neutral;Procedural;;;;Neutral;Neutral;TRUE;P_Neutral
ParlaMint-SI_2012-07-09-SDZ6-Redna-05.u96;Besedo ima minister Gorenak.;P_Neutral;P_Neutral;Procedural;;;;Neutral;Neutral;TRUE;P_Neutral
ParlaMint-SI_2007-03-26-SDZ4-Redna-26.u9;Hvala. Besedo ima gospod Žnidaršič v imenu poslanske skupine DeSUS.;P_Neutral;P_Neutral;Procedural;;;;Neutral;Neutral;TRUE;P_Neutral
ParlaMint-SI_2002-04-24-SDZ3-Redna-15.u219;Hvala za besedo. Me je minister prehitel, še preden sem obrazložil amandma, moram pa reči, da sem že v naprej vedel seveda, da bo vlada temu amandmaju nasprotovala. Sicer pa je mogoče prav, da ob tej priložnosti o tem problemu v državnem zboru spregovorimo. Kajti, problem je velik in pa obstaja. Minister je v uvodu današnje predstavitve tega zakona povedal, da sprejemamo nov sistemski zakon za področje poštnih storitev v Republiki Sloveniji in da ga prilagajamo direktivam, smernicam [[...]];Negative;Negative;;;1.0;;Negative;Negative;FALSE;Negative
