id,text,timestamp_tamara,flagged_tamara,comment_tamara,tag_tamara,timestamp_katja,flagged_katja,comment_katja,tag_katja,rev_tamara,rev_katja,final_tag,disagreement6
638,"Dopoldan dol, tam opravljajo neko delo za 5 ali 10 evrov nekaj ur in domov vozijo odpad iz velike lepe Evrope.",2023-04-06 15:06:05,,"Probably sarcasm, could also be negative but there is no strong word of negativity or explicit opinion. Implied maybe. So for now neutral.",N_Neutral,2023-04-06 15:19:28,,Sarcasm.,Negative,I agree with negative. I stated in my original comment that this could easily be negative and the last part could be sarcastic. ,"I would stick to my original label, Negative; as the underlying sentiment still seems very negative and sarcastic (at least to me)",Negative (S),1
639,"Ni zaman poudariti, da so namere vladajoče koalicije vse prej kot plemenitenje premoženja v duhu dobrega gospodarja.",2023-04-06 15:07:38,,A statement. Opinion isn't really clear and may be of someone else.,N_Neutral,2023-04-06 15:21:31,1.0,"Accusatiry, but could also be n_neutral.",Negative,I agree with Katja. ,"I think that while I agree with Tamara that the sentence is not really explicit opinion, I think it is still heavily implied, especially when the wording is considered. But could, as stated in my original comment could be N_Neutral. To be discussed.",Negative,1
640,"Vlada k temu opozarja naslednje, zagotoviti je treba druge pravne podlage, da se bodo lahko ti dobri nameni uresničili.",2023-04-06 15:09:13,,I guess just stating or warning about something that could offer positive consequences.,P_Neutral,2023-04-06 15:27:43,,"First part negstive, second positive, but the first part prevailes",M_Negative,,"I agree with Tamara, would change to P_Neutral",P_Neutral,1
641,Pogovor je bil najprej v decembru leta 2008 ob robu našega odločanja o nekaterih pomembnih odločitvah glede Hrvaške.,2023-04-06 15:09:55,,"Could also be N_Neutral,but very vague and lacks context.",P_Neutral,2023-04-06 15:30:02,,"Statement, nothing inherently negative",P_Neutral,,,P_Neutral,0
642,"Predvidevanja ali ne, s tem, kar je predsednik Vlade danes povedal, nisem seznanjena in težko komentiram.",2023-04-06 15:12:05,,Nothing inherently negative. No opinion as stated.,P_Neutral,2023-04-06 15:32:03,,"Statement, does not include anything really negative",P_Neutral,,,P_Neutral,0
643,"Kot rečeno, predviden postopek odobritve Evropske komisije je skladen oziroma ne posega v delitev pristojnosti med Evropsko unijo in državami članicami.",2023-04-06 15:12:36,,Nothing inherently negative. Just statement.,P_Neutral,2023-04-06 15:35:47,,,P_Neutral,,,P_Neutral,0
644,"Vsaka enota dediščine, ki je poškodovan ali uničena, je žal izgubljena, zato je treba kulturno dediščino vključiti v aktivno vsakodnevno življenje.",2023-04-06 15:16:44,,"First part negative, second positive and the latter trumps the first.",M_Positive,2023-04-06 15:37:29,,,M_Positive,,,M_Positive,0
645,"Za vsako ceno je treba za to nevzdržno stanje, ki smo mu priča v tem mandatu, v mandatu te vlade poiskati nekega krivca.",2023-04-06 15:17:13,,"Very urgent, accusatory. Opinion implied.",Negative,2023-04-06 15:38:04,,,Negative,,,Negative,0
646,In 11. september je priročen izgovor tudi za našo vlado.,2023-04-06 15:18:14,,"More or less a statement, neutral but negative sentiment.",N_Neutral,2023-04-06 15:38:54,,"Implied opinion,negative connotation.",N_Neutral,,,N_Neutral,0
647,"Slovensko gospodarstvo žal ni v zadostni meri konkurenčno, produktivnost je še vedno v mnogih primerih zelo skromna.",2023-04-06 15:18:32,,A realistic negative statement.,N_Neutral,2023-04-06 15:39:57,,"Statement, weak negative topic.",N_Neutral,,,N_Neutral,0
648,"Pa bom najprej odgovoril na nekaj, pa nisem tega razumel kot očitek, spoštovani predlagatelji, da v beli knjigi je predvidena ureditev tega dvojnega statusa.",2023-04-06 15:20:03,1.0,"First and last part rather neutral positive, middle part negativem Positive i guess trump.",M_Positive,2023-04-06 15:44:09,1.0,"While it could also be M, I think the statement is a bit neutral with positive connotations",P_Neutral,,"I am between labels here: Would be in favor of P_Neural, but I can see how it can be M_Positive; to be discussed",P_Neutral,1
649,Krite obveznice tudi v svetu zelo pridobivajo na pomenu.,2023-04-06 15:23:00,,Just a positive statement.,P_Neutral,2023-04-06 15:44:54,,,P_Neutral,,,P_Neutral,0
650,"Zato je moj proceduralni predlog, da pozivam vse predsedujoče, da se začne upoštevati poslovnik, in pozivam vse poslanke in poslance, da se začnejo vesti kot odrasli ljudje.",2023-04-06 15:26:56,,Negative but no opinion.,N_Neutral,2023-04-06 15:46:26,,"Could also be M, but the first part is more neutral than positive, so neutral.",N_Neutral,,,N_Neutral,0
651,"Potrebno je videti, koliko amandmajev sploh sprejmemo, da lahko gremo v tretjo obravnavo.",2023-04-06 15:27:41,,Just a statement.,P_Neutral,2023-04-06 20:47:13,,"Statement, nothing inherently neg.",P_Neutral,,,P_Neutral,0
652,Kajti na eni tisti oznaki se zasluži 8 evrov ali pa 7 evrov.,2023-04-06 15:29:19,,"Nothing inherently Negative, could also be N_Neutral.",P_Neutral,2023-04-06 20:48:20,,,P_Neutral,,,P_Neutral,0
653,"In danes smo pred problemov, ki ima seveda velik vozel in ga bo treba na nek način razvozlati.",2023-04-06 15:30:08,,A statement with negative sentiment. No opinion.,N_Neutral,2023-04-06 20:49:28,,"Statement, negative connotation",N_Neutral,,,N_Neutral,0
654,"Po nadvozih hodijo vsakodnevno otroci v šolo in krajani na sprehode, po H1 pa motoristi, kolesarji.",2023-04-06 15:33:24,,"Just a statement, nothing inherently negative. But with context could be N_neutral.",P_Neutral,2023-04-06 20:50:32,,"Very neutral statement, nothing inherently negative",P_Neutral,,,P_Neutral,0
655,Kamen spotike ali v katerem grmu leži zajec je lovišče s posebnim namenom Prodi-Razor.,2023-04-06 15:37:12,,No idea what this means. But seems negative.,N_Neutral,2023-04-06 20:52:01,,"Not sure what the topic is, but negative connotation",N_Neutral,,,N_Neutral,0
656,"Ko smo že pri opravičevanju, gospod minister, nekega dne se boste morali vi opravičiti vsem državljankam in državljanom Republike Slovenije za vsa vaša početja.",2023-04-06 15:37:57,,Heavily implied opinion. Very negative.,Negative,2023-04-06 20:52:17,,,Negative,,,Negative,0
657,"Da še tukaj ne povem, pa bomo, bom tudi jaz prihranil še kakšno zadevo za nadaljevanje.",2023-04-06 15:39:18,,Nothing told but has negative sentiment.,N_Neutral,2023-04-06 20:53:42,,"Makes 0 sense, negative connotation on a very meaningless sentence",N_Neutral,,,N_Neutral,0
658,"Čeprav so bila njegova knjižna dela od leta 1596 katoličanom prepovedana , se je slovenski knjižni jezik razvijal dalje.",2023-04-06 15:40:05,,"First part negative,second positive which wins by far.",M_Positive,2023-04-06 20:54:38,,"First part negative, second positive.",M_Positive,,,M_Positive,0
659,"Kot muslimanska država ima podporo islamskih držav, tako da tekma nikakor ni enostavna oziroma ni tekma –, ampak kandidatura ni enostavna.",2023-04-06 15:40:22,,Just a statement.,N_Neutral,2023-04-06 20:56:26,,Summary of slighty negative facts.,N_Neutral,,,N_Neutral,0
660,Čas vloženega referenduma oziroma pobude za referendum glede holdinga.,2023-04-06 15:40:48,,"No substance, nothing inherently negative.",P_Neutral,2023-04-06 20:56:47,,,P_Neutral,,,P_Neutral,0
661,Strategija nosi tudi podnaslov Partnerstvo za trajnostni razvoj slovenskega turizma.,2023-04-06 15:41:44,,Just a statement.,P_Neutral,2023-04-06 20:57:50,,,P_Neutral,,,P_Neutral,0
662,"Ta se mi zdi res malo cvetoča, ker kolikor vem, je varuhu potekel mandat, pa še vlekel ga malce.",2023-04-06 15:42:30,,Clear negative opinion.,Negative,2023-04-06 20:58:25,,Sarcasm,Negative,,,Negative,0
663,"In opozoril je tudi v zvezi s stroški, ki nastajajo s pritožbo na sodiščih.",2023-04-06 15:42:50,,Negative statement about someone elses actions.,N_Neutral,2023-04-06 20:58:53,,,N_Neutral,,,N_Neutral,0
664,Tudi z vidika že danes kot kletvice izrečene etike in morale.,2023-04-06 15:43:23,,Negative statement. Could be negative.,N_Neutral,2023-04-06 21:01:04,1.0,"Could be either negative neutral or fully negative. As the words kletvice is involved, i would say it is really not neutral.",Negative,,"I would change my label to N_Neutral, as it is still just a negative statement. ",N_Neutral,1
665,"Skratka, vsa podjetniška viteška drža je v tej državi izginila.",2023-04-06 15:44:07,,Negative weak statement.,N_Neutral,2023-04-06 21:02:31,,,N_Neutral,,,N_Neutral,0
666,Vključitev prebivalcev kot ogrožene skupine v okolici proizvodnih objektov in priznavanje mezotelioma kot okoljske bolezni torej ne bi imelo in nima bistvenih finančnih posledic za državni proračun.,2023-04-06 15:45:04,,Denial of something bad.,P_Neutral,2023-04-06 21:03:57,,Statement that the speaker sees would not have neg. Impact,P_Neutral,,,P_Neutral,0
667,Vse manjša udeležba na volitvah kaže na odtujenost voljenih predstavnikov in predlagani zakon tega zaskrbljujočega trenda zaradi prevelikih volilnih enot v ničemer ne odpravlja.,2023-04-06 22:10:32,,"A statement, no actual opinion, but negative sentiment.",N_Neutral,2023-04-06 21:06:54,1.0,"Statemen, the tone is negative, albeit a bit weak. But word selection reveals the speakers position as negative. But could also be n_neutral.",Negative,,"I agree with Tamara, would change to N_Neutral",N_Neutral,1
668,Cilj veljavnega zakona naj bi bil zaščita najboljših kmetijskih zemljišč.,2023-04-06 22:10:45,,Positive neutral statement.,P_Neutral,2023-04-06 21:07:09,,,P_Neutral,,,P_Neutral,0
669,"Lahko so to samo oče, mati, sin, hčerka; lahko je mož, žena, lahko so to bratranci, lahko so babice, dedki in tako naprej.",2023-04-06 22:11:19,,Just naming something. Without context hard to determine. Nothing inherently negative.,P_Neutral,2023-04-06 21:07:42,,Too little context,P_Neutral,,,P_Neutral,0
670,"Se pravi, za vsa dela ni nujno, da se izvajajo v času zapor.",2023-04-06 22:12:22,1.0,"This one is very confusing, short and lacks something. Because of the words ''zapor'' and just general gut feel I think this may be more on the negative side.",N_Neutral,2023-04-06 21:09:29,1.0,"Too little context, could also deviate into negative connotation. Very neutral",P_Neutral,,"I agree that the topic of the statement does imply negative connotation, so I would change to N_Neutral",N_Neutral,1
671,"Po osamosvojitvi pa je bilo treba v eno evidenco zavesti državljane Slovenije in vse tiste, ki so si državljanstvo uredili, vse ostale pa v evidenco tujcev.",2023-04-06 22:12:55,,"Just a general statement, nothing inherently negative.",P_Neutral,2023-04-06 21:43:07,,Statement but with negative connotation.,N_Neutral,,"I agree with Tamara, changing to P_Neutral",P_Neutral,1
672,Posledično si bomo seveda zelo hitro lahko tudi izboljšali samo demografsko sliko na tem območju.,2023-04-06 22:13:24,,"A general positive statement, no opinion and not really strong enough to be deemed just positive.",P_Neutral,2023-04-06 21:43:18,,,P_Neutral,,,P_Neutral,0
673,"In s takimi pravniki bomo mi sedli za mizo in se pogovarjali z mojstri mednarodnega prava, ki so na Hrvaškem.",2023-04-06 22:14:27,,"I think this is something sarcastic. It isn't strong enough to be just negative, but I have a feeling this is a shady sentence. Could also be P_Neutral in some context.",N_Neutral,2023-04-06 21:45:51,0.0,Sarcasm?,Negative,I agree with Katja. This is certainly sarcastic and not positive at all. ,"While I agree that the sentence could also be percieved as N_Neutral, I believe that the comment made was sarcastic and also implies heavily the opinion of the speaker. To be discussed",Negative (S),1
674,Torej kakršnakoli uporaba teh državnih pomoči za plače neinvalidov je nezakonita in sankcionirana.,2023-04-06 22:15:00,,To me this sentence is quite strong in its sentiment and therefor negative.,Negative,2023-04-06 21:46:36,,"Factual statement, of negative connotation",N_Neutral,,"I agree with Tamara, the sentiment is too negative to be considered neutral. Will change to Negative",Negative,1
675,"Spoštovani gospod doktor Cukjati, v prejšnjem mandatu ste mi enkrat rekli v eni diskusiji, da pametnejši odneha.",2023-04-06 22:15:54,,Again this seems sarcastic and condescending but isn't stong enough to just strictly be negative. Also could be P_Neutral.,N_Neutral,2023-04-06 21:46:58,,Sarcasm.,Negative,Again I agree. Especially the last part is sarcastic. ,To me it sounds too sarcastic and charged to be considered neutral. To be discussed,Negative (S),1
676,"Je pa res, da je vroč tisti stol, na katerem sedite, in vsak, preden se usede na vroči stol, mora vedeti, da mora prenašati vročino.",2023-04-06 22:16:15,,Implied strong negative opinion.,Negative,2023-04-06 21:47:18,,,N_Neutral,,"While it is negative, I still think it is a bit neutral... To be further discussed",Negative,1
677,"Poleg tega, da je ta človek še delovni invalid.",2023-04-06 22:16:35,,"No opinion, but the sentiment seems negative.",N_Neutral,2023-04-06 21:48:13,,"No direct speaker opinion, statement.",N_Neutral,,,N_Neutral,0
678,"In delavci nimajo pravice, da meni kupijo jahto.",2023-04-06 22:17:14,1.0,"Doesn't really make sense, no real opinion or strong enough to be just negative, but seems like the sentiment is negative.",N_Neutral,2023-04-06 21:49:43,,"Political statement, sounds so sarcastic...",Negative,,I agree with Tamara that the sentiment is too weak to be fully negative; will change to N_Neutral,N_Neutral,1
679,"Edino, kar ima skupnega, je to, se strinjam, kolega Lisec, da gre pa iz istega proračuna, ja.",2023-04-06 22:17:58,,"Opinion expresses ''se strinjam'', although weak, as it is agreement this seems positive.",Positive,2023-04-06 21:51:37,,,P_Neutral,,"Hmm...Yes it expresses direct agreement with positive sentiment, but it is soo weak..But I agree and would change to Positive",Positive,1
680,"Danes sem gospoda Koprivca poslušal moram reči, da mi je šlo na bruhanje, kaj vse je govoril, kakšni napadi, kakšen izliv jeze.",2023-04-06 22:18:18,,Very strongly expressed negative opinion.,Negative,2023-04-06 21:52:54,,,Negative,,,Negative,0
681,"Predlog zakona seveda ni idealen, je pa najboljši v danih možnostih, zato ga bomo soglasno podprli.",2023-04-06 22:18:34,,Expressed opinion and support.,Positive,2023-04-06 21:53:29,,,M_Positive,I agree with Katja. As the suggstuin is not ideal this part is negative. ,I still think the first part is negative a bit and would stick with M label,M_Positive,1
682,"Verjetno bi nekdo rad, da še miss pa mister Slovenije, pa katera popevka bo šla na evrovizijo izbiramo v Državnem zboru.",2023-04-06 22:18:59,1.0,"Weird sentence, but nothing inherently negative.",P_Neutral,2023-04-06 21:53:56,,Sarcasm,Negative,Hah. How I didn't see it. I absolutely agree with Katja. ,I think it is very sarcastic and would consider it Negative,Negative (S),1
683,"To so vse ugibanja, ki jih mediji poprimejo, raznesejo in ne nazadnje potem človek ostane umazan in si ne more niti imena oprati.",2023-04-06 22:19:25,,Very strong and negative sentiment. No opinion though.,Negative,2023-04-06 21:54:44,,"Heavily implied personal opinion, negative.",Negative,,,Negative,0
684,"Celo obsojeni večkratni morilec ima pravico, da najprej vidi sodbo, si prebere, česa je obsojen, in nato odgovarja na sporočila medijev, ko sodišče posreduje sodbo.",2023-04-06 22:19:51,,"This seems accusatory, but just a statement.",N_Neutral,2023-04-06 21:55:48,,"Defensive, negative connotation.",N_Neutral,,,N_Neutral,0
685,Janez Janša je pač tiran in je diktator in to smo nekateri vedeli že od nekdaj.,2023-04-06 22:20:02,,"Strong, negative words.",Negative,2023-04-06 21:55:59,,,Negative,,,Negative,0
686,"Sedaj ugotavljamo, da so uresničene vse naše bojazni, izrečene ob sprejemanju tega zakona.",2023-04-06 22:20:21,,Expressed negative opinion.,Negative,2023-04-06 21:56:45,,"Party opinion, not really neutral.",Negative,,,Negative,0
687,"Presenetljivo je, da ravno iz te znanstvenoraziskovalne sfere prihajajo opozorila, da so nekateri raziskovalni programi že ukinjeni.",2023-04-06 22:20:44,,"Negative statement, no real opinion.",N_Neutral,2023-04-06 21:57:01,,,N_Neutral,,,N_Neutral,0
688,"Vladno stališče do mnenja Državnega sveta je bilo že opredeljeno in tudi poslano, zato mi dovolite, da opozorim samo na nekaj, po našem mišljenju bistvenih vprašanj.",2023-04-06 22:21:21,,"Nothing inherently negative, no real opinion, just asking to be allowed to speak.",P_Neutral,2023-04-06 21:57:29,,Procedural,P_Neutral,,,P_Neutral,0
689,Kulturo smo imeli v največjih časih naše zgodovine izjemno organizirano.,2023-04-06 22:21:41,,Seems like a positive opinion of something.,Positive,2023-04-06 21:59:21,,"Statement, positive connotation",P_Neutral,,"It does imply very positive opinion, so would change to Positive",Positive,1
690,"Po njenem koncu se levica in desnica razkrojita kot politična pojma, ker revolucija in restavracija prenehata obstajati kot zaokrožena in nasprotujoča si svetovna nazora.",2023-04-06 22:21:58,,Statement with negative sentiment.,N_Neutral,2023-04-06 22:01:03,,"Very neutral, factual statement, nothing inherently negative.",P_Neutral,,It does have a bit of a negative connotation but still very neutral. Change to N_Neutral,N_Neutral,1
691,"Bil je pa še en vmesni cilj, ki ga ravno danes dosegamo v teh klopeh, in ta je, da smo dejansko želeli opozoriti na nevzdržnost sedanjega sistema.",2023-04-06 22:22:26,,Negative opinion expressed.,Negative,2023-04-06 22:02:14,,,Negative,,,Negative,0
692,"Še enkrat poudarjam, da v naši poslanski skupini ne nasprotujemo gradnji drugega tira.",2023-04-06 22:22:55,,Opinion expressed. They are not doing something bad.,Positive,2023-04-06 22:03:32,1.0,Speakers opinion present but not so heavily expressed to be fully positive.,P_Neutral,"I actually agree. Although it seems like the opinion is expressed, there is actually no substance there.","While I agree that they are not against something, I still think it is not strong enough to be Positive. To be discussed",P_Neutral,1
693,"Jeza je tisto, kar jim da monstruozno moč, da režejo ljudem vratove.",2023-04-06 22:23:09,,Very stong negative words.,Negative,2023-04-06 22:03:46,,,Negative,,,Negative,0
694,"Jaz verjamem, da je rezultat interpelacije bil kar kisel, ampak predvsem za tiste, ki so podprli interpelacijo.",2023-04-06 22:23:36,,Negative opinion about some who voted differently.,Negative,2023-04-06 22:04:16,,,Negative,,,Negative,0
695,"Človeška življenja so neprecenljiva, so nepovratna in vse je potrebno podrediti temu, da naredimo maksimalno, kar je mogoče za to, da jih ne ogrožamo.",2023-04-06 22:24:29,,"First part positive, second negative. I think its positive in general.",M_Positive,2023-04-06 22:04:47,,Statement of very very positive topic.,Positive,Agreed.,"I do not see the negative part here, would stick to Positive. ",Positive,1
696,"To eno tretjino smo že naredili približno z novim DDV, v predalu je tudi že davek za prejemke in sedaj dodajamo ta nepremičninski davek.",2023-04-06 22:25:01,,"Could be wrong, but this is just a neutral statement with nothing inherently negative.",P_Neutral,2023-04-06 22:05:46,,Very very neutral statement.,P_Neutral,,,P_Neutral,0
697,"Popolnoma v maniri, saj kaj drugega tudi ni za pričakovati.",2023-04-06 22:25:30,,As is there is nothing inherently negative. Could be N_Neutral though.,P_Neutral,2023-04-06 22:06:34,,Could also be negative(S) but the tone is not strong enough,N_Neutral,,I still think that it is meant to be negative in connotation. To be discussed,Negative (S),1
698,"Nacionalni interes, ki pomeni odprtost v evropski in v svetovni prostor.",2023-04-06 22:25:43,,Nothing inherently negative.,P_Neutral,2023-04-06 22:07:38,,,P_Neutral,,,P_Neutral,0
699,"To vemo, če pazimo majhnega otroka, lahko ga še tako pazimo, pa poleg nas se bo nekje lahko prevrnil in poškodoval, ker je nemogoče vse predvideti.",2023-04-06 22:26:15,,"Although opinion is implied, this in my view is just a general statement of facts.",N_Neutral,2023-04-06 22:08:55,,Statement with negative connotation,N_Neutral,,,N_Neutral,0
700,"Zaenkrat, po zadnjih podatkih, ki nam jih je Evropska komisija še posredovala, je za Slovenijo stanje pravzaprav takšno, kot je.",2023-04-06 22:26:46,,"Might be P_Neutral, but I feel in my gut that this is negative.",N_Neutral,2023-04-06 22:09:36,,"Implied that the state is not really that good, so neutral but with negative connotation.",N_Neutral,,,N_Neutral,0
701,"Nam javnost pravi: Vzemite tistim, ki so vzeli nam preko bančne luknje.",2023-04-06 22:26:58,,Opinion of someone else.,N_Neutral,2023-04-06 22:10:47,,Though the opinion is of others it shows clear negative tone.,Negative,,"Agree with Tamara, N_Neutral",N_Neutral,1
702,Mi imamo dobre odvetnike in slabe sodnike in tožilce.,2023-04-06 22:27:39,,"First part positive, second negative but since the second have 2 groups of people I chose negative.",M_Negative,2023-04-06 22:12:13,1.0,,M_Negative,,,M_Negative,0
703,"Nadaljeval bi tam, kjer je gospod Magajna končal.",2023-04-06 22:27:51,,Nothing inherently negative.,P_Neutral,2023-04-06 22:12:33,,,P_Neutral,,,P_Neutral,0
704,Zakon uvaja državno podjetje v obliki d.o.o.-ja za katerega pa se je v preteklosti že izkazalo da gre za idealno obliko ugrabljanja države.,2023-04-07 13:16:51,1.0,Very strong words. Could be N_Neutral.,Negative,2023-04-06 22:13:20,,Statement but with clear negative ideological placement,Negative,,,Negative,0
705,"Takratna slovenska vlada ni mogla upravičeno pričakovati, da bodo tudi druge republike prevzele teritorialno načelo.",2023-04-07 13:17:22,,Something expected that didn't happen and the speaker might not approve.,N_Neutral,2023-04-06 22:13:42,,,N_Neutral,,,N_Neutral,0
706,"Ocenjuje se, da so bolnišnične okužbe tudi zaradi nekritične uporabe antibiotikov v Evropi vsako leto odgovorne za 175 tisoč smrti.",2023-04-07 13:17:37,,"Very negative, accusatory.",Negative,2023-04-06 22:14:13,,Factual statement on negative topic.,N_Neutral,Statement. ,"While critical of the usage, it is in my opinion stil a statement with statistical information on negative topic. To be discussed",N_Neutral,1
707,"To je bil Adam Smith, začetnik in branilec take vrte družbe, ki jo želimo ustvariti.",2023-04-07 13:18:08,,Strong positive words. Affirmation.,Positive,2023-04-07 13:16:34,,Positive sentence with implied opinion.,Positive,,,Positive,0
708,"Uporabila bom eno prispodobo v svojem govoru in mogoče se vam bo zdela pretirana, zame pa ni.",2023-04-07 13:20:26,,This seems negative to me although the speaker might think positively of the thing she intends to speak about.,N_Neutral,2023-04-07 13:20:23,,"Statement, that reveals position of the speaker, but does not carry explicit sentiment, but has negative connotation.",N_Neutral,,,N_Neutral,0
709,"Po lanskoletnem napadu na ameriški rušilec in letošnjem napadu na Pentagon pa se pojavlja tudi vprašanje ustreznosti ameriške definicije, ki terorizem omejuje samo na civilne cilje.",2023-04-07 13:21:40,,"Very strong, negative words use. Intention also strongly implied, although no opinion expressed.",Negative,2023-04-07 13:21:59,,"Statement, describing negative facts.",N_Neutral,Attack. To me this is very negative. Lets discuss. ,"Partially agree with Tamara, to be discussed further.",Negative,1
710,S tem se v celoti strinjam in odlok podpiram.,2023-04-07 13:22:13,,Positive affirmation and agreement.,Positive,2023-04-07 13:22:18,,Explicit positive opinion,Positive,,,Positive,0
711,"Vendar želimo poudariti, da ko smo sprejemali ta zakon v prejšnjem mandatu, smo si od tega zakona veliko obetali.",2023-04-07 13:23:47,,"Opinion implied, negative sentiment as something didnt happen.",N_Neutral,2023-04-07 13:24:00,,"Statement, that expressed positive hopes, that did not turn out to be negativr, but very statement like.",N_Neutral,,,N_Neutral,0
712,Lahko se odloči za učinkovit in nespektakularen način ali pa se odloči za spektakularen in neučinkovit način.,2023-04-07 13:26:12,1.0,"First part positive, second part negative, but the intention seems negative.",M_Negative,2023-04-07 13:26:08,,"First part positive, second negative with overall tone of the sentence leaning more toward negative.",M_Negative,,,M_Negative,0
713,"Žal se je moj čas iztekel, lahko bi pa marsikaj še povedala.",2023-04-07 13:26:37,,Statement.,N_Neutral,2023-04-07 13:26:53,,"Statement, negative connotation.",N_Neutral,,,N_Neutral,0
714,"Če bi jaz ven vlekel neka svoja poslanska vprašanja, ki sem jih postavljal v tem mandatu, pa sem jih čez 900, bi tu nastal prevelik teater.",2023-04-07 13:27:07,,"Sarcasm, strong opinion.",Negative,2023-04-07 13:27:50,,Sarcasm.,Negative,,,Negative,0
715,"Verjamem pa, da vam ni všeč, to pa razumem, ampak to je pač demokracija.",2023-04-07 13:28:30,,,N_Neutral,2023-04-07 13:29:14,,"Statement, very neutral expressing opinion of others, but negative connotation.",N_Neutral,,,N_Neutral,0
716,"Konec koncev pa gre za velik denar, ki se nekontrolirano porablja, troši.",2023-04-07 13:28:49,,,Negative,2023-04-07 13:29:52,,"Very heavily implied opinion, and very negative criticism.",Negative,,,Negative,0
717,S tega vidika in z vidika spoštovanja zakonskih podlag je tukaj pojasnilo.,2023-04-07 13:29:14,,"Statement, nothing inherently negative.",P_Neutral,2023-04-07 13:30:48,,"Very procedural, nothing inherently negative.",P_Neutral,,,P_Neutral,0
718,Oba starša lahko sporazumno prenašata svoj del starševskega dopusta na partnerja.,2023-04-07 13:29:42,,"Statement, with positive consequences. No opinion.",P_Neutral,2023-04-07 13:32:21,,Factual statement with positive topic,P_Neutral,,,P_Neutral,0
719,"Kolega Petek, ne eno, ne drugo, ne bojte se, to bo poštena politična borba [[....]] [[Nemir v dvorani.",2023-04-07 13:30:47,1.0,"Transcription error. Negative sentiment, opinion heavily implied.",Negative,2023-04-07 13:33:34,,"Missing context, transcription error, but negative overall tone.",N_Neutral,,"I agree with Tamara, change to Negative",Negative,1
720,"Taki čudeži se dogajajo lahko samo, če to reče svetost Pavel.",2023-04-07 13:32:02,,Sarcasm.,Negative,2023-04-07 13:33:48,,Sarcasm.,Negative,,,Negative,0
721,"Ker je večina članov politično zelo zanesljiva, v vseh treh členih triumvirata je večina preverjenih kadrov, ki skrbi za to, da umazanije ne pridejo na dan.",2023-04-07 13:32:32,,"Very negative sentiment,sarcastic phrases and words. Intention sort of clear.",Negative,2023-04-07 13:35:20,,"Criticism and accusatory, could be just a statement, but it does seem like political statement.",Negative,,,Negative,0
722,"Jutri, pojutrišnjem, če se zgodi resna tragedija na železnici, pripnite si to odgovornost na svoja prsa, prosim.",2023-04-07 13:32:51,,"Very very negative. Clear intention,accusatory.",Negative,2023-04-07 13:35:50,,Extremley negative and accusatory.,Negative,,,Negative,0
723,"Zato je prav, da bi četrto leto gospodarske rasti nehali veljati krizni ali protikrizni ukrepi.",2023-04-07 13:33:37,,"Statement, ask for something positive. Nothing inherently negative.",P_Neutral,2023-04-07 13:37:04,1.0,Agreement but weak positive statement.,P_Neutral,,,P_Neutral,0
724,"Torej kot sem dejal, pa izdaja gradbenega dovoljenja poteka za celoten odsek po integralnem postopku.",2023-04-07 13:34:04,,Just a statement by someone. Nothing negative.,P_Neutral,2023-04-07 13:39:41,,"Statement, nothing inherently negative.",P_Neutral,,,P_Neutral,0
725,"Zagotovili bomo dodaten državni denar za zdravstvo in na ta način aktivirali vse razpoložljive kapacitete, da nihče od nas ne bo več čakal nedopustno dolgo na zdravniški pregled ali poseg.",2023-04-07 13:34:51,,"First part positive, second negative. Positive sentinent trumps the negative.",M_Positive,2023-04-07 13:44:34,1.0,"Statement with positive promises, but I dont think it is fully positive in this case.",P_Neutral,,I agree with Tamara partially.,M_Positive,1
726,"Nujna in smiselna je tudi zakonska ureditev, ki bo zagotovila povezljivost in združljivost informacijskih sistemov v zdravstvu ter združljivost zdravstvenih podatkov, ki se nahajajo v različnih podatkovnih bazah.",2023-04-07 13:35:23,,"Positve statement, suggestion.",P_Neutral,2023-04-07 13:45:57,,"Implied position of the speaker, of very positive changes that are urgent to adopt.",P_Neutral,,,P_Neutral,0
727,"Ni treba posebej poudarjati, da predsednik protikorupcijske komisije tega poročila ni želel dopolniti.",2023-04-07 13:36:10,,Negative statement. May be also negative if we consider opinion may be implied.,N_Neutral,2023-04-07 13:46:19,,,Negative,Agreed.,I still think that the statement is too charged to be considered neutral. So I would stick to my original label. To be discussed,Negative,1
728,"Rad bi opozoril kolegice in kolege na to dejstvo, ki sicer predstavlja neko nestabilnost ali pa nezadostno trdnost našega bančnega sistema.",2023-04-07 13:36:37,,Negative opinion of something important.,Negative,2023-04-07 13:48:20,,Statement of the negative facts.,N_Neutral,Statement and no opinion. ,"As per my original comment, I dont see this as purely negative, just a factual statement with negative connotation",N_Neutral,1
729,"Ni sodeloval pri teh zadevah, ki se dogajajo v tem mandatu, pri niti eni od teh.",2023-04-07 13:37:25,,Negative statement.,N_Neutral,2023-04-07 13:50:38,,Accusatory and negative.,Negative,Implied opinion at the very least. ,I think it is too accusatory in tone to be neutral,Negative,1
730,"Zato menim, da je prav, da ta amandma podpremo.",2023-04-07 13:37:34,,,Positive,2023-04-07 13:50:53,,Explicit positive opinion.,Positive,,,Positive,0
731,"Mi ne vemo, ali je to fracking, ali ni fracking, ali recimo ta predlog zakona to omogoča, dopušča ali prepoveduje.",2023-04-07 13:39:45,1.0,Confusing and mixed all around.,M_Negative,2023-04-07 13:52:50,1.0,"Very very confusing sentence, I guess that first part positive, second negative.",M_Negative,,,M_Negative,0
