ID,Text,Annotation,Comments,Flag,Chair,Annotation values
ParlaMint-SI_2008-11-11-SDZ5-Izredna-01.u195,"Ali razumem prav, gospod Križanič, saj lahko do konca razprave popravite ali dopolnite amandma. Proceduralno, gospod Kontič.",P_Neutral,,,TRUE,
ParlaMint-SI_2015-03-03-SDZ7-Redna-05.u268,"Podprl bom ta zakon. Predvsem pa potrjujejo te razprave in obrazložitve, ko vidim, kako ene skupine primerjate z drugimi skupinami. Ne boste verjeli, ampak kolegica, ki je pred menoj rekla, da se ne da primerjati gluhih in slepih. 30 let približno nazaj so svetovali zdravniki gluhim, da se naj ne poročajo, ker drugače bodo rojevali gluhe otroke. Genocid, če razumete, o čem govorim. Vaš zamah z roko je pač povedal, da vas bodo generacije prerasle. Moja hčerka je za, upam, da je tudi vaša, ker druga generacija že drugače razmišlja, zato je treba gledati naprej. Ne bi preveč ploskal tam, kjer ni treba, ker sem že enkrat povedal, da bodo imeli še težave, in to zelo velike težave, predvsem s tistimi, ki jim v življenju še ne bodo te pravice priznali, čeprav jo bodo zakonsko imeli. Vzorec in ogledalo slovenskega prostora imamo pa tu v tem parlamentu. Približno takšen procent bo v slovenskem prostoru še vedno nasprotoval. Ampak me veseli, da je večina za in da podpira in verjamem, da čez nekaj časa se bo ta prostor vedno bolj in bolj manjšal in enostavno bo izpuhtelo, postali bomo enakopravni.",M_Negative,"They will support the bill, and at the end there is a positive statement right at the end. I do not know, it is very negative in tone, so it could be Negative.",TRUE,FALSE,
ParlaMint-SI_2013-09-24-SDZ6-Redna-17.u203,"Hvala lepa. Replike ni v tem delu. Bi pa rada vse opozorila, da govorimo o dohodnini in ne o ukrepih vlade Janeza Janše. Nadaljujemo. Proceduralno.",N_Neutral,"Warning, but still procedural",,TRUE,
ParlaMint-SI_2002-06-13-SDZ3-Izredna-20.u93,"Hvala lepa. Torej, kar se tiče amandmaja k 33. členu, gre za to, da v prvem odstavku zahteva, da se pooblaščene investicijske družbe uskladijo z določbami zakona o investicijskih skladih in družbah za upravljanje, in sicer v tistem delu, ki opredeljuje investicijske družbe v dvanajstih mesecih od uveljavitve sprememb in dopolnitev tega zakona. Torej, vsebinsko to pomeni, da sprejetje tega amandmaja bi izključilo možnost preoblikovanja pidov v finančne holdinge. Tako se to razume, ker piše, da se morajo uskladiti z določbami ZiZDu o investicijskih družbah. Sam zakon, ZiSDu, ima dve obliki, investicijsko družbo in pa vzajemni sklad, tako da bi se eksplicitno razumelo, kot da se onemogoča preoblikovanje v holdinge, kar menimo, da je nerealno glede na razloge, ki so bili že prej s strani ministra podani. Drugo, tudi oblikovanje, druga vsebina pa je skrajševanje roka na dvanajst mesecev, kar je dejansko tudi s stališča vlade nekoliko kratek rok glede na to, da je bilo dejansko premoženje zagotovljeno šele v začetku letošnjega leta. Tako da menimo, da zdaj je v bistvu ta amandma v nasprotju z amandmajem vlade, ki govori o roku do konca leta 2003, v vsebinskem delu pa menimo, da je nerealen.",Negative,"While the first part just describes the amendment and what it requires, the second part is actually quite negative.  ",,FALSE,
ParlaMint-SI_2008-05-29-SDZ4-Izredna-36.u258,"V Liberalni demokraciji Slovenije smo s tem amandmajem hoteli na nek način pomagati tudi Vladi in koaliciji. Namreč, koalicijska pogodba je določala in določila, da se za zavarovance poišče ustrezna rešitev plačevanja oziroma doplačevanja premij, in sicer za dopolnilno zdravstveno zavarovanje za določene kategorije zavarovancev. Plačila naj bi tako glede na izstavljeno fakturo izvajalcev zdravstvenih storitev plačeval dejansko na nek način posredno Zavod za zdravstveno zavarovanje Slovenije. Potem bi zbiral potrebne podatke in na koncu leta predložil refundacijo Ministrstvu za zdravje, ki bi to potem predložilo v poravnavo ministru za finance. Zvišanje teh sredstev predlagamo na postavki Zdravstveno varstvo socialno ogroženih. To se pravi, gre za tiste, ki so že na nek način postavljeni ob rob družbe, potem pa jih z vsakršnim zmanjševanjem pravic še bolj potiskamo ob rob. Po teh prvotnih izračunih naj bi šlo za kar 64 tisoč zavarovancev. Številka je v resnici zelo velika, ampak mislim, da ne bi bila to tako velika obremenitev, saj bi se doplačila plačevala glede na dejansko koriščenje zdravstvenih storitev. Saj je tako ne, gospod minister? Moram reči, da seveda odziva ni bilo. Vlada je v obrazložitvi tega rebalansa zapisala, bom rekel, nerazumljivo ali zelo nejasno zadevo: vzrok za zmanjšanje sredstev na tej postavki pomenijo prihranke na podprogramu in dogovora, da se iz predloga novele črtajo členi, ki določajo doplačila za socialno ogrožene zavarovance, doplačila k polni vrednosti zdravstvenih storitev in doplačila po drugi do peti točki prvega odstavka 23. člena Zakona o zdravstvenem varstvu in zdravstvenem zavarovanju. No, mi pa hočemo, da bi ljudje, ki so že sicer ogroženi, vsaj pri tem delu ne bili še bolj potisnjeni ob rob družbe. Hvala lepa.",Negative,,,FALSE,
ParlaMint-SI_2017-09-13-SDZ7-Izredna-47.u88,Besedo ima gospod Jani Möderndorfer. Pripravita naj se mag. Andrej Šircelj in gospod Ivan Hršak. Izvolite.,P_Neutral,,,TRUE,
ParlaMint-SI_2011-10-18-SDZ5-Redna-32.u300,"Gospod podpredsednik, še zadnjič hvala za besedo. O predlaganih spremembah zakona o pogojih koncesije za izkoriščanje energetskega potenciala na Spodnji Savi je treba najprej ugotoviti, da je sicer sprememba obstoječega zakona nujno potrebna in izraziti razočaranje nad dejstvom, da Vlada ni pripravila ustreznih sprememb zakona kljub ugotovitvam Računskega sodišča in številnim razpravam in opozorilom v Državnem zboru glede nesprejemljivosti porabe dela sredstev vodnega sklada za sofinanciranje investicij, povezanih z gradnjo energetskih objektov na spodnji Savi in posledično neustrezni skrbi za urejanje vodotokov ter urejanja poplavnih območij širom po Sloveniji. Predloženi zakon na nek, vendar vprašljiv način rešuje problematiko obveznosti obračunavanja in plačevanja koncesijske dajatve, na katero je opozorilo Računsko sodišče, in razbremenjuje Sklad za vode, vendar ponavlja enako napako kot obstoječi zakon, le da nadomesti Sklad za vode kot finančni vir s Skladom za podnebne razmere, ob tem pa hote ali nehote ponavlja enako napako, da obremeni polovico bodočih prihodkov omenjenega sklada izključno z enim namenom. Iz zakona je možnost spoznati enako filozofijo, kot je bila uporabljena pri obstoječem zakonu, in sicer, da program porabe Sklada za vode ni bil pripravljen in so se navidezno prosta sredstva namenila za sofinanciranje energetskih objektov na Spodnji Savi. Očitno so tudi sedaj predlagatelja motivirala navidezno prosta sredstva še ne operativnega Sklada za podnebne razmere bolj kot želja po celoviti in sprejemljivi ter usklajeni rešitvi, uporabni tudi za druge podobne energetske objekte v Sloveniji. Ni sporna participacija lokalnih skupnosti in njena višina pri koncesijski dajatvi in ni sporno financiranje nadomestne lokalne in državne infrastrukture. Vprašljivo pa je vsekakor financiranje ostale, pred gradnjo neobstoječe infrastrukture. In postavlja se vprašanje, ali v zakonu predvideno financiranje infrastrukture ne predstavlja dela dodatne koncesijske dajatve v naravi, ki jo pa plača državni proračun in ne koncesionar. Vsekakor sta sporni določbi 4. in 6. točke 5. člena, ki v nasprotju z duhom Evropske listine o lokalni samoupravi, definirata namenskost dela koncesije, ki pripada lokalnim skupnostim in posega celo v Zakonu o financiranju občin, kar je za koncesijski akt vsekakor neprimerno in neobičajno, in je pri tem uporabljen celo nedefiniran oziroma napačen pojem primarna poraba, namesto primerne porabe. Da ne bo nesporazuma. Še enkrat, ni sporna participacija lokalnih skupnosti, vendar je urejena neprimerno in ekskluzivno za območje spodnje Save, ne oziraje se na podobne energetske objekte po Sloveniji, od koder se sredstva prilivajo na območje spodnje Save dvakrat, in sicer enkrat preko nizke cene proizvedene električne energije oziroma dobička holdinga, investitorja, drugič pa preko Sklada za vode oziroma v bodoče Sklada za podnebne razmere. Pri tem se seveda postavlja vprašanje enakosti pred zakonom. Treba je vedeti, da ima nadomestilo iz naslova participacije lokalnih skupnosti pri koncesijski dajatvi dvojen pomen, in sicer enkrat odstopljen vir države lokalnih skupnosti od prihodka iz naslova izkoriščanja naravnih dobrin, ki pripadajo državi; v drugem delu pa gre za nadomestilo za degradacijo prostora, ki pa je od primera do primera različna. V drugem delu oziroma pomenu bi bilo možno razmišljati o namenskosti dela odstopljene koncesijska dajatve, vendar v generalnem zakonu, ne v koncesijskem aktu in ne z opredelitvijo ""za infrastrukturne objekte"". Za katere? Ali za vse generalno v lokalni skupnosti in pri tem tudi tiste, ki nimajo nobene povezave z energetskim izkoriščanjem spodnje Save? Enako je nesprejemljiva in nedomišljena določba, ki omejuje dajatve koncesionarja na 14 % prihodkov od prodaje električne energije. Katere? V elektrarni? V holdingu? Prva točka istega člena pa govori o vrednosti proizvedene energije. To sta dva različna pojma. In s tem se posega v pristojnost občin glede na obremenitev iz naslova nadomestila za uporabo stavbnega zemljišča, ki ga od infrastrukturnih objektov ni možno obračunavati. Možno pa ga je obračunati od drugih objektov v nasprotju s principom bodočega davka o nepremičninah, ki predvideva obdavčitev vseh nepremičnin, tudi infrastrukturnih. Predlagani zakon je eden od redkih primerov, ki v proceduri z amandmaji ni bil izboljšan, ampak v nekaterih primerih celo poslabšan, in v katerem je kljub opozorilom Zakonodajno-pravne službe prava pojmovna zmeda. Zaradi vsega navedenega zakona v predloženi obliki ni možno podpreti in bo vsak član naše poslanske skupine odločal po svoje. Hvala lepa.",Negative,"Maybe not the strongest negative sentiment ever, but still negative.",,FALSE,
ParlaMint-SI_2007-09-28-SDZ4-Redna-31.u37,"Hvala lepa tudi vam. Za govornico pa vabim gospo Branko Tome, državno sekretarko na Ministrstvo za kmetijstvo, gozdarstvo in prehrano, da poda uvodno obrazložitev. Izvolite, prosim.",P_Neutral,,,TRUE,
ParlaMint-SI_2006-12-15-SDZ4-Redna-23.u25,Hvala. Besedo ima poslanec Martin Mikolič. Izvolite.,P_Neutral,,,TRUE,
ParlaMint-SI_2009-11-16-SDZ5-Redna-11.u203,"Hvala. Dne 29. 10. mi je bil posredovan odgovor na poslansko vprašanje v zvezi s sofinanciranjem investicij na področju osnovnošolskega izobraževanja in predšolske vzgoje, v zvezi s katerimi postavljam naslednji vprašanji: Zakaj ministrstvo pri določitvi deleža sofinanciranja v proračunu uvrščenih investicij, ni upoštevalo veljavni Zakon o financiranju občin, Uradni list Republike Slovenije 123/06 in Uradni list Republike Slovenije 57/08. Iz vašega odgovora in predloga proračuna je namreč razvidno, da so deleži in sofinanciranje investicij iz državnega proračuna določeni na podlagi Zakona o financiranju občin, ZSO-1, iz leta 2006 brez upoštevanja določil novele Zakona o financiranju občin, ZSO.1A, iz leta 2008. Drugič. Zakaj ministrstvo ni izvedlo razpisa za sofinanciranje investicij na področju predšolske vzgoje in osnovnega šolstva v letu 2009? In: Ali boste v letu 2010 izvedena oba razpisa? V vašem odgovoru navajate le izvedbo razpisa za sofinanciranje investicij na področju predšolske vzgoje, ne pa tudi na področju osnovnošolskega izobraževanja.",Negative,Charged and slightly accusatory questions.,,FALSE,
ParlaMint-SI_2020-09-18-SDZ8-Izredna-44.u65,Hvala lepa. Naslednji ima besedo predlagatelj. Izvolite.,P_Neutral,,,TRUE,
ParlaMint-SI_2007-11-28-SDZ4-Izredna-30.u326,Hvala. Gospod Brenčič.,P_Neutral,,,TRUE,
ParlaMint-SI_2019-05-21-SDZ8-Redna-08.u32,"Hvala za besedo, podpredsednik. Vlada je pripravila ta predlog zakona o tem postopku sodnega varstva nekdanjih imetnikov teh kvalificiranih obveznosti. Dajmo na hitro videti, kako je Ministrstvo za finance že 1. februarja v javno obravnavo predložilo Predlog zakona o postopku sodnega varstva nekdanjih imetnikov kvalificiranih obveznosti bank. Namen je bil odpraviti ugotovljeno ustavno neskladje v Zakonu o bančništvu. Po javni obravnavi je Vlada v Državni zbor 9. aprila posredovala dopolnjen predlog tega zakona, ki po mojem osebnem mnenju vsebuje veliko pozitivnih vidikov in rešitev, ki so nedvomno boljše od prejšnjih verzij. Če lahko omenim vsaj tri. Prvo kot prvo, izredno dobra je vzpostavitev virtualnih sob, za razliko od kolega, ki vidi v tem neko slabo zadevo. Ampak po mojem mnenju je to dostop informacij imetnikom in da jim je omogočen dostop tudi do dokumentov. Drugo, da je ta dostop omogočen tožnikom do konca postopka pred sodiščem, kar je tudi dobro. Četrto, zakon ureja ustrezno obrnjeno dokazno breme, kar pomeni, da je to dokazno breme na Banki Slovenije. Česar pa ne vidim kot dobro in tu tudi mislim, da se bo treba tukaj še malo pogovoriti, ni smiselno in ni racionalno, da je to vse v pristojnosti Okrožnega sodišča v Mariboru. Kljub vsemu, to ne bo nekdanjim imetnikom v celoti zagotovilo učinkovitega sodnega varstva – po mojem mnenju. Tako menijo predvsem banke, ker ne predvideva posebno hitrih in ekonomičnih postopkov kolektivnega sodnega varstva. Kaj naj bi se zgodilo? Mislim, da glede na to oziroma na podatke, da je bilo oškodovanih sto tisoč imetnikov bančnih delnic in dva tisoč lastnikov podrejenih obveznic, je pričakovati, po mojem mnenju, množične in dolgotrajne postopke. Ampak bistvo tega zakona je prav to, da ureja sodno varstvo za nekdanje imetnike kvalificiranih obveznosti bank. Naj se sedaj za trenutek vrnem in repliciram na zelo trde besede gospoda Logarja, predstavnika SDS. Ja, gospod Logar in predstavniki SDS, ponosni smo, resnično smo ponosni, da smo takrat v vladi Alenke Bratušek odgnali tisto trojko, da ne bi bil scenarij tak, kot je bil v državah, za katere vemo, kakšne so in še danes imajo težave s tem, da je trojka prišla. In ponosni smo na to, da vemo točno, na kakšen način je bil izpeljan proces sanacije. Veste, tukaj imam tabelo, ki je zelo zanimiva – struktura bruto zunanjega dolga Slovenije po sektorjih. 5 milijard dolga smo imeli, preden ste prišli vi na vlado, in zapustili ste nam 42 milijard. To je dober podatek, mislim, da to je zelo jasen podatek in pokaže, kaj pomeni kompetentno in učinkovito vodenje države. Pa še nadaljevalo se je. Toliko samo v spomin, ker morda verjetno vsega se človek ne spomni, ker je šlo mimo toliko let, odkar ste vladali, in upamo, da bo še toliko let, preden boste. Sedaj bomo pa omenili še eno zadevo – komu naj bi bil namenjen ta zakon? Naš predlog, Stranke Alenke Bratušek, in moj osebni predlog je, da se bi ločilo poučene in nepoučene vlagatelje. Ministrstvo za finance temu žal ni prisluhnilo. Menimo, da bi to lahko naredili, saj tudi Zakon o trgu finančnih instrumentov ločuje ti dve kategoriji, tako da bi lahko bilo upoštevano tudi v tem zakonu. Tudi pravilo, da bi stroške, postopke tako imenovanih špekulativnih vlagateljev krili sami. Izjema pa bi bila seveda za nepoučene predlagatelje. Kdo so poučeni vlagatelji, tako imenovani poučeni vlagatelji? To drugega niso, lahko rečemo, kot špekulanti, ki so dobesedno računali na visoke kapitalske donose. To je treba povedati tako, kot je resnica. Na škodo komu? Na škodo državnih bank. Čisti hazard, čisti kazino! Šlo jim je slabo. Nekateri se pa skrivajo, določena imena, za tem. Igrali so slabo in posledice so zgolj zaradi nepremišljenih vlaganj – ali pa zelo premišljenih, morda zelo premišljenih špekulativnih vlaganj, ki jim tokrat ni šlo dobro. Nepoučeni vlagatelji. Ja, ti so morda res bili zavedeni, a od tega, če ne prav od bančnih funkcionarjev ali pa posrednikov. Te moramo mi resnično zaščititi. Tukaj moramo narediti diverzifikacijo. Veste, potem obstaja še ena možnost. Obstajajo še namišljeni nepoučeni, tukaj moramo vedeti, kdo so ti namišljeni nepoučeni. So pa tisti, ki so v kategoriji nepoučenih, ampak so zelo skrbno kredite vzeli, lastne kredite, da so vložili notri in kupovali te vrednostne kredite. To je treba tudi povedati resnično, tako kot je, in tukaj bo problem. Odgovornosti. Veste, tudi ko pride v podjetju do prisilne poravnave, vemo, kje so odgovornosti. Sodnik na sodišču pa ti reče: »Pa si moral premisliti prej, kam si dal in komu si dajal blago.« Edini smo v Sloveniji, kjer obstaja še prisilna poravnava na prisilno poravnavo. Smo edinstven primer – v Sloveniji! To se tudi dogaja na tak način. Pustimo! Ampak, to je v razmislek za drugič. Bom zaključil. Osebno bom ta zakon sigurno podprl, ker bo uzakonil odločbo Ustavnega sodišča in ki bo dal verjetno končno eno luč tej zgodbi triletni, ki je ne vidimo. Hvala lepa.",M_Negative,"Second part is very negative, but in the first part the speaker emphasises some positive aspects that he is supporting. So not entirely negative. But if we only go on the overall tone, then it could also be Negative.",,FALSE,
ParlaMint-SI_2017-06-22-SDZ7-Redna-31.u75,Končali smo s predstavitvijo stališč poslanskih skupin. Sledi splošna razprava poslank in poslancev k predlogu zakona. Besedo ima kot prvi dr. Franc Trček. Pripravi naj se mag. Matej Tonin in gospod Simon Zajc. Izvolite.,P_Neutral,,,TRUE,
ParlaMint-SI_2015-07-09-SDZ7-Redna-10.u154,"Gospod Han, jaz bi si zelo želela, če bi še malo počakali, da jaz odgovorim na vaše pomisleke. Res je, tudi do vas sem prišla na začetku, vendar nekaterim nikakor nisem mogla dopovedati, da mi ne ukinjamo obstoječega zakona, da pa bi obstoječi zakon potreboval toliko popravkov, da je bolj smiselno, da naredimo nov zakon, ki ne ukinja tega, ampak pripelje stvari do trenutka, ko prikrito grobišče postane vojno grobišče. Jaz vem, da je eminentni član SD pisal, bil prvi podpisnik, tisti, ki je skrbel za ta zakon o vojnih grobiščih, ne vem, kako naj rečem, in da ga zato zelo čuvate. Mi ga ne ukinjamo. Nadgrajujemo oziroma obdelamo pa vse tisto, kar potrebujemo, da neko prikrito grobišče postane vojno grobišče. Tega niste želeli slišati, niste želeli sprejeti in zato potem ni bilo nadaljnjih korakov, da bi ta zakon skupaj lahko dodelali. Zaradi tega, ker je zgolj SMC pokazal voljo in pripravljenost za to, zato smo pač z njimi delali nadaljnje korake. Prej ste omenili proslavo ob položitvi temeljnega kamna, ne vem, kako se je imenovala ta slovesnost, kjer naj bi nekoč stal spomenik. Res je, jaz sem bila v tistih dneh okoli tega datuma na dopustu in nisem videla tega vabila, ko sem pa za to zvedela, sem imela pa neko drugo, nujno obveznost in zaradi tega nisem šla. Sem pa že večkrat povedala svoje stališče, kar slišim tudi od svojcev teh žrtev, da je treba mrtve pokopati, da je treba obsoditi te zločine, potem bomo pa skupaj postavljali spomenik. Jaz si želim, da bi šli po takšni poti, ker če mi postavimo spomenik, spodaj pa ne počistimo, ta spomenik ne bo imel nobene veljave. Kljub dobri volji nekaterih, ki ga želijo postaviti. Treba je narediti nekaj korakov prej, ta spomenik mora biti pa krona na vse to. Potem ga bodo vsi ljudje z ene in z druge strani pripravljeni spoštovati in bo to res spomenik, ki bo nečemu služil. Jaz ne vem, zakaj ni prišlo do vpisa. Res je, 600 grobišč je bilo evidentiranih, kot pravi gospod dr. Mitja Ferenc, ki je to delo opravljal. Žal pa nadaljnji postopki niso bili izvedeni in leta 2009 ob odkritju Hude jame so se stvari v glavnem ustavile. In od takrat je zdaj že 6 let, kosti so še vedno tam, v gajbicah. Zakaj se stvari ne dokončajo? Razlogi niso pri meni, ampak mora to povedati ministrstvo, zakaj se postopki niso naprej odvijali. Dr. Mitja Ferenc pa pravi, da on, ki je evidentiral, da čeprav so mu pokazali, kje naj bi bila grobišča, za marsikatero že zdaj ni več prepričan in ne ve, kje je, ker se razmere v naravi spreminjajo. Tam se gozd zaraste, tam ga podrejo, podrejo drevesa, tam je neurje nekaj podrlo, tam so začeli nekaj graditi in zato je zdaj skrajni čas, da se vendarle tam, kjer so še priče, tam, kjer je še možno ugotoviti, kje je to prikrito grobišče, izvedejo vsi potrebni postopki. Mi Zakona o vojnih grobiščih ne odpravljamo, ampak to materijo dopolnjujemo, ker so te dopolnitve potrebne, da bo lažje prišlo do realizacije. Brez politične volje pa seveda tudi s tem zakonom stvari ne bodo uresničene. Jaz pa vseeno verjamem, ker je v vseh nas prepričanje, da je treba ta grobišča urediti, ker je v vseh nas prepričanje, da je to osnovna civilizacijska norma in da če to podpirata tako predsednik Vlade kot tudi predsednik države, vendarle bo dovolj politične volje, da se bo to tudi zgodilo.",Negative,Defensive and negative.,TRUE,FALSE,
ParlaMint-SI_2014-12-16-SDZ7-Redna-03.u278,"Hvala lepa za besedo. Tega zakona ne bom podprl, ker ne gre v tem primeru za kakšna visokotehnološka ali podjetja z visoko dodano vrednostjo, ampak gre za namenska podjetja, za namensko strukturo zaposlenih, katerih naloga je samo to, da imajo v svoji sestavi 40 % zaposlenih invalidov. Vse, kar ta podjetja ustvarijo, je namenjeno ali izboljšavi delovnih mest za invalide ali dodatnim delovnim mestom ali za nova delovna mesta. In težko je razumeti tiste, ki imate polna usta enakopravnosti, pravic hendikepiranih skupin in ne vem še česa, da posegate ravno v to strukturo. Vlada ni dala v svoji obrazložitvi niti enega podatka o tem, kakšne posledice bo to imelo za ta invalidska podjetja, koliko teh bo propadlo zaradi tega ukrepa, koliko invalidskih delovnih mest se bo ukinilo zaradi tega. S tem ko boste vzeli iz tega revnega sistema, ki je izključno oblika socialnega podjetništva, ali kakorkoli to obrneš, ima izključno nalogo, da težko zaposljivim skupinam, ki imajo določene omejitve, da delo in jih vključi v družbo, boste zdaj enostavno podrli. In predloga zakona, ki ste ga predlagali, enostavno ni moč podpreti. Samo državljanska vzgoja, projekt FDV, ki se je izvajala v času ministra Lukšiča, je stala milijon in pol evrov. Milijon in pol, petkrat, sedemkrat, desetkrat predimenzioniran projekt! Tu pa zdaj posegate v neko skupino ljudi, ki si enostavno brez družbene pomoči niti pomagati ne morejo. Proti bom.",Negative,,,FALSE,
ParlaMint-SI_2017-11-21-SDZ7-Redna-35.u30,"Vsem prav lep pozdrav! Danes je žal ena tistih sej, ki se, če bi bila Slovenija demokratična država in bi se dosledno spoštovale vrednote, za katere smo se odločili na plebiscitu, nekoč dosledno spoštovane, nikdar ne bi smela zgoditi. Te seje ne bi bilo. Ustavno sodišče Republike Slovenije, gospe in gospodje, je vodil najbolj plemenit cilj pri presoji, ko je tehtalo ustavne vrednote. Vodil jih je cilj, da bi naredili šolstvo v tistem delu, ki je najbolj kvalitetno, to je zasebno šolstvo, dostopno tudi otrokom iz revnejših družin. To je v popolnem nasprotju s tem, kar ste danes tukaj nakladali in lagali malodane vsi po vrsti. Kakšna sramota! Bežite pred sodbo Ustavnega sodišča, ki je hotelo otrokom iz revnejših družin dopustiti, omogočiti najbolj kvalitetno možno izobrazbo, zato ker hočete to privatizirati za svoje otroke. Elitizem najslabše vrste, to vas vodi v resnici. Ravno v nasprotju s tem, kar lažete tukaj. Kaj je že rekel Havel, če ga parafraziramo? »Laž je nesmrtna duša levičarjev.« Zdaj pa pojdimo po vrsti. Kaj je reklo Ustavno sodišče? Da ko gre za osnovno šolstvo, ki je po ustavi obvezno, mora biti v celoti financirano za otroke tudi tam, ko gre za zasebno šolstvo. Komu je to v korist? Najrevnejšim. Tistim, ki so bogati, je tako in tako dostopno. In poglejte, ravno tisti, ki so danes tukaj imeli najbolj polna usta javnega šolstva, recimo Socialni demokrati, svoje otroke njihovi funkcionarji šolajo na zasebnih šolah. Primer je gospod Lukšič, predsednik SD, svoje otroke je šolal na zasebnih šolah. Zakaj? Zato da jim je omogočil najbolj kvalitetno izobrazbo, zato da jim je dal primerjalno prednost, ki jim bo omogočala kar najboljši start v življenje. Da daje zasebno šolstvo z manj sredstvi – pazite, z manj sredstvi – boljše rezultate, ste priznavali tudi sami, ko ste rekli, ja, veste, potem bo pa zasebno šolstvo več doseglo pa boljšo izobrazbo dalo, bodo pa vsi hoteli tja iti. Aja? In zaradi tega hočete omejiti to možnost revežem, revnim ljudem. Bogatim ni problema, bogati bodo plačali vse. Pa ni samo gospod Lukšič, predsednik SD, svojih otrok šolal v zasebnem šolstvu, tudi gospod Kučan je svojo hčer poslal na zasebno institucijo, na univerzo v tujino. Pa da ne govorimo o nekaterih šolskih sindikalistih, ki so tako glasni, ko gre za javno šolstvo, svoje otroke pa, ne boste verjeli, šolajo na zasebnih šolah. Pa še cel kup funkcionarjev SD vam lahko naštejem, ki svoje otroke šolajo na zasebnih šolah, tudi na Škofijski gimnaziji, recimo, cerkveni. Zakaj? Ker te dajejo najbolj kvalitetno izobrazbo. Za otroke gre, za razvoj gre, gospe in gospodje, zato je ta seja in sama pobuda in vse, kar ste govorili, nepopisna sramota. Ustavno sodišče ni hotelo doseči drugega, kot da bi otrokom tudi iz revnejših družin omogočilo dostop do najbolj kvalitetne izobrazbe. To je tudi v razvojnem interesu države Slovenije, saj je v razvojnem interesu države Slovenije, da maksimalno izkoristi potencial naših otrok. Govorili ste o denarju. Ah, bežite, no [[…]]Zdaj pa poglejmo malo realne cifre. Ali veste, koliko v resnici stane vse to silno osnovno šolstvo, o katerem ste govorili? Tista razlika gre za 300 tisoč evrov, kar je za 9-milijardni proračun, milo rečeno, drobiž, ampak celotno financiranje je pa nekaj čez 2 milijona. Gospe in gospodje, 2 milijona! Zaradi tega je treba spreminjati ustavo. To počne tista koalicija, ki je samo v lanskem letu za migrante vrgla skozi okno 126 milijonov denarja davkoplačevalcev. Iz tega denarja, ki ste ga v enem letu vrgli skozi okno za ilegalne migrante, bi lahko več kot 50 let financirali zasebno šolstvo za naše otroke, za najbolj nadarjene otroke iz revnih družin, da jim omogočimo najbolj kvalitetno šolstvo, več kot [[…]]",Negative,,,FALSE,
ParlaMint-SI_2021-02-02-SDZ8-Izredna-57.u240,"Predlagam, da se držimo zakona, kolega Reberšek.",Negative,,,TRUE,
ParlaMint-SI_2015-12-09-SDZ7-Izredna-26.u150,"Hvala za besedo. Jaz se opravičujem, minister, ampak jaz bom vseeno nekaj na temo tega kredita rekla. Vem, da ne marate, ampak tudi jaz sem, ne boste verjeli, takrat vzela kredit. In ne boste verjeli, da tudi jaz imam zelo podobno obrestno mero notri, pa da sem dobila 50 % več kredita, kot je nepremičnina vredna. Če verjamete ali pa ne. Jaz verjamem, da imate vi svoje kanale, da boste nemudoma to pogodbo pridobili pa jo dajte, pa si poglejte notri, da se bomo končno nehali o tem pogovarjati pa zavajati ljudi, da se to ne da pa da se ono ne da. Tamle imamo kolegico – meni je žal, da ni se prijavila k besedi oziroma govorila o tem, kako so se takrat krediti podeljevali in za kakšne vrednosti in tako naprej. Ker to, kar vi govorite, enostavno ne drži. Druga stvar; če hočete kogarkoli prijaviti na KPK, prosim, prijavite ga, za to ne rabite nas. Še manj rabite vi ocenjevati, zakaj smo mi bili proti nekemu sklepu, kakšni so razlogi za to. To vsekakor ni v vaši pristojnosti, da boste vi zdaj obrazlagali, kaj pomeni, če smo mi za ali pa kaj pomeni, če smo mi proti. Nikakor pa takšnih prijemov ne bomo mi v naši poslanski skupini podprli. Hvala.",Negative,,,FALSE,
ParlaMint-SI_2004-01-26-SDZ3-Redna-33.u225,"Hvala lepa, gospod predsedujoči. Povejte mi, ali je gospod minister Bohinc še tukaj. Imam dve vprašanji, potem bi tisto, kjer bi lahko dobil odgovor, postavil prednostno.",P_Neutral,,,FALSE,
