ID,Text,Annotation,Comments,Flag,Chair
ParlaMint-SI_2021-10-25-SDZ8-Redna-26.u72,Žal se je čas iztekel. Kot zadnji prijavljeni razpravljavec ima besedo Boštjan Koražija. Izvolite.,,,,True
ParlaMint-SI_2013-11-14-SDZ6-Izredna-47.u894,"Hvala lepa, predsednik. Slišali smo obrazložitev Poslanske skupine SDS, in naj takoj na začetku povem, da to znižanje nikakor ne pomeni, tako kot je bilo predstavljeno, neke posebne nevarnosti, kar se tiče intervencije organizacij s področja zaščite in reševanja in tudi gasilskih enot za reševanje ob prometnih nesrečah, gorske reševalne službe in pri reševanju v gorah. Je pa res, in zato smo se tudi dogovorili v koalicijskih poslanskih skupinah, da bi podlagi Nacionalnega programa varstva pred naravnimi in drugimi nesrečami, ki je bil sprejet v letu 2009, lahko zavrla ta sredstva nadaljnji razvoj, kar se tiče nakupa osnovnih sredstev. Zato so se koalicijske stranke dogovorile skupaj, da bomo podprli ta amandma stranke SDS, in ta predlog podpira tudi minister za obrambo. Toliko, da ne bo nesporazuma. Hvala lepa.",,,,False
ParlaMint-SI_2008-04-22-SDZ4-Redna-38.u136,"Hvala lepa. Duha amandmaja na vsak način podpiram, če je možen. Lahko bi se naprej zadeva razdelala tudi tako, da so kmetje, če morajo že zadevo opravljati koncesionarji, pa pri njih lahko v skladu z vsemi določili podizvajalci. In tako kot smo sprejeli dobro rešitev pri Zakonu o gozdovih, ker za določene skladove gozdove v visokogorju skrbijo kmetje, tako bi morali to prakso razširiti tudi na gozdne ceste, ker sem prepričan, da bi bili kmetje dobri vzdrževalci gozdnih cest, predvsem pa za proračun cenejši; ali z drugimi besedami za 100 evrov bi popravili več metrov kot pa tisti, ki jih danes izbiramo na predragih razpisih. Hvala lepa. Amandma bom podprl.",,,,False
ParlaMint-SI_2016-11-18-SDZ7-Redna-24.u83,"Hvala lepa. Seveda se opravičujem. Nisem bil navajen, da moram kontrolirati, ker je res odpovedala tehnika in nisem prekinil. Hvala lepa. Gospod Kamal Izidor Shaker, izvolite.",,,,True
ParlaMint-SI_2006-05-22-SDZ4-Redna-17.u13,"Uspešni odhajajo, kompatibilni prihajajo. Govorim o diskrepanci, gospod predsednik [[...]]",,,,False
ParlaMint-SI_2014-03-26-SDZ6-Redna-23.u254,"Ponovno lahko opozorim, da kriterijev, na podlagi katerih predsednik določa, ali določeno vprašanje sodi v pristojnost nekega resorja ali službe, ne poznam. Poznam pa svoje pristojnosti in vem, da postavljeno vprašanje ne sodi v mojo pristojnost. Naj povem, da obstajata dve vrsti vladnih služb, in sicer vladne službe iz pristojnosti predsednice Vlade. To so Slovenska varnostno-obveščevalna služba, Statistični urad Republike Slovenije, Urad za makroekonomske analize in razvoj, Urad za narodnosti in Služba Vlade za razvoj in evropsko kohezijsko politiko. Druga vrsta vladnih služb pa sodi v pristojnost generalnega sekretariata Vlade. To pa so Urad za komuniciranje, Protokol Republike Slovenije in Urad za varstvo tajnih podatkov. Torej lahko ponovno pojasnim, da je iz prijave ustnega poslanskega vprašanja razvidno, da gre za poslansko vprašanje o zadevah, ki se nanašajo na delovno področje Ministrstva za kmetijstvo in okolje in ne na delovno področje GSV. Generalni sekretariat Vlade tako ne more odgovarjati na vprašanja s tega področja, kljub temu pa, če želite, da vam odgovor podam, se bom o tem vprašanju pozanimala in vam lahko v nadaljevanju podam kratek odgovor na vaše vprašanje.",,,,False
ParlaMint-SI_2010-10-29-SDZ5-Izredna-29.u44,"Hvala. Res verjemite, da v nobenem primeru ne bom užaljen, sem pa vesel, da spoštujete Poslovnik in pač lahko odgovorimo na navedbe, ki pomenijo sprevračanje besed. Kajti, spoštovani predhodni poslanec bi lahko preveril navedbe mene osebno in stranke v minulem in tem mandatu in bi videl, da sem se vedno zavzemal za socialni dialog in da se glede tega nisem popolnoma nič spremenil. Če želite pisni dokaz, si poglejte osnutek zakona o RTV Slovenija, v katerem sem celo posebno mesto dal svetu delavcev RTV Slovenija prav zato, da bi se znotraj socialnega dialoga lahko našle za tako pomembno institucijo optimalne rešitve. Vse to zdaj vi rušite, zavračate in sprevračate. V prejšnjem mandatu pa ste sami imeli socialnega dialoga polna usta. To pa je sprenevedanje in to ljudje vidijo. Upam, da tokrat tega ne bodo pozabili. Moram pa tudi reči, da razumem to, ko ste dejali, da ste jezni, kajti glede na to, da vam je vaša vlada očitno zamolčala skico, ki dokazuje, da je prejšnja vlada z javnofinančnim zadolževanjem dosegla največji možen uspeh in ga znižala po evropskih kriterijih v odstotku družbenega bruto proizvoda, sedanja vlada pa drastično poslabšala in zapravila goro denarja za katastrofalen ekonomski učinek, za napačne vrednote torej, razumem vaš bes in z vami sočustvujem. Sočustvujem pa tudi s Slovenijo, ki ima tako vlado in tako vladajočo koalicijo.",,,,False
ParlaMint-SI_2008-07-09-SDZ4-Redna-41.u103,"Hvala lepa, predsedujoči. Spoštovane poslanke in poslanci! Zahvaljujem se poslanki Pozsoncevi za to vprašanje, kajti to kaže na to, da so medresorske politike, kadar gre za zdravje, še kako potrebne. In tudi v tem primeru smo mi že v lanskem letu na pobudo Ministrstva za kmetijstvo odreagirali in tudi izobrazili nekaj strokovnjakov iz Inštituta za varovanje zdravja, za to področje, za področje ambrozije in obvladovanje alergije na ambrozijo. Kajti znano je, da povzroča alergijo, kar ima neprijetne posledice tako pri nahodu, kašlju in tako naprej in iz tega razloga smo tudi naredili projekt znotraj Zavoda za varovanje zdravja Murska Sobota, ki seveda govori, kako se zaščititi, kar se tiče zdravja, na drugi strani pa vemo, da je ambrozijo treba na nek naravi prijazen način odstraniti. Za to odstranjevanje je pomembno, da se dogaja dovolj zgodaj. Jaz bi celo predlagala, da je mogoče to ena priložnost za javna dela, kajti ta ambrozija se pojavlja recimo na tistih prostorih, ki so malo zapuščeni, torej, kjer ni gospodarja, če tako rečem, kjer so se odvijala neka gradbišča, ob avtocestah in tako naprej in pomembno je preprečiti, da se to seje dalje. In, če se zavedamo, da ima to vpliv na naše zdravje, potem bi iz tega mesta res apelirala, da je tudi na ta način možno kaj narediti. Hvala.",,,,False
ParlaMint-SI_2021-05-14-SDZ8-Izredna-73.u121,Hvala lepa. Stališče Poslanske skupine Slovenske nacionalne stranke bo predstavil Dušan Šiško. Izvolite.,,,,True
ParlaMint-SI_2020-07-13-SDZ8-Redna-19.u304,"Hvala lepa za odgovore, gospod minister. Pričakujem, da se bo to res tudi zgodilo. Zanima me: Kakšno je vaše mnenje, če bi bili pri fizičnih osebah recimo ti normirani stroški izenačeni kot pri samostojnih podjetnikih in drugih, se pravi na 80 %? Kako bi to vplivalo na najemodajalce pri oddajanju nepremičnin v dolgoročni najem, se pravi družinam, študentom, ker je veliko veliko pomanjkanje tega? Hvala.",,,,False
ParlaMint-SI_2020-05-25-SDZ8-Redna-17.u513,"Hvala lepa. Gospa poslanka, imate besedo za postopkovni predlog, izvolite.",,,,True
ParlaMint-SI_2005-11-23-SDZ4-Redna-11.u92,"Hvala lepa. Jaz se opravičujem gospodu ministru, da ni uspel vsega povedati, vendar sem ga kot predsedujoči opozoril, da ima vlada v tem primeru na voljo samo pet minut. Kar se tiče proceduralnega vprašanja gospoda Cvikla. Gospod Cvikl, če me poslušate. Zjutraj je bil podan predlog, da se vladi podaljša čas za obrazložitev. Ta isti ste predlog zavrnili. Po poslovniku kaj drugega ni mogoče. Zato nadaljujemo s sejo, in sicer z razpravo in obenem povem, da je imela vlada na voljo samo pet minut. Na to sem dvakrat opozoril. Gospod Sok ima proceduralno vprašanje. Prosim.",,,,True
ParlaMint-SI_2014-02-24-SDZ6-Izredna-56.u123,Hvala tudi vam. Kristina Valenčič bo predstavila stališče Poslanskeskupine Državljanske liste.,,,,True
ParlaMint-SI_2010-11-16-SDZ5-Redna-22.u33,Besedo ima gospod Laszlo Göncz v imenu narodnih skupnosti.,,,,True
ParlaMint-SI_2015-07-14-SDZ7-Redna-10.u200,"Spoštovani poslanec Škoberne, mimogrede, žal mi je, vidim, da ste si poškodovali roko, in vam želim čim prejšnje okrevanje, hvala za vaše vprašanje. Vlada si seveda nadvse želi, da bi se lahko vsi ti in drugi ugodni, pozitivni, optimistični gospodarski kazalci, pa tudi nekateri socialni, kot je denimo povečanje zaposlovanja, zmanjšanje nezaposlenosti tudi med mladimi, zelo opazno, čim prej odrazili še v večji meri v socialni sferi. To je cilj te vlade, da pridemo do točke čim prej, da bomo lahko ljudem tudi izdatneje namenili več sredstev za izboljšanje njihovega življenjskega standarda. Seveda govorim o tistih, ki živijo težko. Toda ugodnejše makroekonomske pogoje mora Slovenija, predvsem če želi to na dolgi rok zagotavljati trajnostno, izkoristiti za to, da izvede še dodatne strukturne reforme. Da torej našo ureditev tako spremenimo, da bomo dolgoročno stabilno lahko uspešni in potem omogočili ljudem več. V tem smislu moramo spodbujati naložbe, moramo spodbujati strukturne reforme, kot sem rekel, moramo biti dober gospodar z državnimi financami in še marsikaj. Naj povem, da je v Sloveniji, žal, res kar nekaj revščine, in to je boleče. Vendar pa je stopnja revščine za celotno prebivalstvo v Sloveniji še vedno pod povprečjem Evropske unije. To sicer ni izgovor za to, da ne bi bilo treba na tem maksimalno delati, ampak na srečo izhajamo še iz situacije, ko še lahko na nek način hitreje pridemo do neke boljše situacije. Imamo torej, kot rečeno, najnižjo stopnjo dohodkovne neenakosti, če upoštevamo Ginijev koeficient. Ampak poglejte, v preteklih časih do danes je bil pri soočanju s tem vprašanjem poudarek na blažitvi socialnih stisk, in to s pomočjo socialnih transferjev oziroma z zagotavljanjem osnovnega dohodka za preživetje tistim, ki sami tega niso mogli zagotoviti. To je bilo pomembno, je še vedno pomembno, ampak to je nek pasivni pristop k blažitvi gospodarske krize in revščine. Ta vlada pa si želi na aktivni način, vedno bolj aktivno pristopati k temu. Torej povečati zaposlitve, omogočiti ljudem, in to se mi zdi zelo ključno, da bodo lahko, če bodo le mogli, sami s svojim delom dovolj zaslužiti, da bodo imeli nek spodobne življenjski standard. Zato moramo spodbujati gospodarstvo, izvajati strukturne reforme, biti konkurenčni in ljudem omogočiti to, poudarjam, da z lastnim delom zaslužijo dovolj, da živijo spodobno življenje. Seveda pa to ne pomeni, da ne bo več socialnih transferjev. Seveda bodo še vedno skupine ljudi in posamezniki, ki bodo rabili pomoč v stiski, v hudi situaciji. Za njih bomo pa poskrbeli že tudi sproti, seveda pa v okviru danih možnosti. Tako denimo naj samo omenim, ravno sedaj pripravljamo odpis dolgov, kar je en tak ukrep v tej smeri. In še drugi si bili sprejeti in bodo, recimo pri spodbujanju politike zaposlovanja. Tukaj je bilo tudi že nekaj socialnih ukrepov sprejetih. Vlada ima to v perspektivi, vendar pa mora hkrati zagotavljati tudi, da še vedno varčujemo. Poglejte, če mi ta hip nenadoma kar prenehamo varčevati, se nam lahko zgodi oziroma se nam zgodi, da se nam bodo javnofinančni izdatki povečali za 445 milijonov evrov. To bi pomenilo 4 % primanjkljaja v smislu družbenega produkta. In to je popolnoma nevzdržno. To potem pomeni, da bi tonili nazaj v krizo. Tako da varčevalni ukrepi bodo še. Z njimi moramo nadaljevati, hkrati pa iščemo vse možnosti in jih bomo iskali za aktivnejšo socialno politiko v smeri pomoči tistim, ki jo zaradi socialne ogroženosti potrebujejo. Hvala lepa.",,,,False
ParlaMint-SI_2017-05-24-SDZ7-Redna-30.u143,"Besedo ima gospod Tomaž Gantar, pripravita naj se gospod Bojan Podkrajšek in gospod Zvonko Lah.",,,,True
ParlaMint-SI_2019-09-26-SDZ8-Redna-11.u70,"Hvala lepa. Besedo ima Marko Bandelli, pripravi pa naj se Boštjan Koražija. Izvoli.",,,,True
ParlaMint-SI_2011-09-28-SDZ5-Izredna-47.u113,Hvala lepa. Besedo ima gospod Marijan Križman.,,,,True
ParlaMint-SI_2006-11-16-SDZ4-Izredna-23.u354,"Hvala lepa. Rad bi povedal v zvezi z amandmajem, kar se tiče dodatnih sredstev oziroma predloga za dodatna sredstva za Medicinsko fakulteto v Mariboru. Jasno je, da Vlada ta projekt kot tak podpira, da smo popolnoma odločeni, da se to čim prej tudi napravi. Sredstva so zagotovljena v takšni meri, kot je po naši najboljši oceni, kot so potrebna v trenutnem časovnem okviru. Razumemo pa, da je možno, da bo to potekalo hitreje. Predvidena je tudi uporaba evropskih sredstev. Treba je stvari zastaviti na takšen način, da bo dejansko v skladu s pravili, ki jih je treba slediti, da se ta stvar uresniči, na vsak način. Če se bo pa res izkazalo, da sredstva, ki so trenutno predvidena v proračunu, ne bi zadostovala, bom pa sam predlagal Vladi, in sem prepričan, da bom v tem tudi uspešen, prerazporeditev sredstev, da bo to, kar se danes tu predlaga, tudi dejansko na razpolago. Hvala lepa.",,,,False
ParlaMint-SI_2006-02-02-SDZ4-Redna-13.u92,"Hvala. Najprej moram še enkrat zelo odločno protestirati proti temu, da namigujete, da ta odlok in ta zakon nakazujete znižanje plač v javnem sektorju. Nikjer ne piše, da se bo masa plač za javne uslužbence znižala. Ja. Berete odlok, v katerem urejamo plače funkcionarjev. Masa, tako je, masa plač za funkcionarje, gospod Anderlič, se bo znižala za približno 4% in nivo plač funkcionarjev se bo znižal za približno 4%, nikjer pa niti z besedico niso omenjena kakršnakoli znižanja v javnem sektorju, torej pri javnih uslužbencih. Enostavno morate bolje zadeve prebrati in pogledati tudi še kaj drugega. To je ena zadeva. Glede socialnega partnerstva. Poglejte, dodatek za delovno dobo za javne uslužbence se lahko določi samo s kolektivno pogodbo za javni sektor. Torej sploh nimamo izbire. Mi moramo preko socialnega partnerstva priti do tega dodatka, moramo. In če se bomo tam neuspešno izpogajali tako, da bomo višali obseg sredstev za plače, se pravi, dvignili dodatek oziroma imeli dodatek 0,5 na višjo osnovo, potem ga boste imeli tudi vi, ga bomo imeli tudi mi, kajti rešitev je, kot ste sami videli, začasna. Najprej urejamo zadeve zase in potem, ko gremo v pogajanja, pokažemo, da je to pogajalsko izhodišče logično in to dokažemo tudi s tem, da smo enak dodatek namenili tudi sebi. Kar se pa tiče tistih osebnih namigovanj, ne bi šel rad na osebni nivo, vendar lahko si vzamete čas in lahko brskate nekaj dni po vseh papirjih, kar jih je v javnem sektorju, in ne boste našli, da bi jaz kdajkoli iz proračuna, iz davkoplačevalskega denarja dobil v času, ko sem opravljal ali funkcijo državnega sekretarja ali ministra, razen plače, karkoli. Niti potnih stroškov, niti dnevnic ničesar ne boste našli. Tisto kar sem jaz, bi rekel, svojo eksistenco sem si ustvaril preden sem prišel na funkcijo. In če bi gledali moje prejemke, bi videli, da se z vsako višjo funkcijo nekoliko znižujejo. In tudi ko bom funkcijo zaključil, verjemite, se bom znašel na drugačen način, kot pa mnogi vaši ministri in poslanci, ki si eno leto niso mogli najti službe, dobivali zato vsak mesec polno nadomestilo plače, potem pa po točno 365 dneh se je pa po čudežu služba našla.",,,,False
ParlaMint-SI_2021-11-19-SDZ8-Redna-27.u190,"Predsedujoča, hvala za besedo. Ravno ste se menjali in verjetno niste slišali, zato bi samo prosila, da opozorite kolega Trčka, da kjer sedim, pač sedim vedno na svojem mestu v dvorani, kam pa gledam, je pa verjetno le odločitev poslanca. In da bo zelo naporno delati v prihodnje, če bomo šli tako daleč, da bomo morali celo, nekomu polagati račune, kam gledamo, koga gledamo in v kaj gledamo. Bi pa samo zaradi javnosti še zraven povedala, ja, gledala sem v telefon, zanimalo me je, kdaj je kolega Trček prestopil iz Levice v SD, ker se bojim, da bo zdaj že trkal na naša vrata. Hvala.",,,,False
ParlaMint-SI_2013-12-17-SDZ6-Redna-20.u188,"Hvala lepa. Upam, da bo šlo brez prekinjanja. Zahteval sem razpravo o odgovoru ministra za pravosodje. Šlo je za vprašanje nezakonitega imenovanja direktorja Vrhovnega državnega tožilstva, ki ga je izvedel v sodelovanju s Sodnim svetom generalni državni tožilec gospod Fišer. Šlo je za to, da je bilo to imenovanje opravljeno 1 dan pred imenovanjem zadnje Janševe vlade. Pri tem sem takrat kot minister smatral, da gre za nezakonito imenovanje, zato smo na vladi to imenovanje odpravili. Gospod Škrlec se je pritožil na Upravno sodišče in – pazite! – Upravno sodišče je ugotovilo, da je generalni državni tožilec zlorabil zakon, ponavljam, generalni državni tožilec je zlorabil zakon. Zato sem takrat v vlogi ministra, pristojnega tudi za tožilstvo, sprejel sklep o tem, da opravimo nadzor v tej zadevi. Generalni državni tožilec je bil poln besed v medijih, kako politično pritiskam na njega, in je ta nadzor odklonil, kar ima po zakonu pravico. Zato je vlada 13. marca letošnjega leta sprejela sklep, da se ta nadzor vseeno opravi. Sedanja vlada pa je pred približno 10 dnevi to odločitev odpravila. To pomeni, da nadzora nad delom generalnega državnega tožilca niti v tej zadevi niti v kakšni drugi zadevi ne bo. Minister je včeraj sicer govoril o tem, da bo pripravil nadzor nad delom generalnega državnega tožilca, vendar bomo videli, ali bo ali ne bo. Naj vas spomnim tudi na neko drugo stvar, ki je pomembna pri glasovanju o tem proceduralnem predlogu za razpravo. Vse več je podatkov, da je Vrhovno državno tožilstvo z gospodom Fišerjem na čelu, če bi rekel v jeziku prejšnjega sistema, neka zlonamerna celica v tej državi, ki pripravlja nekatere stvari, ki nimajo zakonite podlage; posebej poudarjam – ki nimajo zakonite podlage. Prvič, dobro se spomnite pisanja medijev o tem, kako naj bi med imenovanjem, ko smo glasovali o gospodu Jankoviću kot premierju, in potem med drugim glasovanjem uporabil tožilske podatke in preko bivšega predsednika države gospoda Kučana in gospoda Türka vplival na tiste odločitve. Spomnite se tudi drugega primera [[...]] [[opozorilni znak za konec razprave]] Bom prosil še za obrazložitev glasu v svojem imenu. Hvala.",,,,False
ParlaMint-SI_2019-05-20-SDZ8-Redna-08.u20,"Hvala lepa. Izkoriščam poslovniško možnost, da predlagam Državnemu zboru, da na jutrišnjem glasovanju odloči, da bi na naslednji seji opravili razpravo o odgovoru predsednika Vlade na moje poslansko vprašanje. Da ne bom morda napačno razumljen, glejte, jaz na prvo mesto postavljam sožitje – še enkrat, saj veste, da prihajam iz Prekmurja – sožitjem med vsemi, ki v Prekmurju živimo. Smo zelo različni, smo tudi zelo občutljivi, a smo že pokazali, da znamo živeti v sožitju. Politični pritiski na ravnanje avtonomnih šolskih zavodov in pozivanje k nespoštovanju zakonov in šolskih pravil gotovo ne prispevajo k sožitju. Tudi to je vprašanje, ki bi ga morali v Državnem zboru odpreti. In še enkrat: jaz ne nasprotujem madžarski državni pomoči pripadnikom pomurske madžarske narodne skupnosti. Hvala bogu so si ekonomsko opomogli. Ampak gospod predsednik mi tudi v drugem delu ni odgovoril na vprašanje: kaj konkretno, na kakšen način konkretno bo tudi država Slovenija pomagala Slovenkam in Slovencem, ki smo večinski narod v Prekmurju. Tega ni in tega odgovora preprosto ne dobimo. Jaz tudi ne nasprotujem, da je država lani marca podpisala pogodbo, da bo dala 1,6 milijona evrov pomurski madžarski narodni skupnosti. Podpiram to. Ne morem pa mimo tega, res ne morem mimo tega, in ne morem razumeti, kako lahko slovenska oblast nemo opazuje podržavljanje premoženja slovenskih podjetij s strani sosednje države. Tega pa ne morem razumeti. Jaz osebno sem za privatizacijo, nisem pa za podržavljanje, in to ne s strani naše države, še manj pa s strani tuje države. Tukaj ne čutim prav nobene reakcije s strani naše slovenske vlade. Torej, kolegice in kolegi, jaz upam, da boste moj predlog podprli. Veliko je vprašanj, na katere moramo dati zelo jasne odgovore. Tukaj je Slovenija. Hvala lepa.",,,,False
ParlaMint-SI_2006-09-27-SDZ4-Redna-20.u112,"Hvala lepa za besedo. Spoštovani predstavniki vlade, spoštovane kolegice in spoštovani kolegi! V slovenski demokratski stranki bomo predlog zakona o spremembah in dopolnitvah zakona o državljanstvu Republike Slovenije vsekakor podprli. Predlog zakona obravnava področje pridobitve prenehanja in pa evidentiranja državljanstva. Na osnovi tega bi lahko rekli, da ta zakon spada med osamosvojitvene zakone in je z vidika suverenosti Republike Slovenije pomemben, ker je takrat izpostavil tudi začetno državljansko telo Republike Slovenije, postavil pa je tudi pravno podlago za pridobitev državljanstva tistim stalnim prebivalcem države, ki ob razpadu prejšnje države niso imeli državljanstva Republike Slovenije. Potrebo po spremembi zakona narekuje na eni strani potrebno po spremembi nekaterih določil, ki povzročajo težave pri izvajanju naturalizacijskih postopkov, torej zaradi poenostavitve in racionalizacije postopkov. Obenem pa tudi vgraditev določb, ki zagotavljajo večjo učinkovitost v primeru zlorab zakona. Če pogledamo statistični podatek povprečnega letnega pripada prošenj za pridobitev slovenskega državljanstva, z naturalizacijo je kar 2500 in prošenj za prenehanje, kar je povprečno 170 na leto, vidimo tudi potrebo po spremembi prenosa pristojnosti v postopkih pridobitve in prenehanje državljanstva Republike Slovenije ter predlog novosti, da se prenese pristojnost za odločanje o postopkih pridobitve in prenehanje državljanstva Republike Slovenije na upravne enote. Sama odprava krajevne pristojnosti pa sledi temeljnemu konceptu, uporabniku prijaznejših in dostopnejših storitev državne uprave. Predlagane spremembe in dopolnitve zakona o državljanstvu Republike Slovenije ne odstopajo od ciljev in načel veljavne zakonodaje in pomenijo nadaljevanje dosedanje prakse. Bistveno se nam zdi poudariti naslednje. Dosedanja praksa izvajanja zakona o državljanstvu Republike Slovenije kaže, da je zaradi večje pravne varnosti uporabnikov in posledično temu preprečitve različne razlage in uporabe v praksi, slednje in še zlasti pomembno ob upoštevanju dejstva, da predlagana sprememba daje pooblastilo za odločanje dejanj v postopkih pridobitve in prenehanja državljanstva Republike Slovenije upravnim enotam. Je potrebno določiti vsaj okvirno vsebino nedoločnim pravnim pojmom, ki jih določa zakon, kot na primer pojma ""dejansko življenje v Republiki Sloveniji"" ali ""zagotavljanje materialne in socialne varnosti"" ter na novo postaviti nekatere rešitve v zakonu, ki so dopuščale različno razlago. Gre torej za pogoje za priglasitev osebe, stare med 18 in 36 let. Predlagana sprememba odpravlja tudi neskladja znotraj istega predpisa glede starostne meje glede priglasitve oziroma v odnosu do drugih predpisov, kot na primer usklajenost z ureditvijo evidentiranja v matičnem registru, usklajenost z zakonodajo na področju migracij. Pomembno se nam tudi zdi, da se uvaja tudi prisega o spoštovanju svobodnega demokratičnega ustavnega reda, ki je utemeljen v ustavi Republike Slovenije. V Slovenski demokratski stranki bomo predlog zakona vsekakor podprli. Hvala lepa za pozornost.",,,,False
ParlaMint-SI_2020-09-29-SDZ8-Redna-20.u86,"Hvala za besedo, podpredsednica. Lep pozdrav vsem, predvsem predstavnikom Vlade, ki danes predstavljajo to novelo v Državnem zboru! Jaz to novelo, ta predlog Zakona o obrambi, ki naslavlja reševanje socialne problematike vojakov po 45. letu, zelo toplo pozdravljam. Dobro se zavedam, da je bila dosedanja ureditev po moji oceni krivična do pripadnikov Slovenske vojske, in s to zakonsko rešitvijo se končno sistemsko naslavlja tudi ta problem. Rešitev, kot je predlagana, je rešitev v dveh korakih, v smislu, da bodo tisti vojaki, ki bodo imeli neka specialna znanja in po katerih bo povpraševanje ali pa potreba v Slovenski vojski še vedno obstajala, lahko ostali zaposleni v Slovenski vojski; za vse ostale pa je predvidena prerazporeditev v organe državne uprave, s tem da bodo na ta delovna mesta lahko dodeljeni ali pa konkurirali brez javnega razpisa in da bodo prenesli tudi vse finančne ugodnosti oziroma višino plače iz dosedanje zaposlitve. Sam namen te novele je vsekakor povečati atraktivnost vojaškega poklica. V prvi vrsti, da se prepreči odliv kadrov – vojakov, ki prav gotovo s tem, ko niso imeli zagarantirane neke prihodnosti po 45. letu, so si iskali druge priložnosti, dokler so še bili mlajši. In ta novela bo tudi omogočila, da bo poklic vojaka postal tako atraktiven tudi za nove, bodoče, morebitne pripadnike in kandidate. S tem se direktno naslavlja problem ali pa tudi strateški dokument. Bela knjiga o obrambi, ki je bila sprejeta v času vlade Marjana Šarca, je nekako zaznala kadrovsko problematiko kot enega večjih problemov in izpostavila, da je treba povečati obseg stalne in rezervne sestave. Ta novela danes to problematiko dobesedno naslavlja, zato mi nekako ni jasno ali pa težko razumem, da jo kolegi, predvsem v LMŠ, ne morejo podpreti. Kajti če te rešitve, tega koraka naprej danes ne naredimo, jaz se res bojim, da potem bo pa res nastopil čas ali pa situacija, ko se bo treba pogovarjati tudi o morebitni postopni uvedbi naborniškega sistema. Če kaj, si jaz želim, da te razmere ne bi nastopile in da bi ohranili obstoječo profesionalno vojsko, za katero jaz mislim, da se je do zdaj zelo dobro izkazala in upravičila tisto odločitev izpred več kot petnajstih let, ko smo se za profesionalno Slovensko vojsko tudi odločili oziroma je bila sprejeta ta strokovna odločitev. Kar se tiče delovanja ali pa pripomb sindikatov; danes smo slišali s strani opozicije, da očitajo ministru, da je novelo pripravil brez socialnega dialoga, dialoga z vojaškimi sindikati. Mogoče moje razmišljanje ali pa moj pomislek, da v bistvu ne razumem, v katerem interesu sploh ti sindikati delujejo. Če delujejo v interesu slovenskih vojakov, svojih članov, potem bi morali pozdraviti čisto vsak napredek, vsak korak, ki izboljšuje položaj slovenskega vojaka. Tukaj pa mislim, da gre za neko predvsem politično nagajanje, delujejo v smislu, če nekdo ponudi prst, hočejo celo roko. Njihova rešitev je samo zelo radikalna, njihov predlog bi seveda pomenil samo izogib ali pa eliminacijo tistega pogoja 45 let kot limita za sodelovanje v Slovenski vojski. Ampak vemo, da to s sabo lahko prinese še zelo veliko drugih težav. Mislim, da je rešitev, ki jo je pripravil sedanji minister, zelo korektna do pripadnikov Slovenske vojske. Ena stvar se pa še izpostavlja, ki je bila tudi izpostavljena danes v razpravah, glede pogoja. Problematizira se pogoj, da tudi pripadniki rezervne sestave ne bi smeli biti člani političnih strank. 42. člen Ustave, zadnji odstavek, jasno določa, pa bom prebrala ta stavek: »Poklicni pripadniki obrambnih sil in policije ne morejo biti člani političnih strank.« V opoziciji si ta stavek razlagajo na način, da imamo poklicno vojsko in da so smiselno tudi pripadniki rezervne sestave poklicni vojaki, ampak jaz vas želim samo spomniti, da je tudi Policija poklicna formacija, poklicna inštitucija; in da potem pripadniki rezervne sestave policije po isti logiki, analogiji ne bi smeli biti pripadniki političnih strank, ampak vemo, da njim je to dovoljeno. Jaz sem prepričana, da si tale stavek nekateri malce narobe ali celo namerno dvolično razlagajo; sploh v kontekstu nekega izpostavljanja političnega vprašanja ali bojazni, da bi se pripadnikom rezervne sestave v veliki meri pridružili ali da bi interes za sodelovanje pokazali pripadniki desne politične opcije. Tukaj jaz ne vidim prav nobene ovire, zakaj ne bi vi, spoštovani kolegi v Levici, tudi nagovorili vse svoje člane, vse svoje simpatizerje, da se tudi oni pridružijo in postanejo vsaj pripadniki rezervne sestave naše Slovenske vojske. Hvala.",,,,False
ParlaMint-SI_2014-09-18-SDZ7-Izredna-03.u257,"Naslednji bo prisegel gospod Janko Veber, minister za obrambo. Prosim.",,,,True
ParlaMint-SI_2001-03-22-SDZ3-Redna-04.u95,"Lep pozdrav! Čisto na kratko. Tukaj ne gre za nobeno konceptualno spremembo, če bomo črtali, tako kot predlaga vlada, to 3. točko. Gre preprosto za dejstvo, da je takšna nezdružljivost opredeljena že v zakonu o notariatu, tako da je na tem mestu po naši oceni nepotrebno, da se to navaja, zato smo predlagali črtanje.",,,,False
