id,text,timestamp_tamara,flagged_tamara,comment_tamara,tag_tamara,timestamp_anze,flagged_anze,comment_anze,tag_anze,timestamp_katja,flagged_katja,comment_katja,tag_katja,rev_tamara,rev_anze,rev_katja,final_tag
250,"Vi ste s točno istim naslovom, z isto EPA, sklicali to sejo Državnega zbora.",2023-03-08 14:58:33,,"I think this had a negative connotation, but its a statement.",N_Neutral,2023-03-08 15:11:35,,Negativ argumment?,Negative,2023-03-08 15:16:32,1.0,"Sounds accusatory, but am not sure what EPA is, implied speakers opinion...",Negative,"Negative sentiment. This is a little too vague to me to be simply negative. I'd stick with N_Neutral, but I do see Katja's point about the acussation and therefor could be Negative. ",Negativ argumment?,I would stick with Negative,Negative
251,"Sistem vzgoje je popolnoma napačen, že v osnovnih šolah.",2023-03-08 14:58:53,,Very negative sentiment.,Negative,2023-03-08 15:11:53,,Negativ opinion,Negative,2023-03-08 15:16:37,,,Negative,"Very negative sentiment, with clear opinion. We agree with Negative. ",Negativ opinion. Negativ,"Agreement, Negative",Negative
252,"Verjetno ne, torej verjetno to ni za tisti čas in to je pač neumen argument.",2023-03-08 14:59:28,,"Implied opinion, a lot of negatives.",Negative,2023-03-08 15:12:23,,"Negativ opinion, with maybe S",Negative,2023-03-08 15:16:48,,,Negative,'To je pač neumen argument''. Self explenatory. We agree with Negative. ,"Negativ opinion, with maybe S (To je pač neumen argument). Negativ",Stick with Negative; agree with Tamara,Negative
253,"Mogoče smo tisti, ki smo iz periferije, še toliko bolj alergični na takle zakon zaradi tega, ker nimamo nič urejena.",2023-03-08 15:02:11,1.0,Both parts negative.,Negative,2023-03-08 15:12:37,,S,Negative,2023-03-08 15:17:00,,,Negative,"Negative, opinionated sentance. We agree with Negative. ",Negativ sentance. Negativ,Negative (can really hear explicit sarcasm),Negative
254,"To je nekako zelo neobičajno, da predsednik Vlade tako na hitro prekvalificira pripravljenost odstopa v odločitev za odstop.",2023-03-08 15:02:45,,sarcasm,Negative,2023-03-08 15:14:04,,"I put it in neutral because i dont feel really strong sentiment, but i'm not really convinced if is noot negativ",N_Neutral,2023-03-08 15:17:51,,"Zelo neobicajno - weak negative connotation, no explicit opinion",N_Neutral,"I think that this is a bit sarcastic, accusatory and a little bit as if the speaker is mocking the intending target. I think the opinion is very clear and it is negative. ''Tako na hitro prekvalificira pripravljenost odstopa v odločitev za odstop''. I stick with Negative. ","I put it in neutral because i dont feel really strong sentiment, but i'm not really convinced if is noot negativ. N_Neutral","I don't think it is really explicit negative sentiment, though I can  Tamara's POV); N_Negative ",N_Neutral
255,"Potem je naslednja recimo zanimiva misel ""Lekadola za lajšanje bolečin brez zdravnikovega nasveta ne jemljite več kot 10 dni, kajti lahko prikrije simptome okužbe.",2023-03-08 15:03:18,,"just a statement, with negative conotation",N_Neutral,2023-03-08 15:14:32,,"Statment, with no opinion",P_Neutral,2023-03-08 15:18:23,,"No explicit opinion, but sounds negative",N_Neutral,"This seem like a negative sentiment, but a vague and lack actually expressed opinion. N_Neutral. ","Statment, with no opinion. P_Neutral",I'd stick with N_Neutral as per my initial comment,N_Neutral
256,"Glasoval bom za sklep, da je treba slovenske varnostno-obveščevalne službe reformirati.",2023-03-08 15:04:46,,"Opinion, positive sentiment.",Positive,2023-03-08 15:14:49,,Speker opinion,Positive,2023-03-08 15:18:51,,"His opinion, but a statement",P_Neutral,"Expressed opinion, with a positive consequence or affirmation. Positive. ",Positiv speker opinion. Positive.,I agree with Tamara and Anže; Positive,Positive
257,"To pomeni, da vas bodo rezali kot klobaso naprej, pa še malo bodo nabrusili nož.",2023-03-08 15:05:08,,sarcasm,Negative,2023-03-08 15:14:57,,S,Negative,2023-03-08 15:19:04,,Sarcasm,Negative,Quite clear. Negative + sarcasm.,Quite clear. Negative + sarcasm.,"Agreement, Negative(S)",Negative(S)
258,"Prav tako bo slednji prevzel stroške za primer, da se prostovoljni reševalec poškoduje ali zboli v času intervencije.",2023-03-08 15:05:43,,"Positive consequence,statement about something.",P_Neutral,2023-03-08 15:15:41,,Negativ argumment with no direct opinion,N_Neutral,2023-03-08 15:19:31,,"Statement, other, negative consequences",N_Neutral,"Idk. We agree with neutral label, but I don't see anything inherently negative here. I also think that the consequences are positive and see it as a sentance expressing factual thing about something or someone. I'll remain with P_Neutral. ",Negativ argumment with no direct opinion. N_Neutral,"I still hear the negative connotation rather than positive, I would stick N_Neutral",N_Neutral
259,"In še celo več, prepovedana je tudi diskriminacija glede na spolno usmerjenost, ki je v tem predlogu amandmaja izpuščena.",2023-03-08 15:06:55,,"First part positive, second part negative, but second sort of trumps the first part.",M_Negative,2023-03-08 15:16:16,,No direct opinion,N_Neutral,2023-03-08 15:19:56,,,Negative,"For me the middle part is positive, but it is surrounded by negative parts. The negative parts sort of overtake the positive part. But for me it seems a bit mixe. Soo I'll remain with M_mixed. (in worst case scenatio I'd lean more on the Negative label). ",Agree with Tamara. M_Negativ.,"I can see the first part as positive and second part as very negative, so I would change my initial label to M_Negative",M_Negative
260,Ministrstvo za finance bo za plačilo prispevka v proračun Evropske unije plačalo malo manj kot 60 milijonov evrov.,2023-03-08 15:08:50,,"Plain statement, nothing inherently negative.",P_Neutral,2023-03-08 15:16:56,,Just statment with no direct opinion,P_Neutral,2023-03-08 15:20:16,,"Factual atatement, but has negative implicated tone",N_Neutral,"For me this is neutral, but there is nothing that I would necessary consider negative. P_Neutral. ",Just statment with no direct opinion. But I and Tamara agree in Positiv because over all statment is positiv. P_Neutral,"""Malo manj"" does turn the sentiment around for me, so I agree with Tamara and Anže; P_Neutral",P_Neutral
261,"Mimogrede, država, ki sem jo prej omenil in sem danes njihovo poročilo gledal ima za leto 2010 predviden javnofinančni primanjkljaj 5,8% družbenega proizvoda, to je Nizozemska.",2023-03-08 15:09:27,,"stamement, no opinion, negative theme.",N_Neutral,2023-03-08 15:17:13,,"Just statment with no direct opinion, but overall negativ sentiment",N_Neutral,2023-03-08 15:21:01,,"Statement, negative connotation",N_Neutral,"Lack opinion, pretty vague, but with negative sentiment. N_Neutral. ","Just statment with no direct opinion, but overall negativ sentiment","Agreement, N_Neutral",N_Neutral
262,"Nima smisla, gospa Potrata, da te zadeve ponovno pogrevate, ker zgledajo kot pokvarjena kisla juha.",2023-03-08 15:09:53,,opinion implied. Negative connotation. slight sarcasm.,Negative,2023-03-08 15:17:26,,S,Negative,2023-03-08 15:21:34,,Sarcasm?,Negative,We agree here Negative + sarcasm.,We agree here Negative + sarcasm. Negativ,Negative(S),Negative(S)
263,"Ni mogoče reči, da zaradi ukvarjanja z vprašanjem v zunanji politiki slovenska vlada podcenjuje probleme v domači politiki.",2023-03-08 15:10:44,1.0,Very neutral statement. Nothing inherently negative.,P_Neutral,2023-03-08 15:18:11,,"No direct opinion, statment with negativ sentiment (podcenjuje )",N_Neutral,2023-03-08 15:22:21,,"Ni mogoce reci- not sure about the opinion authorship here, but negative tone",N_Neutral,"I don't see anything negative here. Second part is for sure negative, but the ''Ni mogoče reči'' negates the second part and pushes me towards the positive side again. P_Neutral. ","No direct opinion, statment with negativ sentiment (podcenjuje). N_Neutral",I agree with Tamara's explanation; would change to P_Neutral,P_Neutral
264,"To pa vem, da je nek priročen izgovor.",2023-03-08 15:11:01,,"opinion is there, negative sentiment.",Negative,2023-03-08 15:18:22,,,Negative,2023-03-08 15:22:34,,,Negative,"Opinion is there, very negative. Negative. ","Opinion is there, very negative. Negative. ",agreement - Negative,Negative
265,"V tem pogledu tudi podpiram stališče, ki ga je prej povedal spoštovani kolega gospod Han.",2023-03-08 15:11:51,,"depend on speaker. But if i don't assume who it is,its implied opinion with positive sentiment.",Positive,2023-03-08 15:18:44,,"Positiv statment, agremment",Positive,2023-03-08 15:22:42,,,Positive,"Support of something, opinion is clear. Positive. ","Support of something, opinion is clear. Positive. ","Agreement, Positive",Positive
266,"V Slovenski ljudski stranki bomo ta zakon, ki je sedaj v prvem branju, seveda podprli.",2023-03-08 15:12:05,,"opinion there, positve.",Positive,2023-03-08 15:18:56,,Positiv statment,Positive,2023-03-08 15:22:48,,,Positive,"Support of something, opinion is clear. Positive. ",Agree with Tamara. Positive. ,"Agreement, Positive",Positive
267,"Verjetno ne zato, ker jim je dolgčas, ampak zato da je to nek socialni korektiv ne samo za njega, ampak v velikih primerih za celotno družino.",2023-03-08 15:13:15,,"""socialni korektiv"" implies something positive. very weak.",P_Neutral,2023-03-08 15:19:24,1.0,,P_Neutral,2023-03-08 15:25:07,,"Implied opinion, but not inherently negative",P_Neutral,"""socialni korektiv"" implies something positive. very weak and therefore neutral. We agree on P_Neutral. ",Agree with Tamara. P_Neutral. ,"Agreement, P_Neutral",P_Neutral
268,"V zakonu o DDV bi se lahko vsem globam črtala ena ničla, saj gredo globe že v absurd.",2023-03-08 15:14:01,,"first positive, second negative, but second is much stronger.",M_Negative,2023-03-08 15:20:03,,Negativ argumment,Negative,2023-03-08 15:25:13,,,Negative,"For me the first part is positive, but second is negative, the latter prevails by far. Majority rule will probably prevail, but I change it to N_Negative(S). ","Negativ sentament, but i would change it to Neutral, because i can sense any direct opinion. N_Negative(S).","I agree with Anže, as I really do not see the first part as positive; though I would not say that there is explicit sarcasm, so i would change it to N_Neutral",N_Neutral(S)
269,"Menda zato, ker je njegovo delo preveč oziroma vodenje bolnišnice, politično.",2023-03-08 15:14:42,1.0,someone elses opinion. Negative sentiment.,N_Neutral,2023-03-08 15:20:59,,"Negativ argumment, and negativ sentiment but no direct opinion that's why it's neutral",N_Neutral,2023-03-08 15:25:25,,,Negative,'Menda zato'' can have many meaning. I saw it as something that someone else opinion and that's why neutral. But negative sentiment. N_Neutral. ,"Negativ argumment, and negativ sentiment but no direct opinion that's why it's neutral. N_Negativ.",I agree that there is no explicit opinion so I would change it to N_Neutral,N_Neutral
270,"Do tega je prišlo zaradi izkoriščanja svinčeve rude, ne pa svinca; svinec je končni produkt.",2023-03-08 15:15:03,,"statement,correction",N_Neutral,2023-03-08 15:21:10,,negativ sentiment but no direct opinion that's why it's neutral,N_Neutral,2023-03-08 15:25:57,,,N_Neutral,"Plain, vague statement, with negative connotation. N_Neutral. ",Negativ sentiment but no direct opinion that's why it's neutral. N_Neutral. ,"Agreement, N_Neutral",N_Neutral
271,"Kolegici iz Slovenske Bistrice hočem povedati, da je njihov župan in njihov takratni minister dokaj spreten in je vedel tudi te zadeve dobro voditi v korist lokalne skupnosti.",2023-03-08 15:16:08,1.0,"Weak statement..Nothing inherently negative. I
opinion implied but not very strong.",P_Neutral,2023-03-08 15:21:44,,Negativ argumment and statment,Negative,2023-03-08 15:26:47,,"We dont know the context behind, but as is, the opinion of the speaker toward the topic in question is positive",Positive,"Opinion is implied, the sentiment is positive. I'd change to Positive(S). ","I read it as a mockery, just if you read the first part ''Kolegici iz Slovenske Bistrice hočem povedati'' is mockery for me. Negative(S)","I would still consider the overall sentiment of the sentence as Positive, but I agree that the first part implies heavy sarcasm; Positive(S)",Positive(S)
272,V nasprotnem primeru je lahko ogroženo tako zaupanje javnosti v nepristranskost sodišč sploh kot tudi zaupanje strank v nepristranskost sojenja v konkretni zadevi.,2023-03-08 15:16:54,,very negative sentiment.,Negative,2023-03-08 15:22:22,,"Negativ sentiment, no direct opinion of the speker",N_Neutral,2023-03-08 15:28:03,1.0,"Implied opinion, negative tone",Negative,"Implied opinion, with a very negative sentiment. Negative.","Negativ sentiment, no direct opinion of the speker. N_Neutral","As the overall tone to me seems very negative, I would stay with Negative",Negative
273,"Že v tem trenutku, ko smo predstavljali stališča poslanskih skupin, smo potrpežljivo počakali na to, da se bo napovedana prisotnost ministra Černača zgodila.",2023-03-08 15:17:34,,sarcasm. not very strong sentance.,N_Neutral,2023-03-08 15:22:41,,,Positive,2023-03-08 15:29:35,,"Opinion of the speaker, charged statement, might have slight sarcasm.",Negative,"I see some sarcasm there. Definitely a negative sentiment, but it's kinda vague. Since there is sarcasm (for me visible) I'd change to Negative. ","Agree with Tamara, Negativ.",Stick with Negative (as per comment); plus sarcasm,Negative(S)
274,"To je tema, ki je študentom najmanj seksi, najbolj dosadna jim je v štartu.",2023-03-08 15:17:58,,"someone elses opinion, negative sentiment.",N_Neutral,2023-03-08 15:24:30,,s,P_Neutral,2023-03-08 15:30:57,,Sarcasm?,Negative,"The sentiment is negative, there is no opinion, bit I agree with Katja that it's a very negative statement and I'd therefor change to Negative. ","This is funny I thought S can only be in negativ statment, but I think this is sarcasem in positiv way, maybe a joke :) P_Neutral+S",I would still consider the sentence negative and I do not sense explicit sarcams; though I can see where Anže is coming from; Negative,Negative
275,"Čeprav bi bilo pametno vnesti notri tudi bolnike, tudi starostne onemogle in podobno.",2023-03-08 15:18:20,,suggestion,P_Neutral,2023-03-08 15:25:17,,Factual statment with no opinion,P_Neutral,2023-03-08 15:31:06,,,P_Neutral,A suggestion. We agree in P_Neutral. ,Factual statment with no opinion. P_Neutral,"Agreement, P_Neutral",P_Neutral
276,"Pa vendar je prav do javnosti, da izve tudi okoliščine tragedije, tudi zato, da do takšnih podobnih tragedij ne bi nikoli več prišlo.",2023-03-08 15:18:51,,positive consequences,P_Neutral,2023-03-08 15:26:11,,"Statment, with negativ sentiment but with no direct opinion",N_Neutral,2023-03-08 15:31:20,,,N_Neutral,"I put positive sentiment here, because I thing the second part (prevention of something) is positive and trumps any negative sentimet. I pressume this will be a majority rule, but I stick with P_Neutral. ","Statment, with negativ sentiment but with no direct opinion. N_Neutral.","I still think the sentiment deviates into negative, though I can see how it could also be positive; I would stick with N_Neutral",N_Neutral
277,"Voznik za vožnjo z njimi ne potrebuje zaščitne varnostne čelade in tudi to je razlog, da je najbolj priljubljena med mlajšimi udeleženci v prometu.",2023-03-08 15:19:20,,"nothing inherently negative, just a statement.",P_Neutral,2023-03-08 15:26:22,,,Positive,2023-03-08 15:32:30,,"Could imply accusatory statement, but as the sentence stands there is nothing inherently negative in it.",P_Neutral,"Katja's initial comment says it best. Could be pressumed differently, but as it is there is nothing inherently negative and has a neutral stance. P_Neutral.",Agree with Tamara. P_Neutral. ,"As per my initial comment, P_Neutral",P_Neutral
278,"V glavnem, v tem smislu bom podprl tretji amandma, ki so ga vložile tri poslanske skupine, ostalih amandmajev pa ne bom podprl.",2023-03-08 15:20:04,,"first part positive, second negative,positive prevails.",M_Positive,2023-03-08 15:27:08,,"Statment with no sentiment first part postiv second negativ, but end oand overall is on postiv side",M_Positive,2023-03-08 15:34:01,,"Explanatory statement, first part positive, second negative with the sentiment leaning more on negative",M_Negative,"Explanation. First part positive, second negative, but for me the positive part is stronger. M_Positive. ","Statment with no sentiment first part postiv second negativ, but end oand overall is on postiv side. M_Positive",I would change my initial label to M_Positive after another reading; agree with Tamara and Anže,M_Positive
279,Za leto 2022 sta nadomestili obeh operaterjev načrtovani v enakem obsegu kot v letošnjem letu in skupaj z ostalimi razpoložljivimi viri zagotavljata potreben obseg sredstev za realizacijo programa dela.,2023-03-08 15:20:22,,just a statement.,P_Neutral,2023-03-08 15:27:35,,Statment with no opinion,P_Neutral,2023-03-08 15:35:06,,,Positive,"No opinion, but positive sentiment. P_Neutral. ","No opinion, but positive sentiment. P_Neutral. ","I agree that it is more of a statement, change to P_Neutral",P_Neutral
280,"Zgolj na kratko glede na to, da je današnja razprava dokaj živahna tudi zaradi teme, ki je na mizi.",2023-03-08 15:20:58,,"just a statement, nothing inherently negative",P_Neutral,2023-03-08 15:27:48,,,Positive,2023-03-08 15:35:27,,,P_Neutral,"Implied opinion, but a very vague, neutral statement. P_Neutral. ",Agree with Tamara. P_Neutral. ,I agree with Tamara/initial label; P_Neutral,P_Neutral
281,"Tretjič, in to je tudi bistveno, minister zdaj pravi, da koncesij ne bo, če bo možno sodelovanje med Luko Koper in Slovenskimi železnicami ter državo.",2023-03-08 15:21:59,1.0,first part negative and second positve. negative prevails.,M_Negative,2023-03-08 15:28:20,,Negativ opinion,Negative,2023-03-08 15:35:43,,,Negative,I'd change to Negative. ,Negativ opinion. Negativ,Negative,Negative
282,"Treba je seveda vedeti to, kar je bilo rečeno tudi na začetku, da se zdaj upokojuje ""generacija baby boom"" po vojni.",2023-03-08 15:22:17,,"statement, nothing negative",P_Neutral,2023-03-08 15:28:53,,"Factual statment, with no direct opinion",P_Neutral,2023-03-08 15:36:19,,,P_Neutral,"Factual statement, with a positive sentiment. We agree P_Neutral. ","Factual statment, with no direct opinion. P_Neutral","Agreement, P_Neutral",P_Neutral
283,"Mislim, da je naša dolžnost, da zahtevamo od vlade, da nas seznani z ukrepi, ki jih je oziroma jih ni izvajala na tem področju.",2023-03-08 15:23:53,1.0,between P and p_neutral. opinion is clear but the sentance,P_Neutral,2023-03-08 15:29:16,,Negativ argument with negativ sentiment,Negative,2023-03-08 15:37:09,,"Accusatory, expressed opinion, negative tone",N_Neutral,"I think this was a misclick on my part. The sentiment is negative, but its not strong enough for me to put it on the strictly Negative side. N_Neutral.",Negativ argument with negativ sentiment. Negative,I'd stick with N_Neutral as per my initial comment,N_Neutral
284,"Za ta resor je potrebna tudi iznajdljivost, potrebna je prodornost in kreativnost.",2023-03-08 15:24:23,,implied opinion,Positive,2023-03-08 15:29:53,,Positiv statment,Positive,2023-03-08 15:37:29,,,P_Neutral,"Implied opinion, with a very strong opinion on what something should be. Positive. ",Positiv statment. Positive,"After re-read, I agree that opinion is very strong, I'd change to Positive",Positive
285,"Gre za to, da bo na tem področju sproščen trg.",2023-03-08 15:24:56,,just a statement. nothing inherently negatative.,P_Neutral,2023-03-08 15:29:54,,Positiv statment,Positive,2023-03-08 15:37:37,,,P_Neutral,"Just a statement, very vague. P_Neutral. ",Agree with Tamara. P_Neutral. ,I'd stick with P_Neutral ,P_Neutral
286,Ustava Republike Slovenije med človekove pravice in temeljne svoboščine med drugim uvršča tudi pravico do uporabe svojega jezika in pisave.,2023-03-08 15:25:19,,"very positive, but just a statement.",P_Neutral,2023-03-08 15:30:16,,"Positiv statment, with no opinion",P_Neutral,2023-03-08 15:37:45,,,Positive,"Could be positive, but since it's just a general statement I put P_Neutral. ","Could be positive, but since it's just a general statement I put P_Neutral. ",I also agree that the opinion is not explicit; P_Neutral,P_Neutral
287,"In potem prva malo večja voda, ko pride malo večja nevihta – ja, saj je vse poplavljeno, vse odnese!",2023-03-08 15:25:38,,implied opinion. Slight sarcasm.,Negative,2023-03-08 15:30:44,,Negativ argumment,Negative,2023-03-08 15:38:01,,,Negative,We agree with Negative. ,We agree with Negative with Tamara. Negativ,"Agreement, Negative",Negative
288,"Drugič, za preprečevanje nezakonitih, nevarnih in neurejenih migracij.",2023-03-08 15:25:52,,statement. negative sentiment.,N_Neutral,2023-03-08 15:31:07,,Negativ statment with direct opinion,Negative,2023-03-08 15:38:05,,,Negative,"This seems like someone naming something on a daily schedule, that's why I'll remain with N_Neutral. ",We agree with Negative with Tamara. Negativ,"I think that here the repetition implies the speakers opinon very strongly, so I would stick with Negative",Negative
289,"Ko se je pa za to vendarle odločila, pa to počne na najbolj nemogoč način, ki je sploh možen.",2023-03-08 15:26:22,,implied opinion. negative sentiment.,Negative,2023-03-08 15:31:30,,,Negative,2023-03-08 15:38:15,,,Negative,We all agree with Negative. ,We agree with Negative with Tamara. Negativ,"Agreement, Negative",Negative
290,"Najbolj vroče so, kot je prej tudi kolega Breznik omenil, tudi storitve sečnje ali pa spravila v gozdovih.",2023-03-08 15:26:54,,"nothing really negative,just a statement,observation.",P_Neutral,2023-03-08 15:31:58,,"No direct opinion, but on negativ side",N_Neutral,2023-03-08 15:39:16,0.0,,P_Neutral,"I don't see negative sentiment here, I also think the theme is rather positive. It's still just a statement, with some implied opinion ''Vroče''. P_Neutral. ","No direct opinion, but over all it's pobably Positiv, because of greater good. P_Neutral",I agree with Tamara/initial label,P_Neutral
291,"Vendar pa menimo, da bi bila določitev dodatne kvote zadolževanja za ta namen pretirana in tudi nevarna za stabilnost javnih financ.",2023-03-08 15:27:19,,"clear opinion, negative sentiment.",Negative,2023-03-08 15:32:35,,Statment is negativ becasue ( pretirana in tudi nevarna) words,Negative,2023-03-08 15:39:29,,,Negative,Usage of strong words. We agree on Negative. ,Statment is negativ becasue ( pretirana in tudi nevarna) words. Negativ.,"Agreement, Negative",Negative
292,"Direktor in solastnik tega podjetja je naenkrat postal v akciji gospoda Tofa, Nedeljskega, dobrotnik leta.",2023-03-08 15:27:42,,"implied opinion, but clearly very negative.",Negative,2023-03-08 15:33:07,,No direct opinion,P_Neutral,2023-03-08 15:40:17,,,P_Neutral,"To me this is sarcastic and negative. ''Je naenkrat postal.... dobrotnik leta''. To me this is clear opinion, with a mocking nature. Negative + sarcasm. ","No direct opinion, but on postiv note becasue of the words ''dobrotnik leta''. P_Neutral","I can see Tamara's POV, but I think it is not explicit enough to warrant Negative; I stick with my initial label; P_Neutral",P_Neutral
293,"Torej, groba groba ocena strokovnjakov je, da naj bi ta številka zadoščala.",2023-03-08 15:27:55,,someone elses opinion.,P_Neutral,2023-03-08 15:33:32,,No direct opinion,P_Neutral,2023-03-08 15:40:29,,,P_Neutral,"Someone elses opinion, but positive sentiment. P_Neutral. ","Someone elses opinion, but positive sentiment. P_Neutral. ","agreement, P_Neutral",P_Neutral
294,"Če ni vedela takrat za to, potem je bila takrat zgolj figura.",2023-03-08 15:28:11,,implied negative opinion.,Negative,2023-03-08 15:33:53,,Negativ argumment,Negative,2023-03-08 15:40:41,,,Negative,"Implied, negative opinion. We agree with Negative. ","Implied, negative opinion. We agree with Negative. ","Agreement, Negative",Negative
295,Če pogledam 8. člen me je pa kar živa groza.,2023-03-08 15:28:28,,clear negative opinion.,Negative,2023-03-08 15:33:55,,Negativ argumment,Negative,2023-03-08 15:40:46,,,Negative,'Živa groza'' - self explenatory. Negative. ,Agree with. Negativ.,"Agreement, Negative",Negative
296,"Če bi bil jaz na vašem mestu, bi bil večkrat tiho.",2023-03-08 15:28:49,,negative sentiment.,Negative,2023-03-08 15:34:04,,Negativ argumment,Negative,2023-03-08 15:41:00,,,Negative,Very harsh. Negative. ,Agree with. Negativ.,"Agreement, Negative",Negative
297,"Dr. Rado Bohinc ima za seboj bogato bibliografijo, naslov rednega profesorja, je rektor slovenske univerze.",2023-03-08 15:29:03,,positive factual statement,P_Neutral,2023-03-08 15:34:15,,,Positive,2023-03-08 15:41:32,,,P_Neutral,"Factual statement, with a positive sentiment. P_Neutral. ","I change it to Neutral, because it's no direct opinion, just statment. P_Neutral",initial label,P_Neutral
298,"S pozdravi bom pa začel pri tistih, ki jih je več kot nas v dvorani, torej pri mladih obiskovalkah in obiskovalcih, pri gledalkah in gledalcih.",2023-03-08 15:29:22,,"a hello,positve, no opinion",P_Neutral,2023-03-08 15:34:27,,,Positive,2023-03-08 15:42:18,,,P_Neutral,"A simple greeting, no real opinion, but positive sentiment. P_Neutral. ",Agree with Tamara. P_Neutral. ,initial label,P_Neutral
299,"Zaradi navedenega se področje ureja tako, da so odškodninski zahtevki mogoči samo, če je poklicna bolezen, poškodba na delu ali smrt nastala zaradi velike malomarnosti delodajalca.",2023-03-08 15:29:59,,"""mogoci samo"" implies negative sentiment, neutral statement.",N_Neutral,2023-03-08 15:35:00,,Statment with no direct opinion,P_Neutral,2023-03-08 15:43:10,,,Negative,'Mogoči samo'' implies a negative sentiment. But to me this is a very vague statement. N_Neutral. ,Statment with no direct opinion. P_Neutral,I agree with Tamara; as it is still a statement with no explicit opinion; N_Neutral,N_Neutral
300,"Delničarja mora uprava KAD-a pisno obveščati o zadevah, ki jih počne.",2023-03-08 15:30:19,,neutral statement. nothing inherently negative.,P_Neutral,2023-03-08 15:35:02,,Statment with no direct opinion,P_Neutral,2023-03-08 15:43:37,,,P_Neutral,"Vague statement, no opinon, nothing negative. Therefor we agree with P_Neutral. ",Statment with no direct opinion. P_Neutral,Agreement,P_Neutral
