id,text,timestamp_tamara,flagged_tamara,comment_tamara,tag_tamara,timestamp_anze,flagged_anze,comment_anze,tag_anze,timestamp_katja,flagged_katja,comment_katja,tag_katja,rev_tamara,rev_anze,rev_katja,final_tag
454,"Se pravi, ne zato, da bi preživeli, ker študentje tudi morajo preživeti, vi ste jim simbolno namenili dvakrat po 150 evrov.",2023-03-23 11:19:23,,"Negative sentiment, but a bit weak sentance and therefor neutral.",N_Neutral,2023-03-23 09:57:52,,Negativ topic,Negative,2023-03-23 11:24:50,,Accusation,Negative,Oh yes. I'd change this to Negative. ,Agree with Katja accusation thats why Negativ. Negativ,"I agree that maybe it might not be as strong as it could be, but I think it is accusation, so I would stick with Negative",Negative
455,"Verjetno bi lahko našli, če bi šli analizirat vse njegove stavke, mogoče kakšnega, da ga spremenimo.",2023-03-23 11:20:35,,I think this negative (could it be positive) but very neutral.,N_Neutral,2023-03-23 09:58:54,,Mixed statment but weak direct opinion,M_Positive,2023-03-23 11:27:16,1.0,"I have no idea what was the point of rhe sentence , so I guess neutral, I guess it has negative connotation? It is very neutral",N_Neutral,A bit condescending and negative. N_Neutral.,Mixed statment but weak direct opinion,"As per my comment, I think it is very neutral in its nature",N_Neutral
456,"Zato poslanska skupina Slovenske demokratske stranke odločno zavrača očitke predlagateljev, da gre za spremembo politike glede usposabljanja iraških varnostnih sil.",2023-03-23 11:25:12,1.0,"As we don't know who the speaker is neutral, negative sentiment is there.",N_Neutral,2023-03-23 09:59:50,,"Negativ topic, but just a paryt statment. It could be neutral but topic is very negativ",Negative,2023-03-23 11:28:56,1.0,"Lack of context whther the speaker is a member of the party or not, so neutral and negative. Could also be purely negative.",N_Neutral,I agree with Katja. N_Neutral.,"Negativ topic, but just a paryt statment. It could be neutral but topic is very negativ. N_Neutral",Because of lack of context I would stick with N_Neutral,N_Neutral
457,"Z zaskrbljenostjo ugotavljam, da se je v času omejitvenih ukrepov razmahnila tudi epidemija nestrpnosti in sovražnosti.",2023-03-23 11:26:26,,Very negative sentance.,Negative,2023-03-23 10:00:01,,,Negative,2023-03-23 11:29:21,,Explicit negative opinion of the speaker,Negative,Agreement - Negativ,Agreement - Negativ,Agreement - Negativ,Negative
458,"Glede davčne politike se pa strinjava, nikakor davčna politika ne more voditi drugih politik.",2023-03-23 11:29:21,1.0,"Could also be positive, but second part sort of ruins it.",P_Neutral,2023-03-23 10:01:27,,"They are in agremment, opinion is present ''se pa strinjava''",Positive,2023-03-23 11:30:44,,"First part positive, second part very negative",M_Negative,"I partially agree with Katja. I think this is an instance of a mixed sentiment (1. +, 2. -). But still think it is positive, because to me the ''we agree'' trumps the second negative part. M_Positive. ","They are in agremment, opinion is present ''se pa strinjava'' thats why it's positiv topic and direct opinion. Positiv","I guess it is agreement, and that opinion is expressed - I am on the fence here, as on the one hand I would stick with my label, but I absolutely see Tamara's and Anže's POV. Further discussion required - after discussion: M_Positive",M_Positive
459,"Ni bojazni za prikrito privatizacijo – na tem mestu ne obtožujem, da želite privatizirati ali ne želite privatizirati, je pa eno dejstvo.",2023-03-23 11:30:25,,Very negative sentance.,Negative,2023-03-23 10:02:48,,Negativ statment and opinion,Negative,2023-03-23 11:35:08,1.0,"Very weird sentence, but from the sound of it, it seems negative",Negative,Agreement - Negative,Agreement - Negative,Agreement - Negative,Negative
460,"Pravite, da imata možnost tožbe na izročitev tega upravnega akta.",2023-03-23 11:30:58,,"Negative sentiment, but no opinion and a bit weak.",N_Neutral,2023-03-23 10:03:35,,"Statment with no direct opinion, but on negativ side",N_Neutral,2023-03-23 11:36:31,1.0,"Question that is not a question? Very neutral, could have either positive or negative connotations, I guess as there is speak of tozba, I would opt for negative.",N_Neutral,Agreement - N_ Neutral,Agreement - N_ Neutral,Agreement - N_ Neutral,N_Neutral
461,"Tega amandmaja poslanska skupina Liberalne demokracije ne bo podprla, ker smo mnenja, čisto enostavno, da če govorimo o socialni varnosti, da notri tudi je všteta oskrba.",2023-03-23 11:31:53,,"Clear opinion, negative.",Negative,2023-03-23 10:04:15,,Statment with no direct opinion (just party opinion),N_Neutral,2023-03-23 11:36:46,,,Negative,'Ker smo mnenja''. The speaker is a part of the party. Negative. ,Statment with direct opinion (just party opinion). Negative,"As the speaker represents the opinion of a party, I still consider this an expressed opinion, so I cannot say that the sentence is Neutral; Negative",Negative
462,"Zato je eden od naših razmislekov, da bi Banka Slovenije, če je to možno, preusmerila svoje naložbe iz tujih vrednostnih papirjev v domače.",2023-03-23 11:32:58,,"This may be implied opinion, but a bit weak. But positive sentiment.",P_Neutral,2023-03-23 10:04:45,,,P_Neutral,2023-03-23 11:38:58,,"This has implied opinion, but the sentiment is sooo weak I cannot consider it P/N.",P_Neutral,Agreement - P_Neutral,Agreement - P_Neutral,Agreement - P_Neutral,P_Neutral
463,"Nisem trdila, da sta to dve enaki kategoriji.",2023-03-23 11:33:47,,"Idk, maybe this is opinion but very weak and negative sentiment.",N_Neutral,2023-03-23 10:05:46,1.0,"Direct opinion, but from just that stament i dont know what is topic is so I put it i positiv but it can be negativ",Positive,2023-03-23 11:39:18,,"Denial, seems defensive, def not neutral",Negative,"To me this lacks a bit of context. I see both of their point, but since this is lacking I'd still remain with N_Neutral. ","Direct opinion, but from just that stament i dont know what is topic is so I put it in positiv but it can be negativ. Negative","To me, it seems too defensive for me to consider it Neutral - I would stick with Negative",Negative
464,In ta polom se je res zgodil po letu 2008 s tisto krizo in to bančno luknjo.,2023-03-23 11:34:20,,Very negative sentance.,Negative,2023-03-23 10:06:55,,Very negativ statment and topic,Negative,2023-03-23 11:39:22,,,Negative,Agreement - Negative,Agreement - Negative,Agreement - Negative,Negative
465,"Visoke cene stanovanj, neurejen najemni trg, negotovost bivanja in krepitev poblagovljenja stanovanjske politike so slika trenutnega stanja v Sloveniji.",2023-03-23 11:34:50,,Very negative sentance.,Negative,2023-03-23 10:06:58,,Negativ topic but no direct opinion,N_Neutral,2023-03-23 11:39:36,,,Negative,Very negative sentance. Negative. ,Negativ topic but no direct opinion but i cant sens opinion. N_Neutral,Very negative topic - Negative,Negative
466,"Odboru je bilo kot dodatno gradivo posredovano mnenje Sodnega sveta z dne, 16. 5. 2008.",2023-03-23 11:35:20,,"Nothing inherently negative, neutral.",P_Neutral,2023-03-23 10:07:27,,Just a statment with no opinion,P_Neutral,2023-03-23 11:39:58,,"Statement, nothing inherently negative.",P_Neutral,Agreement - P_ Neutral,Agreement - P_ Neutral,Agreement - P_ Neutral,P_Neutral
467,"Tukaj vem, da se z gospodom Vizjakom vsi strinjajo, ki bodo slej ko prej raziskali, ampak je treba biti potrpežljiv.",2023-03-23 11:36:20,,The second part givea it a negative vibe. But neutral.,N_Neutral,2023-03-23 10:08:22,,"Statment and i think it's meant as a S, so Negativ +s",Negative,2023-03-23 11:42:05,1.0,"This is a weird sentence, makes almost zero sense, so neutral, there is nothing really negative to it, I guess?",P_Neutral,"Weird sentance, but I'd stick with my initial label: N_Neutral. ","Statment and i think it's meant as a S, so Negativ+S","To me, this sentence really does not make sense, but yes, I agree it is more on the negative side, so I would change my initial label to N_Neutral",N_Neutral
468,Prav tako v naši stranki nismo za brezglavo razprodajo državnega premoženja.,2023-03-23 11:36:39,,Probably some sarcasm.,Negative,2023-03-23 10:09:00,,"Political statment with no direct opinion, just party lines",N_Neutral,2023-03-23 11:42:23,,"Nasi atranki - speakers opinion, negative",Negative,'V naši stranki'' - expressed opinion. Negative. ,"Political statment with no direct opinion, just party lines. Negativ","Expressed party opinion, I do not think it can be neutral; I will stick with Negative",Negative
469,"Za doseganje in ohranjevanje takega gospodarskega napredka je potrebno imeti inovativna in prilagodljiva podjetja, še posebej zdaj ob prehodu na skupni evropski trg.",2023-03-23 11:38:42,,,N_Neutral,2023-03-23 10:09:45,,"No direct opinion, but positiv topic ''gospodarskega napredka''",P_Neutral,2023-03-23 11:42:57,,"Statement of what is needed for positive effect, nothing inherently negative.",P_Neutral,My mistake. I agree with Katja and Anže: P_Neutral. ,"No direct opinion, but positiv topic ''gospodarskega napredka''. P_Neutral","I think that the effects are positive, but it is a statement nontheless, so P_Neutral",P_Neutral
470,"Ne le, da se ne zmanjšujejo, ampak se povečujejo, mestoma celo eksponencialno, tako da postajajo vse večje in je zaskrbljenost zato toliko večja in toliko bolj upravičena.",2023-03-23 11:39:27,,"Negative sentiment, could also be negative.",N_Neutral,2023-03-23 10:10:53,1.0,Negativ topic but i dont know what sentence it's about,N_Neutral,2023-03-23 11:43:07,,,Negative,I have to change my opinion here and agree with Katja. The sentance is very negative and thus Negative.,Negativ topic but i dont know what sentence it's about. N_Neutral,"It is a statement, that is true; however, the rethorics and the escalation makes me think it is not neutral; Negative",Negative
471,Večna tema obravnav zaključnih računov so tudi javna naročila.,2023-03-23 11:39:56,,"Neutral, nothing inherently negative.",P_Neutral,2023-03-23 10:11:24,,,P_Neutral,2023-03-23 11:43:44,,"Implied opinion, statement, negative connotation",N_Neutral,I agree with Katja's point. N_Neutral. ,"Neutral, nothing inherently negative. N_Neutral","""Večna tema"" makes me think that it is more on the negative side, but I agree that it could be P_Neutral; N_Neutral",N_Neutral
472,"Drug ukrep, proti kateremu tako besno protestirajo in pravijo, da nas bo pripeljal v Venezuelo, Kubo ali Severno Korejo, je dvig prispevkov za pokojnine.",2023-03-23 11:41:28,,Negative sentiment.,N_Neutral,2023-03-23 10:12:08,,Negativ topic and argumment with no direct opinion,N_Neutral,2023-03-23 11:44:04,,,Negative,"I cannot agree with neutral. The sentance is very, very negative. Negative. ",Negativ topic and argumment with no direct opinion. N_Neutral,"I guess it it ""Others"" opinion, so I agree that it is more N_Neutral",N_Neutral
473,Deklaracija pred vami torej ne nastaja kot izoliran dokument.,2023-03-23 11:41:55,,"Nothing inherently negative, just a statement.",P_Neutral,2023-03-23 10:12:40,,,P_Neutral,2023-03-23 11:44:40,,"Statememt, a bit defensive.",N_Neutral,Agree with Anže. P_Neutral. ,"Nothing inherently negative, just a statement. P_Neutral","I agree that there is nothing inherently negative, so I would change my label to P_Neutral",P_Neutral
474,"Ampak utrujeni so samo takrat, ko delajo v javnem sektorju.",2023-03-23 11:42:22,,"Just a statement, but negative sentiment.",N_Neutral,2023-03-23 10:13:25,,Negativ statment with no direct opinion,N_Neutral,2023-03-23 11:45:25,,Sarcastic.,Negative,"Could be a bit sarcastic, but it just lack something. N_Neutral. ",Negativ statment with no direct opinion. N_Neutral,"To me this sounds incredibly sarcastic, but that could be my bias showing :) So here, I would one one hand stick with my label, on the other I agree with Tamara and Anže; So, majority vote will be needed probably",N_Neutral
475,"Free Software"" in dostopen internet brezplačen za vse, je prioriteta na področju storitev informacijske družbe.",2023-03-23 11:42:57,,"Just a neutral statement, no opinion. But positive.",P_Neutral,2023-03-23 10:14:04,,"Statment with no direct opinion, but postiv topic",P_Neutral,2023-03-23 11:45:45,,"Statement, very positive topic",Positive,I agree with Anže. P_Neutral. ,"Just a neutral statement, no opinion. But positive. P_Neutral","I agree that it is more of a neutral statement and not as much Positive (again, my bias showing); so P_Neutral",P_Neutral
476,"Nobenega dvoma ni, da se v stranki SAB goreče zavzemamo za dvig pokojnin in generalno izboljšanje statusa starejših v vseh aspektih njihovega življenja.",2023-03-23 11:43:31,,"Opinion clear, very positive.",Positive,2023-03-23 10:14:30,,Party line and statment,P_Neutral,2023-03-23 11:47:07,,"Opinion of the party (zavzemamo), positive",Positive,Clear opinion. Positive. ,Positiv party statment so i change it to Positiv,Positive,Positive
477,"Rešitve so pripravljene in tudi mislim, ko bodo sprejete, učinkovite, zato da se prepreči tudi ta vidik špekuliranja.",2023-03-23 11:44:09,,"Positive, opinion is clear.",Positive,2023-03-23 10:15:07,,,Positive,2023-03-23 11:47:56,,"Speakers opinion, positive solutions.",Positive,Agreement -  Positive,Agreement -  Positiv,Agreement -  Positive,Positive
478,"S to uveljavitvijo se formalno sicer število davčnih zavezancev ne zmanjša, dejansko pa se zmanjša število transakcij plačilnega prometa, kar pomeni administrativno poenostavitev in zmanjšanje stroškov.",2023-03-23 11:44:43,,"Neutral statement, but positive sentiment.",P_Neutral,2023-03-23 10:15:49,,Postiv topic with no direct opinion,P_Neutral,2023-03-23 11:50:35,,"Factual statement, positive consequences",P_Neutral,Agreement - P_Neutral,Agreement - P_Neutral,Agreement - P_Neutral,P_Neutral
479,"O ravnanju vaše vlade, ki je pa še dosti bolj revolucionarno in čisti vse, pa molči.",2023-03-23 11:45:43,,"Observation, but no opinion.",N_Neutral,2023-03-23 10:16:14,,Very negativ topic and statment,Negative,2023-03-23 11:51:02,,"Opinion, far from neutral , accusation",Negative,I agree with Katja and Anže and would change to Negative. ,Very negativ topic and statment. Negative,"I think there is an opinion, or, rather, accusation - so I would stick with Negative",Negative
480,Pri Boxerjih pa se nam porajajo močni dvomi o transparentnosti še bolj pa o racionalnosti.,2023-03-23 11:46:05,,"Opinion clear, negative.",Negative,2023-03-23 10:17:12,,Negativ argumment and no direct opinion,N_Neutral,2023-03-23 11:51:10,,,Negative,"Clear opinion, I would also stick with Negative",Negativ argumment and no direct opinion. N_Neutral,"Clear opinion, stick with Negative",Negative
481,"Časa zmanjkuje, ministru želim vse dobro in pa čestitke za pogumno odločitev pa tudi zaslug [[...]] [[Izklop mikrofona.",2023-03-23 11:47:12,,Transcrip error. Sarcasm?,Negative,2023-03-23 10:17:39,,Negativ statment and S,Negative,2023-03-23 11:53:04,,"Several problems with the statement, it could be seen as positive, or as very very negative and sarcastic",Positive,I absolutely stand by Negative + sarcasm. ,Negativ statment and S. Negativ (S),"To me , it sounds very procedural, but I agree that it could be extremly negative ans sarcastic. So I would change to Negative(S)",Negative(S)
482,"Tudi v Državljanski listi si želimo posodobitve pokojninskega sistema, ki bi sledile dobrim zgledom v razvitih zahodnih državah, in s predlogom ZPIZ-2 smo prišli do polovice poti.",2023-03-23 11:47:34,,"Opinion clear, positive.",Positive,2023-03-23 10:18:09,,Party statment on topic,P_Neutral,2023-03-23 11:53:29,,,Positive,Very positive sentance. Positive. ,Positiv party statment so i change it to Positiv,"Positive expressed opinion, I would stick with Positive",Positive
483,"Vlada mora biti ob tem posebej pozorna na to, da s sprejetimi ukrepi ne bo posegala v premoženjsko najšibkejše družbene sloje in povečevala socialne stiske ter stopnje revščine.",2023-03-23 11:48:03,,"""poseg"" negative sentiment. Neutral.",N_Neutral,2023-03-23 10:19:06,,"Satatment and 
warning from the opposition. No direct opinion",N_Neutral,2023-03-23 11:55:20,1.0,"Caution, statement, the consequences could be very negative",N_Neutral,Agreement -N_Neutral,Agreement -N_Neutral,Agreement - N_Neutral,N_Neutral
484,"V tem času je močno prisotna tudi psihoza, predvsem na strani opozicije, in sicer psihoza izgube časa in pa nujnega ukrepanja.",2023-03-23 11:48:30,,"Very negative sentance. ""Psihoza"".",Negative,2023-03-23 10:19:38,,Negativ statment and argumment,N_Neutral,2023-03-23 11:55:41,,Sarcasm,Negative,Use of strong negative words. Negative.,Negativ statment and argumment so yes it's negativ.,"Very negative (psihoza), I guess the sarcasm is more of a maybe. So, Negative",Negative
485,"Druga novost tega zakona je, jaz ne bom zahajal v podrobnosti, ker gre za prvo obravnavo seveda, druga novost so elektronske volitve.",2023-03-23 11:49:15,1.0,"A bit confusing,but I think its positve and neutral.",P_Neutral,2023-03-23 10:19:55,,,Positive,2023-03-23 11:57:00,,"So many words for such a short sentnece, neutral and nothing inherently negative",P_Neutral,"Confusing sentance, but kinda neutral. P_Neutral. ","A bit confusing,but I think its positve. P_Neutral","I still think it is too neutral and confusing for me to consider it Positive, so I would stick with P_Neutral",P_Neutral
486,"Odškodnina bo po zakonu pripadla vsem izbrisanim, ki so si na katerikoli pravni podlagi uredili status.",2023-03-23 11:49:43,,Just a statement with positive sentiment.,P_Neutral,2023-03-23 10:20:21,,Statment with no direct opinion,P_Neutral,2023-03-23 11:58:42,,"Statement, positive consequences but very factual and no negative connotation.",P_Neutral,Agreement -P_Neutral,Agreement -P_Neutral,Agreement - P_Neutral,P_Neutral
487,"Vsa sodobna znanost in vse raziskave temeljijo na tem, kaj pomeni, če je človek preveč za računalnikom, kako umsko, telesno, duševno, duhovno propada.",2023-03-23 11:52:57,,"Negative theme,just a statement.",N_Neutral,2023-03-23 10:20:57,,Negativ topic and statment no opinion,N_Neutral,2023-03-23 12:00:21,,"Statement, heavily implied opinion of the speaker, but not enough to be considered negative per se.",N_Neutral,Agreement -N_Neutral,Agreement -N_Neutral,Agreement - N_Neutral,N_Neutral
488,"Kot veste, sta bila dva obsojena na dosmrtno ječo.",2023-03-23 11:53:35,,Very negative sentance.,Negative,2023-03-23 10:21:16,,Negativ statment and topic,Negative,2023-03-23 12:01:22,1.0,"Could also be Negative,but the opinion is not even implied, it is just a statement with negative connotation.",N_Neutral,Very negative sentance. Negative. ,"Negativ statment and topic, very negativ sentiment too. Negativ","Ok yes, I agree that it is very negative, I would change to Negative",Negative
489,"Dovolite mi, da dodam nekaj k temu, kar je sicer zapisano v obrazložitvah.",2023-03-23 11:55:42,,"Ambiguous, nothing inherently negative.",P_Neutral,2023-03-23 10:21:39,,Statment with direct opinion ''Dovolite mi'',Positive,2023-03-23 12:03:36,,"Asking for permission, neutral",P_Neutral,I agree with Katja. This doesn't have an exact expression of opinion and just seems kinda neutral. P_Neutral. ,Statment with direct opinion ''Dovolite mi''. Positive,"""Dovolite mi"" to me does not represent direct opinion, I think it is too neutral to be Positive; P_Neutral",P_Neutral
490,"In ne samo, da jih kršijo, čeprav so ta pravila sankcionirana ne samo v aktih Evropske unije, ampak je možno tudi sankcije uveljavljati preko evropskega sodišča.",2023-03-23 11:57:33,,"First part negative, second positive. I think the positive wins here.",M_Positive,2023-03-23 10:22:31,,Mixed statment first part negativ second postitiv overall positiv,M_Positive,2023-03-23 12:03:57,,Accusation.,Negative,I agree with my initial comment and with Anže. M_Positive. ,Mixed statment first part negativ second postitiv overall positiv.  M_Positive,I honestly cannot detect positive sentiment here  - I think majority vote will do the trick here but I seriously do not see mixed sentiment. Negative,M_Positive
491,"Če imamo nekje sistem, ki dovoljuje, da se dela negativna kadrovska selekcija, potem gre za sistem, ki ne prinaša odgovornosti.",2023-03-23 11:58:57,,"Statement, with negative sentiment.",N_Neutral,2023-03-23 10:23:10,,Negativ topic with no opinion,N_Neutral,2023-03-23 12:06:24,,"Statement, but heavily implied personal opinion, negative",Negative,I also agree with Katja and change to Negative. ,On second reading i can agree with Katja. Negativ,"I am on the fence between Negative and N_Neutral, as it is a bit weak to be fully Negative. I do not know anymore :) ",Negative
492,"Ja, naredite proslavo priključitve Primorske Sloveniji in ne dopustite, da jo ukrade neka organizacija, ki predstavlja nadaljevanje saj vemo česa.",2023-03-23 12:00:07,,Very negative sentance.,Negative,2023-03-23 10:23:40,,Negativ statment with no direct opinion,N_Neutral,2023-03-23 12:06:58,,Sarcasm,Negative,Very negative sentance. Negative. ,Negativ statment with no direct opinion. N_Neutral,"Maybe not direct sarcasm, but I think it is Negative",Negative
493,"Se pravi, za povečanje tega kapitala, ki je, povsem jasno, lastniški, se ga da odprodati, se da na njegov način odstopiti.",2023-03-23 12:00:49,1.0,Confusing. Negative sentiment but I guess neutral.,N_Neutral,2023-03-23 10:24:10,1.0,,Negative,2023-03-23 12:08:49,,"Statement, makes zero sense, negative connotation",N_Neutral,"Kinda neutrally, statement. N_Neutral. ",Confusing. Negative sentiment but I guess it can be negativ or neutral. Negative,Very confusing. Statement - N_Neutral,N_Neutral
494,"To je zelo pomembno, kajti nas so ljudje izvolili na terenu.",2023-03-23 12:01:13,,"Just a statement,but nothing negative.",P_Neutral,2023-03-23 10:24:34,,Just a statment with opinion,Positive,2023-03-23 12:09:51,,"Lacks context, nothing inherently negative",P_Neutral,"Just a statement,with no opinon and context. P_Neutral.",Just a statment with opinion. Positive,"It is true that we can see authorship of the sentence, but I would not say that this is necessary an opinion. So I think it is more neutral; I would stick with P_Neutral",P_Neutral
495,"Hkrati bi se zahvalil tudi za generalno opozorilo, ki ne velja samo za ta zakon, glede skladnosti spola, sklona in števila pri pripravi tovrstnih dokumentov.",2023-03-23 12:02:36,,maybe sarcasm,Negative,2023-03-23 10:25:14,,I think it's S?,Negative,2023-03-23 12:10:52,,,Positive,I agree with Anže. Negative + sarcasm.,I think it's S? Negative,I really do not know what of think of this - to me it sounds like a genuine thank you (but maybe I'm just naive). But I can see how it could be Negative; so I would change it to Negative,Negative(S)
496,"Še sreča, da do tega ni prišlo med športno prireditvijo.",2023-03-23 12:03:22,,Just a statement with negative sentiment.,N_Neutral,2023-03-23 10:26:16,,"Negativ statment but no opinion. It could also be positive, since an accident was prevented, but there is insufficient data for this",N_Neutral,2023-03-23 12:12:14,,"Implied opinion, positive and hopeful",P_Neutral,Negative theme and thus I remain with N_Neutral.,"Negativ statment but no opinion. It could also be positive, since an accident was prevented, but there is insufficient data for this. N_Neutral","In my initial comment I said it sounds hopeful, but I do think it is more on the negative side, so I would change to N_Neutral",N_Neutral
497,"Kolikor se bo tisto uresničilo, kar sem prej povedal, potem bo dobro, sicer pa bo to izgubljena priložnost.",2023-03-23 12:04:22,1.0,First part positive second negativen But for me second dampens the mood.,M_Negative,2023-03-23 10:26:38,,,Negative,2023-03-23 12:14:54,1.0,"Speakers opinion, first part positive, second negative",M_Positive,I stick with my label. M_Negative. ,Yes i had troubel here it is mixed. M_Negativ,"Upon re-reading, I think it really might be more on the negative side - I might consider changing it to M_Negative or stick with my label. ",M_Negative
498,"Javna naročila predstavljajo velik del porabe proračunskega oziroma javnega denarja, zato je pomembno, da ta poraba poteka pregledno in po vnaprej predpisanih in znanih pravilih.",2023-03-23 12:04:37,,,P_Neutral,2023-03-23 10:27:16,,"Statment with no direct opinion, I thnik topic is on postiv side",P_Neutral,2023-03-23 12:15:14,,,P_Neutral,Agreement -P_Neutral,Agreement -P_Neutral,Agreement - P_Neutral,P_Neutral
499,"S tem lahko ugotovimo, da nam bonitetne agencije in pa tuji partnerji zaupajo in ocenjujejo, da je Slovenija stabilna in pa zaupanja vredna država.",2023-03-23 12:05:32,,,P_Neutral,2023-03-23 10:27:36,,,P_Neutral,2023-03-23 12:15:54,,,Positive,I agree with Katja and Anže. P_Neutral. ,"No direct opinion, but positiv topic ''gospodarskega napredka''. P_Neutral","No direct opinion, but to me it read as a very positive sentence. But it is in its true form a sentence, so yes, it is P_Neutral",P_Neutral
500,"Glede na omenjene izkušnje, je nedvomno treba pretehtati bistvena vsebinska vprašanja, kar pa mu pomeni, da se lahko ta pomembna naloga vleče v nedogled.",2023-03-23 12:06:04,,"statement, but negative sentiment (second part).",N_Neutral,2023-03-23 10:28:32,,"No direct opinion, i put it in negativ because of the last part ''a se lahko ta pomembna naloga vleče v nedogled''",N_Neutral,2023-03-23 12:16:56,,"Statement, negative connotation",N_Neutral,Agreement -N_Neutral,Agreement -N_Neutral,Agreement - N_Neutral,N_Neutral
