id,text,timestamp_tamara,flagged_tamara,comment_tamara,tag_tamara,timestamp_katja,flagged_katja,comment_katja,tag_katja,rev_tamara,rev_katja,final_tag,disagreement6
1776,"In seveda se obnašati na način, kaj je osnovni pomen besede ekonomija – oikos in logos.",2023-06-13 13:14:01,1.0,what?,N_Neutral,2023-06-12 16:07:46,,,P_Neutral,I still don't know what it is so I trust Katja and agree with her.,"I am not sure about the meaning or context of this, so...would like to discuss further",P_Neutral,1
1777,"Tisti, ki so to oškodovali, ki so kradli.",2023-06-13 13:14:06,,,Negative,2023-06-12 16:07:55,,,Negative,,,Negative,0
1778,"Boste pa prebrali vse drugo, to pa res, zato se je treba pohvaliti.",2023-06-13 13:14:20,1.0,,Positive,2023-06-12 16:08:07,,Missing context,P_Neutral,Agree with Katja. ,"To me this is really confusing, maybe reading even as sarcastic...",P_Neutral,1
1779,"SAP ponuja 27 in pol milijonov oziroma zahteva za izvedbo projekta 27 in pol milijona evrov, Hermes Soft Lab 14,8 milijona evrov.",2023-06-13 13:14:28,,statement,N_Neutral,2023-06-12 16:08:33,,Missing context,P_Neutral,,I agere that it is more with negative connotation,N_Neutral,1
1780,"Potem gre z več optimizma pričakovati, da se bo podprto z domišljenimi in izvedenimi ukrepi povečala samozavest in motiv za gospodarsko napredovanje in rast.",2023-06-13 13:14:59,,Conflicting. This could very well be mockery.,Positive,2023-06-12 16:09:09,,,P_Neutral,I agree with neutral label. ,"Oh, this to me first read just as a statement, but yes, I agree that it could also be mockery. I would like to discuss",P_Neutral,1
1781,"Zato vidim, da poleg tega da se povečujejo razpoke v objektih naše kulturne dediščine, so prav na tem zakonu vidne povečane razpoke med koalicijskimi partnerji.",2023-06-13 13:15:06,,,Negative,2023-06-12 16:09:37,,,N_Neutral,,"Oh yes, it is Negative",Negative,1
1782,"Poleg tega veliko bolj natančno določa pravice posameznikov, ki jim je bilo omejeno gibanje ali odvzeta prostost, ter skrajšuje čas dovoljenih posegov v človekovo svobodo.",2023-06-13 13:15:33,,statement,P_Neutral,2023-06-12 16:09:58,,,P_Neutral,,,P_Neutral,0
1783,"Zdelo se mi je tako zelo enostavno, da lahko en zapornik odsluži svojo zaporno kazen samo za vikende.",2023-06-13 13:16:17,,mockery maybe?,Negative,2023-06-12 16:11:56,1.0,"This one is very weird, seems sarcastic. Or fully positive, which would be very very weird...",Negative,,,Negative,0
1784,Z nakup 45 oklepnikov Boxser za 412 milijonov evrov vladajoča politika ne služi interesom prebivalk in prebivalcev te države.,2023-06-13 13:16:40,,,Negative,2023-06-12 16:12:13,,,Negative,,,Negative,0
1785,"To je dejstvo in naša obveza do veteranov, da moramo pri vračanju odvzetih pravic danes postopati pravično in enako do vseh.",2023-06-13 13:16:59,,statement,P_Neutral,2023-06-12 16:12:37,,,Positive,,Statement,P_Neutral,1
1786,"Poglaviten cilj paketa je hiter odziv na probleme, ki so nastali zaradi drugega vala epidemije.",2023-06-13 13:17:03,,,P_Neutral,2023-06-12 16:12:43,,,P_Neutral,,,P_Neutral,0
1787,"Državni zbor, ta kolektiv je danes postavljen v šah mat pozicijo.",2023-06-13 13:17:08,,,Negative,2023-06-12 16:12:55,,,Negative,,,Negative,0
1788,"Zakon o delovnih razmerjih določa, da ima posameznik pravico do enega dneva dopusta za vsakega otroka do dopolnjenega 15. leta.",2023-06-13 13:17:14,,,P_Neutral,2023-06-12 16:13:01,,,P_Neutral,,,P_Neutral,0
1789,"Gospa ministrica, jaz vam toplo polagam na srce, dajte napraviti nekaj na tem področju, da mi zaposlimo najprej visoko usposobljene kadre, ki jih imamo na terenu.",2023-06-13 13:17:57,1.0,"Implied opinion, plea. Seems a bit...idk not positive, but I can't put it anywhere else.",Positive,2023-06-12 16:14:25,,,P_Neutral,Just a plea. ,"To me this is just a plea, that could have a multitude of interpretations...discussion needed",P_Neutral,1
1790,"Torej, da se jim omogoči glasovanje po pošti ali na diplomatsko-konzularnih predstavništvih.",2023-06-13 13:18:01,,,P_Neutral,2023-06-12 16:14:30,,,P_Neutral,,,P_Neutral,0
1791,"Se opravičujem, tudi sam bomo obrazložil glas, da bom ta amandma podprl.",2023-06-13 13:18:06,,,Positive,2023-06-12 16:15:32,,,P_Neutral,The middle part makes it confusing and pushes me to the neutral side. ,"To me this does not sound really Positive, just kinda a statement...",P_Neutral,1
1792,"Takrat so nekateri rekli, ja, to je piar.",2023-06-13 13:18:10,,,P_Neutral,2023-06-12 16:16:21,,,N_Neutral,Many interpretations. ,To me this is a bit accusatory.,P_Neutral,1
1793,S tem želimo na nek način napraviti strogo kaznovalno zakonodajo nekoliko bližjo ljudem.,2023-06-13 13:18:22,,,P_Neutral,2023-06-12 16:20:09,,,P_Neutral,,,P_Neutral,0
1794,"Pa seveda bodo zdaj oni tudi odločali o tem, kaj bodo dali policiji, kaj tožilstvu oziroma kaj sodstvu.",2023-06-13 13:18:41,,"seems negative connotation, but too weak to be negative.",N_Neutral,2023-06-12 16:20:41,,,P_Neutral,,"Oh noooo, this has negative connotation ",N_Neutral,1
1795,"Opisnik za vsako raven zajema tri kategorije učnih izidov, to so znanje, spretnost in kompetence.",2023-06-13 13:18:45,,,P_Neutral,2023-06-12 16:20:54,,,P_Neutral,,,P_Neutral,0
1796,"Ja seveda, poslušajte, spoštovani podpredsednik, spoštovani poslanski kolega!",2023-06-13 13:18:53,,procedural,P_Neutral,2023-06-12 16:21:00,,,P_Neutral,,,P_Neutral,0
1797,"Manifest Levice, ki ga berete, ste napisali sami in je lažen manifest.",2023-06-13 13:18:57,,,Negative,2023-06-12 16:21:06,,,Negative,,,Negative,0
1798,"Niti eden od poslancev ne ve, katere naložbe je Vlada vse odprodala.",2023-06-13 13:19:01,,,Negative,2023-06-12 16:21:12,,,Negative,,,Negative,0
1799,"In poglejte, da ga potem nekdo v tej dvorani, gospa Levičarjeva je to bila, razglasi za sovražen govor.",2023-06-13 13:19:08,,,Negative,2023-06-12 16:21:24,,,Negative,,,Negative,0
1800,Državni zbor se lahko skliče v nekaj dneh in ne bi bilo to nič kaj počasneje od Vlade ali pa od trenutne ureditve.,2023-06-13 13:19:26,,"neutral, but seems like a negative sentiment.",N_Neutral,2023-06-12 16:21:31,,,N_Neutral,,,N_Neutral,0
1801,"Nadalje predlog zakona še dodatno omeji odgovornost delodajalca, ko predlaga omejitev višine povrnitve povzročene škode v primeru hude malomarnosti na 20-kratnik najnižje pokojninske osnove.",2023-06-13 13:19:51,,'omeji odgovornost delodajalca'' negative sentiment.,N_Neutral,2023-06-12 16:22:16,1.0,,N_Neutral,,,N_Neutral,0
1802,"Če preveč napenjaš oči, pride do glavobola, glavobol pa povzroča slabo voljo in so potem poslanski kolegi še bolj nekateri kritični do predlagane vsebine zakona.",2023-06-13 13:20:00,,mockery,Negative,2023-06-12 16:23:08,,Sarcasm?,Negative,,,Negative(S),0
1803,"In še nekaj bi poudaril: vsi si zapomnimo besede premierja, ki je dejal: ""Recesija je tudi priložnost za hiter vzpon in razvoj.",2023-06-13 13:20:20,1.0,Could maybe be p_neutral?,N_Neutral,2023-06-12 16:23:27,,,P_Neutral,"Could be both, but lets stick with P_Neutral. ","Hmmmmm......I can see both points, discussion?",P_Neutral,1
1804,Terjatve so premoženje države in na nek način z odprodajo terjatev kupec lahko pride do pomembnega lastniškega deleža podjetja oziroma bo podjetje obvladovalo.,2023-06-13 13:20:31,,,P_Neutral,2023-06-12 16:23:36,,,P_Neutral,,,P_Neutral,0
1805,"Kot na primer ponovno nepravilnost pri bilanci prihodkov in odhodkov, saj so nepravilno razvrščeni tekoči investicijski transferi.",2023-06-13 13:20:38,,,N_Neutral,2023-06-12 16:23:55,,,N_Neutral,,,N_Neutral,0
1806,"Zaradi tega mislim, da na koncu interpelacija veliko pove o piscih in o njihovem razumevanju pomena in vloge zunanje politike in tudi nerazumevanja, kako notranjapolitična nesoglasja škodijo zunanjepolitičnim interesom.",2023-06-13 13:20:43,,,Negative,2023-06-12 16:24:38,,,N_Neutral,,"Yes, it is a pointed statement...",Negative,1
1807,"Imamo 17 obratov za razstavljanje vozil z okoljevarstvenimi dovoljenji, v njih letno razgradijo približno 6 tisoč 500 izrabljenih vozil.",2023-06-13 13:21:08,,statement. I don't see anything that would be inherently negative.,P_Neutral,2023-06-12 16:24:55,,,P_Neutral,,,P_Neutral,0
1808,Z evropsko agendo za varnost komisija vzpostavlja strategijo za odzivanje Evropske unije na grožnje varnosti v Evropski uniji za obdobje 2015–2020.,2023-06-13 13:21:14,,,P_Neutral,2023-06-12 16:25:05,,,P_Neutral,,,P_Neutral,0
1809,"Delate povsem in v celoti v nasprotju s tem, kar ste bili učeni od institucije, ki jo občasno navajate v vladnih prostorih.",2023-06-13 13:21:22,,,Negative,2023-06-12 16:25:15,,,Negative,,,Negative,0
1810,Vendar niti enega samcatega objektivnega ali pa res konstruktivnega predloga ni bilo moč zaznati.,2023-06-13 13:21:27,,,Negative,2023-06-12 16:25:24,,,Negative,,,Negative,0
1811,"Zato smo v Levici skupaj z opozicijo KUL že petič predlagali novelo Zakona o rudarstvu, s katerim bi v Sloveniji trajno prepovedali pridobivanje zemeljskega plina s frackingom.",2023-06-13 13:21:50,,I just don't feel this a strictly positive.,P_Neutral,2023-06-12 16:25:43,,,P_Neutral,,,P_Neutral,0
1812,"Dovolite mi samo nekaj misli, odzivov na razpravo.",2023-06-13 13:22:05,,procedural statement before a speech.,P_Neutral,2023-06-12 16:25:46,,,P_Neutral,,,P_Neutral,0
1813,"Ptuj ni maral železnice, Maribor jo je pa vzel.",2023-06-13 13:22:21,,seems like a statement with a bit of a negative sentiment.,N_Neutral,2023-06-12 16:26:09,1.0,,M_Positive,,I agree this is more Neutral than Mixed,N_Neutral,1
1814,V Poslanski skupini Desus poleg finančnega prihranka pričakujemo tudi informacijsko in tehnološko racionalizacijo poslovanja.,2023-06-13 13:22:29,,,P_Neutral,2023-06-12 16:26:22,,,P_Neutral,,,P_Neutral,0
1815,"Zato je še toliko bolj tehtno razmišljanje in tudi stališče na tem, da ta avtentična razlaga skoraj v ničemer ne škoduje na trgu, daje pa večjo varnost podizvajalcem.",2023-06-13 13:22:36,,,P_Neutral,2023-06-12 16:26:59,,,P_Neutral,,,P_Neutral,0
1816,"V Sloveniji, ne vem, če veste, kroži šala.",2023-06-13 13:22:44,,mockery probably,Negative,2023-06-12 16:27:55,,Missing context,P_Neutral,It's definitely mockery. ,"Ohhhh yess it is mockery probably, just not sure if fully negative, maybe N_N?",Negative,1
1817,"In gospe in gospodje, te strukture imamo še danes.",2023-06-13 13:22:49,,,P_Neutral,2023-06-12 16:28:24,1.0,"Could be one or the other, missing context",P_Neutral,,,P_Neutral,0
1818,"Danes je v državnem zboru ne prvič ne zadnjič zelo živahen in delaven dan, vsi imamo veliko obveznosti.",2023-06-13 13:23:24,,"Nothing inherently negative at this point, but with a bit of context could definitely have a negative sentiment.",P_Neutral,2023-06-12 16:28:52,,,N_Neutral,'Zelo živahen'' is negative. ,To me this does have more of a negative connotation.,N_Neutral,1
1819,"Že angleški pisatelj Ben Johnson je zapisal, da je zdravje blagoslov bogatih in bogastvo revnih.",2023-06-13 13:23:28,,,P_Neutral,2023-06-12 16:29:08,,,P_Neutral,,,P_Neutral,0
1820,"Ne govorite, da ni med ljudstvom resnih zagovornikov in da ljudstvo o ničemer nič ne ve, da je trapasto, neumno in žaliti ljudi.",2023-06-13 13:23:34,,,Negative,2023-06-12 16:29:18,,,Negative,,,Negative,0
1821,Ali bodo ta naša veteranska združenja dobila v letošnjem letu denar za svoje delovanje?,2023-06-13 13:24:06,,A question. But I think it has a negative sentiment and not a positive. I don't think it was meant in good fate.,N_Neutral,2023-06-12 16:30:24,1.0,"Could also be loaded question, missing context",P_Neutral,,I think this is loaded question with negative sentiment,N_Neutral,1
1822,"Tudi jaz sem zaznal na nek način neko nelagodje, mora biti celo neko paniko iz vrst na desni strani.",2023-06-13 13:24:15,,,Negative,2023-06-12 16:32:00,,,N_Neutral,Mockery. ,"Statement to me, but I can see Tamara's point of view",Negative,1
1823,"In res bi bilo še najbolje, da bi zakon v celoti zavrnili in se stvari lotili na novo.",2023-06-13 13:24:44,,seems a bit weak to label it strictly negative.,N_Neutral,2023-06-12 16:50:16,,,P_Neutral,,I agree with Tamara,N_Neutral,1
1824,"Namreč, vsaka veteranska organizacija je imela svojo proračunsko postavko.",2023-06-13 13:24:49,,,P_Neutral,2023-06-12 16:50:32,,,P_Neutral,,,P_Neutral,0
1825,"Kajti obravnavamo na matičnem delovnem telesu dopolnjen Predlog zakona o ukrepih za uravnoteženje javnih financ občin, nekajkrat pa smo se tega področja dotaknili že včeraj.",2023-06-13 13:24:59,,,P_Neutral,2023-06-12 16:50:39,,,P_Neutral,,,P_Neutral,0
1826,"Res je, vse več je nezaposlenih, nemiri v Evropi, nekonkurenčno gospodarstvo.",2023-06-13 13:25:03,,,Negative,2023-06-12 16:50:45,,,N_Neutral,,"Oh no, this is negative ",Negative,1
1827,Postopek celovite presoje vplivov na okolje in postopek priprave prostorskih izvedbenih aktov bosta integrirana tako za državne kot občinske prostorske akte.,2023-06-13 13:25:11,,,P_Neutral,2023-06-12 16:50:53,,,P_Neutral,,,P_Neutral,0
1828,"Predvsem so sporne nekatere kadrovske poteze, ki smo jih že navedli, kajti tudi tekom današnje seje predstavniki Vlade niso pojasnili, zakaj so zamenjali vodstvo Slovenskega državnega holdinga.",2023-06-13 13:25:17,,,Negative,2023-06-12 16:51:02,,,N_Neutral,,I guess this is to negative to be neutral,Negative,1
1829,"Mi vemo, da je bil pred tem sneženjem ekstremen mraz, da je bila podlaga, ceste, asfalt zelo podhlajena.",2023-06-13 13:25:49,,"I don't think that ''vemo'' states an opinion. Neutral, but negative sentiment though.",N_Neutral,2023-06-12 16:51:12,,,N_Neutral,,,N_Neutral,0
1830,"Predlog resolucije odgovarja na veliko teh vprašanj, vendar se bojim, da so rešitve včasih preveč splošne in zaradi pomanjkanja finančnih virov tudi negotove.",2023-06-13 13:26:05,,"1. positive, 2. negative",M_Negative,2023-06-12 16:51:21,,,N_Neutral,,"Yes, mixed",M_Negative,1
1831,"In zaradi te pomanjkljivosti je bilo veliko časa izgubljenega v tem državnem zboru, ko smo se prepirali, kaj je tisti razumni rok.",2023-06-13 13:26:11,,,Negative,2023-06-12 16:51:29,,,N_Neutral,,,Negative,1
1832,Udba je izsiljevala priznanja z uporabo metod najhujšega fizičnega in psihičnega mučenja.,2023-06-13 13:26:15,,,Negative,2023-06-12 16:51:32,,,Negative,,,Negative,0
1833,"Skratka, jaz zato menim, da so v tem konkretnem primeru ti nastavki v veliki večini dobrodošli in pravilno naravnani, morda se še kakšna niansa lahko popravi.",2023-06-13 13:26:45,,All in all very positive and opinion clear (despite the least part being a bit eefy).,Positive,2023-06-12 16:51:42,,,Positive,,,Positive,0
1834,"Hkrati pa zasledimo zadovoljstvo vseh tistih, ki jih je tobačni dim v zaprtih prostorih nadvse motil.",2023-06-13 13:26:53,,,P_Neutral,2023-06-12 16:51:49,,,P_Neutral,,,P_Neutral,0
1835,"In to varovalko proračunskega financiranja javnega zdravja, da ni talec kriz kapitalizma, da ni talec tržnih nihanj ali vsakokratne vlade, smo v resnici v Levici predlagali že zdavnaj.",2023-06-13 13:27:34,,"Nuetral and not strong enough for a clear cut label, but has negative sentiment in my opinion. A bit defensive.",N_Neutral,2023-06-12 16:52:09,,,N_Neutral,,,N_Neutral,0
1836,"Ni pa naš interes, da bi poslušali nesoglasja med ministrom in njegovim podrejenim.",2023-06-13 13:27:39,,,Negative,2023-06-12 16:52:17,,,N_Neutral,Statement. ,"Not sure here, would like to discuss",N_Neutral,1
1837,"Polne bolnišnice, utrujen in izžet kader, ki kliče na pomoč, kaos pri komuniciranju, pri izvajanju ukrepov oziroma napovedovanju ukrepov.",2023-06-13 13:27:42,,,Negative,2023-06-12 16:52:54,,Could also be n_neutral,Negative,,,Negative,0
1838,"Učeni vrhovni sodniki v tej slovenski republiki, konkretno rečeno dve vrhovni sodnici in trije vrhovni sodniki, so o tem tudi zapisali eno svoje stališče.",2023-06-13 13:27:59,,,P_Neutral,2023-06-12 16:53:03,,,P_Neutral,,,P_Neutral,0
1839,"O usodi slovenskega naroda lahko skrbi samo nas, samo Slovence.",2023-06-13 13:28:03,,,N_Neutral,2023-06-12 16:53:08,,,P_Neutral,,"Yes, agree with Tamara",N_Neutral,1
1840,"Znano je, da je Janez Janša kasneje, ko je izgubil političen vpliv v Delu, obžaloval prodajo Mercatorja.",2023-06-13 13:28:09,,,N_Neutral,2023-06-12 16:53:19,,,N_Neutral,,,N_Neutral,0
1841,"Jaz bi vas kot tistega, ki vodi sejo, vljudno naprosil, sam imam pred sabo deklaracijo o usmeritvah za delovanje Republike Slovenije v institucijah Evropske unije.",2023-06-13 13:28:31,,"procedural request. Nothing negative, lacks context.",P_Neutral,2023-06-12 16:53:36,,,P_Neutral,,,P_Neutral,0
1842,"In to bi si želel, da je vsebina tega sklepa, ki je napisan grozno na ""kunšten"" način in ga jaz ne zastopim.",2023-06-13 13:28:39,,,Negative,2023-06-12 16:54:02,,"Missing context, confusing",N_Neutral,,"Ok yes, I agree with Tamara, maybe discussion?",Negative,1
1843,"S tega naslova državljanke in državljani ne bodo niti pod točko razno dobili obljub, izrečenih s strani Vlade.",2023-06-13 13:28:51,,,Negative,2023-06-13 12:10:40,,,Negative,,,Negative,0
1844,"Če bomo dosledno sledili finskemu modelu, potem se bo seveda tista prva, glavna vsebinska razprava zgodila na zadevnem vsebinskem področju, najprej na matičnem delovnem telesu.",2023-06-13 13:29:26,,,P_Neutral,2023-06-13 12:10:49,,,P_Neutral,,,P_Neutral,0
1845,"Bo nekdo tožil državo, zato ker je sprejela tako neumen pravilnik, da zdaj nimamo določenega segmenta turistov na našem območju.",2023-06-13 13:29:33,,,Negative,2023-06-13 12:10:53,,,Negative,,,Negative,0
1846,"Kriza pojema in se kaže gospodarska rast, torej ne bi bilo več razloga, zaradi katerega se je lani sprejel interventni ukrep 50 % zamrznitve osnovanja pokojnin za letošnje leto.",2023-06-13 13:29:41,,,N_Neutral,2023-06-13 12:11:31,,,P_Neutral,,,N_Neutral,1
1847,"Naj dodam, da sem kasneje sprejel tudi protest gospoda Štruklja v zvezi s tem, zakaj ni bil vabljen.",2023-06-13 13:29:54,,statement with negative sentiment.,N_Neutral,2023-06-13 17:57:31,,,N_Neutral,,,N_Neutral,0
1848,"Torej, po našem mnenju je najpomembnejša ustrezna ureditev 90. člena, ki mora zagotoviti, da bo Slovenija končno dobila pravi zakonodajni referendum.",2023-06-13 13:30:17,,too weak to be strictly positive.,P_Neutral,2023-06-13 17:57:43,,,P_Neutral,,,P_Neutral,0
1849,"Ravno obratno: kaj imamo lahko odprto, da ljudje delajo, da imajo službe.",2023-06-13 13:30:25,,,N_Neutral,2023-06-13 17:57:59,,,N_Neutral,,,N_Neutral,0
1850,Prisilna poravnava ne sme biti namenjena le zaščiti in ohranitvi dolžnika.,2023-06-13 13:30:31,,,P_Neutral,2023-06-13 17:58:30,1.0,,N_Neutral,,,N_Neutral,1
1851,"Prav tako pa mora biti ta sistem varen, prilagodljiv, odziven in pregleden.",2023-06-13 13:30:36,,,P_Neutral,2023-06-13 17:58:38,,,P_Neutral,,,P_Neutral,0
1852,Slovenija pa je imela izbiro: dokapitalizirati banke z državno pomočjo ali pustiti banke v insolventnem stanju ter tvegati stečaj in kolaps finančnega sistema.,2023-06-13 13:30:52,,dillema,N_Neutral,2023-06-13 17:59:02,,,N_Neutral,,,N_Neutral,0
1853,"Ko pa take ljudi razglašamo za skorajda državne sovražnike, izkoriščevalce, tiste, ki črpajo državne pokojnine in ne vem kaj še vse, to je pa sramota.",2023-06-13 13:31:02,,,Negative,2023-06-13 17:59:08,,,Negative,,,Negative,0
1854,"Ljudje pravijo, da poti v pekel so tlakovane z dobrimi nameni, v bankrot javnih financ pa seveda s trošenjem in zadolževanjem preko mere.",2023-06-13 13:31:12,,,Negative,2023-06-13 17:59:30,,,N_Neutral,,I agree with Tamara,Negative,1
1855,"Imamo tudi vojaške vaje Kitajske pa Irana in naiven je in romantično naiven je tisti, ki misli, da je to mačji kašelj.",2023-06-13 13:31:23,,mockery,Negative,2023-06-13 17:59:47,,,Negative,,,Negative,0
1856,"Poleg tega pa z vidika celostne ponudbe zakon trgovcem omogoča dodatne dejavnosti v trgovskih centrih oziroma trgovinah, kot je na primer dodatna obdelava hrane, ki je primerna za uživanje.",2023-06-13 13:31:31,,,P_Neutral,2023-06-13 18:00:00,,,P_Neutral,,,P_Neutral,0
1857,"Z njegovo pomočjo, ponavljam, so nastala pravila, ki danes niso več konvertibilna.",2023-06-13 13:31:38,,,N_Neutral,2023-06-13 18:00:17,,Accusatory,Negative,"Accusatory, implied opinion. ",This is very accusatory to me,Negative,1
1858,"Je pa to, kot sem dejala, priročno politikantstvo, priročna demagogija.",2023-06-13 13:32:00,,implied opinion,Negative,2023-06-13 18:00:28,,,Negative,,,Negative,0
1859,"Ukrep zgodnjega upokojevanja v letu 2005: število vlog je 111, vse so kontrolirane in pa na popolnost vloge.",2023-06-13 13:32:09,,statement,P_Neutral,2023-06-13 18:00:42,,,P_Neutral,,,P_Neutral,0
1860,"Že takrat smo se zavedali, da je posebej pomembno gojiti znanje na najbolj izpostavljenih območjih.",2023-06-13 13:32:19,,,P_Neutral,2023-06-13 18:00:59,,,P_Neutral,,,P_Neutral,0
1861,Slednji vsekakor prispeva k dvigu konkurenčnosti in s tem tudi k večji kakovosti storitev.,2023-06-13 13:32:23,,,P_Neutral,2023-06-13 18:01:36,,,P_Neutral,,,P_Neutral,0
1862,"Da nam pa to potem govori nekdo, ki je milijon 100 tisoč evrov porabil za šolo, ki je še danes ni, je pa najmanj smešno.",2023-06-13 13:32:33,,mockery,Negative,2023-06-13 18:01:43,,,Negative,,,Negative,0
1863,"Minister Cigler Kralj ima v spopadu z epidemijo velik črn madež, to je neposredna odgovornost te vlade in tudi odločitev ministra.",2023-06-13 13:32:39,,,Negative,2023-06-13 18:01:49,,,Negative,,,Negative,0
1864,"Pred nedavnim je izšla knjiga Pot v propad, kako so vlade in centralne banke uničile svet in zakaj najhuje šele prihaja.",2023-06-13 13:32:54,,statement about a book,N_Neutral,2023-06-13 18:01:56,,,N_Neutral,,,N_Neutral,0
1865,"Ta ukrep bo predvsem velik udarec družinskim podjetjem, manjšim podjetjem.",2023-06-13 13:32:59,,,Negative,2023-06-13 18:03:01,,,N_Neutral,,,Negative,1
1866,"Poglejmo nekaj konkretnih primerov, saj jih imate na ministrstvih.",2023-06-13 13:33:21,,"although seems innocent, I think this has a negative sentiment.",N_Neutral,2023-06-13 18:03:07,,,N_Neutral,,,N_Neutral,0
1867,"Je že tako, da so rebalansi običajno nezaželjeni, saj prej kot ne odvzemajo sredstva, vsaj v zadnji zgodovini se je dokazalo, da noben rebalans ni dodajal.",2023-06-13 13:33:42,,,N_Neutral,2023-06-13 18:03:23,,,N_Neutral,,,N_Neutral,0
1868,"Kar se tiče zakonodaje, kar se tiče urejanja področja.",2023-06-13 13:33:50,1.0,lacks context,P_Neutral,2023-06-13 18:03:27,,,P_Neutral,,,P_Neutral,0
1869,"To, kar se je dogajalo v zadnjih petih letih, je katastrofa.",2023-06-13 13:33:53,,,Negative,2023-06-13 18:03:30,,,Negative,,,Negative,0
1870,"Kontradiktorni ste sami sebi, če potem pripravite dokument, ki zajema udobje še dve leti po koncu slovenskega predsedovanja.",2023-06-13 13:34:00,,,Negative,2023-06-13 18:03:40,,,Negative,,,Negative,0
1871,"To je tudi znamenje, da v Sloveniji ni dovolj enotnosti glede nujnih ukrepov izhoda iz krize.",2023-06-13 13:34:09,,implied opinion,Negative,2023-06-13 18:03:47,,,N_Neutral,Agreed with Katja. Weak to be fully negative.,A bit weak for me to consider it fully negative,N_Neutral,1
1872,"Torej, če poskušam slikovito prikazati, kako bi po novi ureditvi, po zakonu o upravi in zakonu o javnih uslužbencih, izgledalo vodenje v ministrstvu.",2023-06-13 22:48:10,,"although there is nothing really negative, I think this has a negative connotation because of '' slikovito prikazati''.",N_Neutral,2023-06-13 18:04:21,1.0,Could be also n_neutral,P_Neutral,,I agree with Tamara,N_Neutral,1
1873,"To pa sta glavna razloga, zakaj paketa zakonov ne moremo podpreti.",2023-06-13 22:48:13,,,Negative,2023-06-13 18:04:39,,,N_Neutral,,I am not sure here..,Negative,1
1874,"Po našem mnenju gre pri tem za domiselno rešitev, ki pa vsekakor postavlja določena vprašanja in dileme.",2023-06-13 22:48:47,,"1. positive, 2. negative",M_Positive,2023-06-13 18:05:55,,,P_Neutral,,I agree with Tamara,M_Positive,1
1875,"Motite se, najbolj nevarni so aerosoli v zaprtih prostorih.",2023-06-13 22:48:53,,,Negative,2023-06-13 18:06:12,,,Negative,,,Negative,0
1876,"Nadalje ocenjujemo, da bi predlog zakona omogočal lažji, krajši in pa predvsem postopkovno gledano enostavnejši odnos in pa urejanje vprašanj glede osebnih stikov.",2023-06-13 22:50:25,,statement,P_Neutral,2023-06-13 18:06:20,,,P_Neutral,,,P_Neutral,0
1877,"Ne samo to, ne vidim tudi njega tu, da bi pokomentiral, kako namerava udejanjiti to svojo napoved in videnje planiranja za naprej.",2023-06-13 22:50:39,,statement,N_Neutral,2023-06-13 18:06:47,,Sarcastic?,Negative,"Implied opinion, accusatory.",This sounds very accusative to me and not really neutral,Negative,1
1878,"Verjetno, če gre za kakršnokoli težavo in pomanjkljivost, bi bila takšna seja več kot upravičena, in da bi prišel minister z ekipo in nekatere stvari pojasnil.",2023-06-13 22:51:17,,statement,N_Neutral,2023-06-13 18:07:20,,,P_Neutral,,"I do not sense anything with negative connotation, but I could be wrong. Would like to discuss",N_Neutral,1
1879,"To pomeni, da smo lahko na neki točki pozicija in opozicija enotni, in očitno tu smo.",2023-06-13 22:51:26,,,P_Neutral,2023-06-13 18:10:46,0.0,,P_Neutral,,,P_Neutral,0
1880,"Ker bi ta številčnost uporabnikov počasi naraščala, pa se to seveda ne bo zgodilo čez noč.",2023-06-13 22:52:07,1.0,Very neutral and lacks context,N_Neutral,2023-06-13 18:11:21,,,P_Neutral,I agree with P_Neutral. ,"Ahh, not so sure here, I would still say that this is very neutral",P_Neutral,1
1881,"Ni idealen za delodajalce, ni idealen za sindikate, ni idealen za inšpekcijske organe.",2023-06-13 22:52:27,,"Repetitive negative, although no actual opinion",Negative,2023-06-13 18:11:36,,,N_Neutral,,Ok yes negative,Negative,1
1882,"Zakaj želi Vlada postaviti na mesto guvernerja Banke Slovenije osebo, ki bo lutka predsednika Vlade?",2023-06-13 22:52:37,,accusatory,Negative,2023-06-13 18:11:41,,,Negative,,,Negative,0
1883,Pravilno regulirani in z dobro politiko obvladovanja tveganj lahko pomenijo relativno varen in stabilen način plemenitenja premoženja.,2023-06-13 22:52:50,,,P_Neutral,2023-06-13 18:11:48,,,P_Neutral,,,P_Neutral,0
1884,"Te živahne investicije v opremo kažejo, na povečanje proizvodnje, ker sicer teh strojev podjetja ne bi naročala.",2023-06-13 22:53:14,,,P_Neutral,2023-06-13 18:12:04,,,P_Neutral,,,P_Neutral,0
1885,"Čeprav moram reči, da tudi moč vaših šefov polčasi pojema.",2023-06-13 22:53:19,,,Negative,2023-06-13 18:12:17,,,N_Neutral,,,Negative,1
1886,In se naj gospod Zmago Plemeniti malo zamisli nad seboj.,2023-06-13 22:53:23,,,Negative,2023-06-13 18:12:20,,,Negative,,,Negative,0
1887,"Tukaj je pa res smiseln citat gospoda Frangeža ""in to državo nič ne briga"".",2023-06-13 22:53:33,,implied opinion,Negative,2023-06-13 18:12:52,,Sarcasm?,Negative,,,Negative,0
