id,text,timestamp_tamara,flagged_tamara,comment_tamara,tag_tamara,timestamp_anze,flagged_anze,comment_anze,tag_anze,timestamp_katja,flagged_katja,comment_katja,tag_katja,rev_tamara,rev_anze,rev_katja,final_tag
161,"Niso to samo naši najbolj ljubljeni, ampak tisti, ki so najbolj potrebovali.",2023-03-02 13:47:24,,"No opinion, seems positive.",P_Neutral,2023-03-02 13:57:58,,"speaker's opinion, maybe more on postiv side becasue of the last part",P_Neutral,2023-03-02 14:09:33,1.0,"Statement,no direct opinion but no negative connotation",P_Neutral,"Lacks context and opinion, but positive sentiment. P_Neutral.",Agreement,We're in agreement,P_Neutral
162,"Ob tem pozabljate oziroma ne navajate, ali gre za cene, ki vsebujejo prevoz ali ne.",2023-03-02 13:48:04,,"Observation, with no expressed opinion.",N_Neutral,2023-03-02 13:58:28,,speaker's opinion or probably argumment on the negativ side,N_Neutral,2023-03-02 14:09:57,,,N_Neutral,"No opinion, but negative sentiment. N_Neutral.",speaker's opinion or probably argumment on the negativ side,We're in agreement,N_Neutral
163,"In ta črn madež bo na tem postopku za vedno ostal in mislim, da mnogim povzroča veliko težav pri današnjem glasovanju v zvezi s to zadevo.",2023-03-02 13:48:15,,,Negative,2023-03-02 13:58:39,,,Negative,2023-03-02 14:10:04,,,Negative,Agree with everyone. Negative.,Negativ statment,We're in agreement,Negative
164,"Z njim bi opozorili na spoštovanje človekovih pravic in svoboščin, prav tako pa bi se s tem poudaril in utrjeval pomen suverene države.",2023-03-02 13:48:49,,"Positive theme, no opinion by speaker.",P_Neutral,2023-03-02 13:58:53,,,P_Neutral,2023-03-02 14:10:13,,,Positive,"I agree with Anže, I don't see direct opinion. But sentiment is positive. ","No direct opinion, with positiv note",I would change my opinion that it is in fact more negative with positive connotation  P_Neutral,P_Neutral
165,"Na to so opozarjali tudi nadzorstveni mehanizmi, kot sta Računsko sodišče in Komisija za preprečevanje korupcije, a brez uspeha.",2023-03-02 13:49:18,,"Negative, but lacks any opinion.",N_Neutral,2023-03-02 13:59:38,,"Negativ because of the last part, which is speaker's opinion",N_Neutral,2023-03-02 14:10:43,,"First part positive, second part negative, which is stronger",M_Negative,"Negative sentiment, but again I don't see direct opinion here. N_Neutral.","Negativ because of the last part, which is speaker's opinion ( but it's not so hard opinion that you can say it's negativ)",I have no idea what I was thinking here - I agree with Tamara and Anže; N_Neutral,N_Neutral
166,"V Poslovniku Državnega zbora ni nikjer v nobenem členu napisano, da lahko Državni zbor delovnemu telesu naloži pripravo te točke na tak način.",2023-03-02 13:50:11,,same as the example before: negative theme that lacks opinion.,N_Neutral,2023-03-02 13:59:56,,speaker's opinion,P_Neutral,2023-03-02 14:11:13,,"Statement, negative connotation",N_Neutral,'Na tak način'' leads me to the opinion that this is a negative sentiment. but at the end it's a more neutral statement. N_Neutral.,"Statement, negative connotation",I agree with Tamara's interpretation and I stick with N_Neutral,N_Neutral
167,"To so oskrba s pitno vodo, odvajanje in čiščenje komunalnih odpadnih voda, cestne povezave, pokritje z internetno povezavo in podobno.",2023-03-02 13:50:39,,Nothing inherently negative. Statement.,P_Neutral,2023-03-02 14:00:09,,speaker's opinion,P_Neutral,2023-03-02 14:11:34,,,P_Neutral,Nothing inherently negative and lacks opinion of the speaker. P_Neutral.,speaker's opinion or probably argumment on the positiv side,Agreement,P_Neutral
168,"Prav ta ogled je vsem zainteresiranim poslancem omogočil, da smo se nedvoumno prepričali, da v teh dokumentih ni bilo nobenih zemljevidov ne Slovenije ne Hrvaške.",2023-03-02 13:51:04,,,Negative,2023-03-02 14:00:50,,,P_Neutral,2023-03-02 14:12:54,,"First part positive, second negative connotation, but overal tone positive",M_Positive,"Uff. I'd change to P_Neutral. I's a statement, but on a 13th read there maybe really isn't anything that would be strictly negative. P_Neutral.","No direct opinion, with positiv note, maybe iplade opinion with a middle part ''da smo se nedvoumno prepričali''","I first thought the first part is semi-positive, but I agree that it is more neutral in nature, so I would change my label to P_Neutral",P_Neutral
169,"Predvidevamo lahko, da je šlo za neporavnane račune, in takšnih tempiranih bomb je v teh kriznih časih v Sloveniji najverjetneje še kar nekaj.",2023-03-02 13:51:40,,"""Predvidevamo"" implies opinion.",Negative,2023-03-02 14:01:11,,speaker's opinion,Negative,2023-03-02 14:13:03,,,Negative,Clear negative opinion. ,Negativ statment,Agreement,Negative
170,"Eni na kulturen način, tako kot ste vi počeli, eni pa na grob način, tako kot so počeli tisti, ki so poškodovali policiste.",2023-03-02 13:54:28,,1. positive vs. 2. negative (this sentiment sort of prevails),M_Negative,2023-03-02 14:02:11,,"speaker's opinion first part is positive, the last is negative. But the whole sentence is more on positiv side",M_Positive,2023-03-02 14:13:09,,,Negative,1. positive vs. 2. negative (this sentiment sort of prevails). M_Negative.,"speaker's opinion first part is postiv, the last in negativ. But the whole sentence is more on positiv side","I agree thatt the first part is slightl more positive than neutral, agree with Tamara ",M_Negative
171,"Saj vemo, kako je bilo nerodno, ko ste zavzeli pritrdilno stališče glede zakona o volitvah v Državni zbor, pa se potem predsednik Vlade s tem ni strinjal.",2023-03-02 13:55:49,,Opinion. Maybe some sarcasm.,N_Neutral,2023-03-02 14:02:41,,Argumment,P_Neutral,2023-03-02 14:14:38,,Sarcasm?,Negative,I'd change to Negative. ''Saj vemo'' for me implies opinion. I'd also say that there is some sarcasm there. Negative (S),"No direct opinion, but Argumment on positiv side",I stick with my first ruling,Negative(S)
172,"Tam bo treba sprejeti odločitev, ki ne bo vsem všeč, če bomo želeli priti do celostne in končne rešitve.",2023-03-02 13:58:14,,"""odlocitve za resitev"" vs. ""ne bo vsem vsec"".",M_Negative,2023-03-02 14:04:11,,Speakers opinion,P_Neutral,2023-03-02 14:16:52,,"Statement, negative connotation",N_Neutral,"First and last part are to me positive in sentiment, but the middle ''ki ne bo vsem všeč'' is negative. M_Negative. ","Statement, negative connotation","I would change my opinion that it has mixed sentiment, with negative connotation, M_Negative",M_Negative
173,Nikogar ne smemo izgubiti in nikogar ne smemo pozabiti.,2023-03-02 13:59:02,,Vague statement that in my opinion leans on the positive side.2,P_Neutral,2023-03-02 14:04:12,,,Positive,2023-03-02 14:17:07,,,Positive,"I'd change to positive, since opinion is implied. Positive.",Positiv statment,Positive tone overall,Positive
174,"Tema seveda ni gospodarstvo, za katerega smo pred volitvami tako vehementno trdili, da se bomo iz njega umaknili.",2023-03-02 14:00:39,1.0,Deciding between N_Neutral and Negative because it is a sort of weak statement.,N_Neutral,2023-03-02 14:04:16,,Speakers opinion,P_Neutral,2023-03-02 14:18:09,,,Negative,"'smo....vehementmo'' is the speakers criticism to himself, therefor opinion is implied. I'd change to Negative. ","Positiv statment, with maybe opinion in second part","I would stick with my original label, as words ""vehementno"" and ""smo"" imply direct opinion and also very negative connotation",Negative
175,"Mislim, da je bil ta nastop izrazit primer oziroma poskus, da bi določena dejstva relativizirali, in to na nevaren način.",2023-03-02 14:01:48,,"Again as before: a very weak statement, but opinion is there ""mislim"" and the sentiment is negative.",Negative,2023-03-02 14:04:42,,Speakers opinion which is negativ,Negative,2023-03-02 14:18:23,,,Negative,Negative.,Speakers opinion which is negativ,Agreement,Negative
176,"Rada bi pa tudi opozorila še na eno stvar, ki jo lahko vzamete tudi tako, kot je mišljena, nekoliko zlobno.",2023-03-02 14:03:00,1.0,"Again. I think opinion is implies, usage of the word ""zlobno"". But it's just very weak.",Negative,2023-03-02 14:05:03,,S,Negative,2023-03-02 14:19:04,,"Statement, but pretty negative connotation",N_Neutral,'Tako kot je mišljena...zlobno''. Negative. ,"Negativ statment, with S?","I would change my ruling, as it does actually implies her opinion. Negative",Negative
177,"Na drugi strani pa smo ugotovili tiste najbolj kritične potrebe, ki so v bolnišnicah, in jih želimo izpopolniti.",2023-03-02 14:03:46,,,P_Neutral,2023-03-02 14:06:21,,"Speakers opinion, positiv becasue of the last part ''in jih želimo izpopolniti''",Positive,2023-03-02 14:19:36,,"Statement, no speaker opinion per se, positive expectations.",P_Neutral,"Just a statement, with no actual opinion by the speaker, so I'd stick with P_Neutral.","Speakers opinion, positiv becasue of the last part ''in jih želimo izpopolniti''","Statement, stick with original label",P_Neutral
178,"Treba je spoštovati poslovnik v celoti, tako da se mi včasih zgodi, da bi moral ob taki priložnosti pozdraviti prazne klopi in prazne stole.",2023-03-02 14:05:59,1.0,Stated opinion that is negative.,Negative,2023-03-02 14:06:40,,s,Negative,2023-03-02 14:21:41,,Sarcasm.,Negative,Negative.,Negativ S,Original,Negative(S)
179,"Vemo v kakšnih razmerah so se te stvari dogajale in da so bile grožnje s fizičnimi likvidacijami, ljudje so takrat delovali na lastno pest.",2023-03-02 14:07:11,,"Statement of knowledge, but I don't really see opinion.",N_Neutral,2023-03-02 14:07:02,,Argumment,Negative,2023-03-02 14:21:50,,,Negative,I'd change my label. ''Vemo'' implies opinion. Negative.,Negativ statment,Original,Negative
180,"Po predlagani spremembi bodo sodišča v času od 15. julija do 15. avgusta odločala v nujnih zadevah, v katerih procesni roki tečejo, prav tako bo potekalo vročanje.",2023-03-02 14:07:47,,"No opinion, nothing negative.",P_Neutral,2023-03-02 14:07:18,,,P_Neutral,2023-03-02 14:22:11,,Factual statement no negative sentiment,P_Neutral,"No opinion, just a statement, with positive sentiment. P_Neutral.",Factual statement no negative sentiment,Agreement,P_Neutral
181,"Vemo, da je to cestno stanje res najbolj kaotično v tej državi.",2023-03-02 14:07:54,,,Negative,2023-03-02 14:07:46,,Negativ speakers opinion,N_Neutral,2023-03-02 14:22:19,,,Negative,"Opinon is clear, negative sentiment. Negative.","Negativ speakers opinion, but whit no direct opinion","Opinion, so I would stick with the Negative",Negative
182,"Zato še enkrat pravim, da bom tudi v svojem imenu in apeliran na vse, da ta zakon podpremo, ker drugače bomo naredili veliko neumnost in škodo našim davkoplačevalcem.",2023-03-02 14:08:21,1.0,,Negative,2023-03-02 14:09:16,,positive because he wants support for his idea,Positive,2023-03-02 14:24:03,1.0,"First part positive, second part negative, which is stronger",M_Negative,"The second is very negative. Despite it having a ''wishful'' theme, I'd stick with Negative. ",Agree with Tamara i would change my mark in negativ,I agree with Tamara that it is Negative as the first part might not really express opinion and the tone of the statement is really negatie,Negative
183,"Ampak, zagotavljam vam, da to ne bo lahkoten proces.",2023-03-02 14:09:08,,,N_Neutral,2023-03-02 14:10:56,1.0,I can't make out what was meant to be said in this sentence,M_Positive,2023-03-02 14:24:15,,,N_Neutral,No substance to any implied opinion. Just a statement. N_Neutral.,I can't make out what was meant to be said in this sentence,"I stand by my first label, as there is no implied opinion, just statement, N_Neutral",N_Neutral
184,"Samo to bi rad pojasnil, ni bilo darilo, ampak je bil to denar, ki smo ga zbrali privatno vsak iz svojega žepa.",2023-03-02 14:09:28,,Statement.,P_Neutral,2023-03-02 14:11:39,,Speakers explanation,P_Neutral,2023-03-02 14:25:17,,Defence,N_Neutral,An explanation. Nothing inherently negative. I'd stick with P_Neutral.,Speakers explanation on positiv side,"I guess when reading again that it is mostly an explanation with no explicit negative connotation, so I change it to P_Neutral",P_Neutral
185,"V resolucijah vseh strank je segment, ki obravnavajo ekološko zavest, zelo poudarjen - tudi v naši stranki je to bilo, seveda - in na to karto kandidati igrajo.",2023-03-02 14:11:07,1.0,"What leans me on the negative side is ""in na to karto kandidati igrajo"" Needs context.",N_Neutral,2023-03-02 14:13:19,,"spekers opinion, on the positiv side becasue you can see the speaker's sentiment at the end of the sentence",Positive,2023-03-02 14:26:57,,"Opinion at the end, negative",M_Negative,"What leans me on the negative side is ""in na to karto kandidati igrajo"" Needs context. I'd change to M_Negative though, because the first part is negative. M_Negative.","spekers opinion, on the positiv side becasue you can see the speaker's sentiment at the end of the sentence","I would stick with my first ruling, as the first part sounds positive and the opinion at the end shifts it to negative.",M_Negative
186,"Ta zakon ne bo vplival ne na tekstilno, oblačilno in usnjarsko predelovalno industrijo.",2023-03-02 14:12:09,,No opinion. (Just a thought if ne would be le it would change the sentiment).,P_Neutral,2023-03-02 14:13:33,,spekers opinion,P_Neutral,2023-03-02 14:27:35,,,P_Neutral,"If the NE is correct transcription, then I stick with P_Neutral. Horrible grammar of the sentance. ","spekers opinion, on the positiv side but it's not direct ","NOTE: This sentence is really problematic, as it is far from grammatically correct and one word change (ne/le) can make a big difference in sentiment ",P_Neutral
187,Tudi to neskladje je treba po odločbi Ustavnega sodišča urediti.,2023-03-02 14:13:10,,Statement. Something that must be done but isn't Yet.,N_Neutral,2023-03-02 14:13:37,,spekers opinion,P_Neutral,2023-03-02 14:29:01,,"No negative connotation, but very neutral",P_Neutral,Something that needs to be changed. I'd stick with N_Neutral. ,"No negative connotation, but very neutral","Agree with Anže, Majority rule",P_Neutral
188,"Sklep o pričetku pripravljanja načrta, opravljanju postopku podpisovanja bo predvidoma podpisan do konca februarja 2011.",2023-03-02 14:13:42,,"Statememt. No opinion, nothing inherently negative.",P_Neutral,2023-03-02 14:13:50,,spekers opinion,P_Neutral,2023-03-02 14:29:23,,"Statement, factual, no neg. Sentiment, so positive",P_Neutral,Agreement. P_Neutral.,"Statement, factual, no neg. Sentiment, so positive",Agreement,P_Neutral
189,"Kot zakonodajno in najvišje predstavniško telo Državni zbor svojih pristojnosti ne more prenesti na drug organ, pri čemer pa je edina izjema določena za primer vojnega ali izrednega stanja.",2023-03-02 14:17:11,,"Positive sentiment (or theme),just a statement of rule.",P_Neutral,2023-03-02 14:16:39,,no spekers opinion,N_Neutral,2023-03-02 14:29:49,,,P_Neutral,"Just a statement, but I don't see anything really negatine. Soo I'd stick with P_Neutral.",no spekers opinion and on negativ side,"This could really be just neutral statement, I would stick with P_Neutral. Majority rule",P_Neutral
190,"Strinjam se z vami, da se mora, kar se tega tiče, voditi konzervativna politika, torej da se ne izpostavljamo tveganju.",2023-03-02 14:19:02,1.0,Another hard one. Such a vague statement that is hard for me to put as clear cut sentiment. Opinion seems implied though.,P_Neutral,2023-03-02 14:17:05,,agremment with a statment,Positive,2023-03-02 14:30:28,,,N_Neutral,"Vague statement. I'd stick with P_Neutral, since there is nothing really negative. P_Neutral. ",agremment with a statment and it's positiv,"I agree that the sentiment is really more positive, so I would change it to P_Neutral",P_Neutral
191,"Dejansko se država in mesto Ljubljana ne zavedata oziroma ljubljanska oblast, da je Slovenijo treba razvijati harmonično.",2023-03-02 14:19:50,,"To me ""dejansko se"" seems very subjective and thus opinion is implied.",Negative,2023-03-02 14:17:24,,Negativ spekers opinion,Negative,2023-03-02 14:30:47,,Very negative accusatory tone,Negative,Agreement. Negative. ,Negativ spekers opinion,Agreement,Negative
192,"Ne z darili na račun državnega proračuna, ne s populizmi, ne z blatenjem političnih nasprotnikov.",2023-03-02 14:20:11,,No opinion.,N_Neutral,2023-03-02 14:19:28,,"I can't understand what spekers really ment, but it's probably S or negativ argumennt",Negative,2023-03-02 14:31:00,,,Negative,Repetiton of ''Ne''implies opinion. Negative. ,"I can't understand what spekers really ment, but it's probably S or negativ argumennt",I will stick with my original decision,Negative
193,"S tem primerom razlastitve, če lahko kar poenostavim, tako lastnikov podrejencev kot tudi delničarjev v NLB in NKBM se je zgodilo pravzaprav popolnoma enako.",2023-03-02 14:21:27,,,N_Neutral,2023-03-02 14:21:53,,spekers opinion which is on negativ side probably,Negative,2023-03-02 14:31:20,,,N_Neutral,"Statement, with no expressed opinion, negative sentiment though. N_Neutral. ",spekers opinion which is on negativ side probably,I think it is just a statement with negative connotation so I think I will stick with N_Neutral,N_Neutral
194,"Bistvo pa je, da morajo osvojiti osnovno znanje in ga tudi preseči.",2023-03-02 14:21:45,,No opinion.,P_Neutral,2023-03-02 14:22:21,,Statment (positiv),Positive,2023-03-02 14:31:36,,,P_Neutral,"Statement, no opinion, but positive sentiment. P_Neutral.",Statment (positiv),"I agree with Tamara, maybe implied, but still very neutral, P_Neutral",P_Neutral
195,"Ampak isti odstavek, še enkrat povem, govori tudi o glasu.",2023-03-02 14:22:18,,"Nothing inherently negative, but there may be sarcasm.",P_Neutral,2023-03-02 14:22:33,,spekers opinion,P_Neutral,2023-03-02 14:32:05,,"Statement no direct opinion, no negative connotation",P_Neutral,Agreement. ,"Statement no direct opinion, no negative connotation",Agreement,P_Neutral
196,"Se pravi, govorimo o komunikaciji tudi navzven, da se ljudi pomiri.",2023-03-02 14:22:34,,Opinion??,P_Neutral,2023-03-02 14:23:06,,no spekers opinion just a statment,P_Neutral,2023-03-02 14:32:49,,Positive overall tone,Positive,"No opinion, but positive sentiment. P_Neutral",no spekers opinion just a statment,"It is lacking the speakers opinon, I would change to P_Neutral",P_Neutral
197,"Jaz pa soglašam, da tisti, ki dobijo socialna stanovanja, ne smejo plačati lastne udeležbe.",2023-03-02 14:23:22,,"I don't understand this at all, but opinion is there and sentiment seems positive.",Positive,2023-03-02 14:23:30,,spekers opinion which is on more positiv side,P_Neutral,2023-03-02 14:34:07,,Opinion expressed but very weak positive connotation,P_Neutral,"I'd change to P_Neutral, weird sentence.",spekers opinion which is on more positiv side,I stick with my original label,P_Neutral
198,"Povedal sem, da je nekdanji minister za informiranje predvsem med vojno naštel neke mejne prehode, ki jih sploh ni bilo, ampak je hotel s tem ljudi pomiriti.",2023-03-02 14:23:59,,"1. negative, 2. positive (this is above)",M_Positive,2023-03-02 14:24:41,,"Mixed message, but i would say it's is on positiv side because of the last part which is ''pomiriti''",M_Positive,2023-03-02 14:34:59,,"Statement, opinion of other, positive effect",P_Neutral,"I'd stick with M_Positive. Two opposing sentiment, but positive (beginning and end) prevail.","Mixed message, but i would say it's is on positiv side because of the last part which is ''pomiriti''","Ok, yes, I can see the mixed sentiment upon rereading, so I think it is M_Positive",M_Positive
199,"Tako si človek nehote pravzaprav ustvari vtis, da program ni dober pač zato, ker ga je Šeligo pripravljal.",2023-03-02 14:24:22,,,N_Neutral,2023-03-02 14:25:16,,negativ argumment,N_Neutral,2023-03-02 14:35:38,,"Implied opinion, negative tone, maybe even sarcasm",N_Neutral,Agreement. ,"Implied opinion, negative tone, maybe even sarcasm",Agreement,N_Neutral
200,"Niti enkrat več ne presenetite, kar je pravzaprav grozljivo.",2023-03-02 14:24:36,,Sarcasm,Negative,2023-03-02 14:25:38,,negativ opinion,Negative,2023-03-02 14:35:44,,,Negative,Very negative statment + sarcasm.,negativ opinion,Agreement,Negative
