Method,Score
median,3.132076501846313
median,3.6314057111740112
median,1.036492586135864
median,4.087155103683472
median,2.13925552368164
median,3.058680057525634
median,0.9232547581195824
median,3.3168165683746333
median,0.7131242156028741
median,2.76032030582428
median,2.793840169906616
median,3.9679960012435913
median,0.9312523603439326
median,3.799413919448853
median,3.159914016723633
median,3.705184459686279
median,3.4272899627685542
median,3.4976364374160767
median,2.4928404092788696
median,2.714464902877807
median,0.569688022136688
median,1.766503572463989
median,2.616620540618896
median,3.107355594635009
median,2.858803749084472
median,2.8623557090759277
median,1.606765270233154
median,3.2798011302948
median,3.685139179229736
median,2.3933746814727783
median,2.902679443359375
median,2.110105514526367
median,2.8620715141296387
median,1.170111775398254
median,2.830813884735107
median,2.9096789360046382
median,3.00688624382019
median,3.661247730255127
median,2.458092331886291
median,3.151106357574463
median,2.8735675811767583
median,2.630524635314941
median,2.029980182647704
median,3.1581599712371826
median,3.230027437210083
median,2.7440183162689205
median,2.3596752285957336
median,1.9316957667469976
median,3.4272899627685542
median,3.055491924285888
median,3.679139614105224
median,2.601596593856811
median,3.484248161315918
median,3.1088480949401847
median,3.4193093776702876
median,0.7201661467552181
median,3.047988891601562
median,3.263611793518066
median,2.490229129791259
median,1.7708474695682526
median,3.756783008575439
median,3.385454773902892
median,3.2978954315185542
median,2.654062271118164
median,2.91644287109375
median,3.7296607494354257
median,2.624624252319336
median,3.0183403491973877
median,3.3756695985794067
median,3.010572910308838
median,2.6482032537460327
median,3.6537976264953618
median,3.9745714664459233
median,3.778939366340637
median,2.485716223716736
median,3.111052989959717
median,3.712543249130249
median,3.676356554031372
median,0.432596743106842
median,3.999323844909668
median,3.787820577621459
median,3.059197664260864
median,2.8486790657043457
median,3.701230525970459
median,0.666621178388595
median,3.655324935913086
median,3.623052835464477
median,3.39781904220581
median,3.023505210876465
median,0.167860954999923
median,3.6600183248519897
median,2.776118755340576
median,1.5516463518142696
median,0.23452016711235
median,3.515463709831238
median,3.277089357376098
median,3.2585749626159672
median,3.064667224884033
median,2.284374833106994
median,2.594274282455444
median,1.8244495391845696
median,3.454322338104248
median,3.6864655017852783
median,2.644715785980224
median,3.62623119354248
median,2.415906190872192
median,2.900090932846069
median,3.4272899627685542
median,2.864843845367431
median,3.117346405982971
median,3.4178903102874756
median,3.223222494125366
median,3.679139614105224
median,3.156832218170166
median,2.8486545085906982
median,3.664695143699646
median,3.6636561155319214
median,3.6636147499084473
median,3.162105083465576
median,3.2489953041076656
median,3.679139614105224
median,3.4095273017883296
median,2.52642273902893
median,3.789350271224976
median,3.721648693084717
median,3.4272899627685542
median,3.082155227661133
median,3.723411083221435
median,2.8079853057861333
median,3.5726219415664673
median,2.8210749626159672
median,2.755005836486816
median,3.679139614105224
median,3.743227958679199
median,1.5212866663932796
median,3.701230525970459
median,2.222700119018554
median,2.8045096397399902
median,3.517443656921386
median,2.9167971611022945
median,3.00946044921875
median,1.941174745559692
median,3.756315231323242
median,2.9790172576904292
median,2.8035322427749634
median,1.883869409561157
median,2.789605617523193
median,3.041143417358398
median,3.268394708633423
median,2.107284307479858
median,2.457283735275268
median,2.451391100883483
median,3.799540281295776
median,2.6788043975830083
median,4.471100330352783
median,2.127072095870971
median,3.0537359714508057
median,3.320529699325561
median,2.5224740505218506
median,3.297537088394165
median,2.09375786781311
median,1.635034084320068
median,2.556303739547729
median,2.74693489074707
median,3.046801090240478
median,2.862061977386474
median,2.817682027816772
median,3.351825714111328
median,3.686470985412597
median,1.73197340965271
median,2.875420570373535
median,3.8958725929260254
median,3.524674892425537
median,2.899417996406555
median,3.268170595169067
median,3.4272899627685542
median,2.8246781826019283
median,2.2654776573181152
median,3.352994203567505
median,1.7897453308105464
median,3.849855661392212
median,3.5739810466766357
median,2.9328863620758057
median,2.662962913513183
median,2.865651607513427
median,2.6974228620529175
median,2.9907859563827515
median,2.80993914604187
median,3.4616050720214844
median,3.571165919303894
median,2.106826305389404
median,3.5985835790634155
median,3.2354890108108516
median,1.741727352142334
median,2.9862995147705083
median,3.868748426437378
median,3.411151885986328
median,3.9277284145355225
median,2.582440495491028
median,3.140315532684326
median,2.928745746612549
median,2.6949467658996573
median,2.328086614608764
median,3.9876112937927246
median,3.4564288854598995
median,3.1631790399551387
median,3.5088047981262207
median,1.976078391075134
median,2.830490112304687
median,2.8554904460906982
median,2.369659423828124
median,4.235925197601318
median,1.49625539779663
median,3.4272899627685542
median,0.291186481714248
median,3.849876403808593
median,2.029570341110229
median,2.957576036453247
median,2.526044726371765
median,2.8943259716033936
median,1.224618673324585
median,2.857709646224975
median,2.631796598434448
median,2.709233999252319
median,3.4272899627685542
median,3.7170591354370113
median,3.683322429656982
median,2.240833878517151
median,3.4272899627685542
median,3.958218455314636
median,0.689885377883911
median,1.4002192020416255
median,3.8120217323303223
median,1.154801607131958
median,2.70320987701416
median,2.4748058319091792
median,2.3676377534866333
median,2.096425056457519
median,3.1505841016769405
median,1.6318996548652644
median,3.078171491622925
median,2.948757648468017
median,3.4272899627685542
median,3.8818650245666504
median,3.008463859558105
median,2.177260398864746
median,2.919827938079834
median,3.757339000701904
median,2.552116394042968
median,3.7685821056365967
median,3.258225440979004
median,3.9860638380050655
median,3.62932026386261
median,3.4221301078796382
median,2.80019211769104
median,2.9229822158813477
median,2.932449340820312
median,3.026308059692383
median,3.3732376098632812
median,3.726238250732422
median,3.6430678367614746
median,2.9090301990509033
median,3.8941301107406616
median,2.8871278762817383
median,3.057589054107666
median,2.240705490112304
median,1.164834380149841
median,4.77310848236084
median,3.685894966125488
median,1.306821227073669
median,2.627950668334961
median,3.508394718170166
median,3.4272899627685542
median,2.549267053604126
median,1.757229089736938
median,3.32112193107605
median,3.6054270267486577
median,3.8492307662963863
median,0.9518205821514124
median,2.746733784675598
median,3.042203426361084
median,3.108641624450683
median,3.636310338973999
median,3.6082171201705937
median,3.663728237152099
median,3.855720996856689
median,4.147669315338135
median,1.6983562707901
median,3.750929355621338
median,2.465216279029846
median,3.548396348953246
median,3.311946392059326
median,3.937262058258056
median,3.3788872957229614
median,3.736614942550659
median,2.855119228363037
median,3.2691684961318965
median,3.789229393005371
median,2.846924901008606
median,2.769271850585937
median,3.604122877120972
median,2.263561248779297
median,4.79553747177124
median,1.850234270095825
median,3.1520847082138057
median,3.084929943084717
median,3.701230525970459
median,2.498726844787597
median,3.762059450149536
median,3.121047258377075
median,3.159524440765381
median,2.252401351928711
median,2.530288577079773
median,3.371299147605896
median,2.576430797576904
median,3.063477039337158
median,0.498759239912033
median,2.522400140762329
median,3.679139614105224
median,1.43017029762268
median,3.7890288829803462
median,3.752089142799377
median,3.138400316238403
median,2.9416251182556152
median,3.395082950592041
median,3.958656787872314
median,2.106503248214721
median,2.793694376945495
median,2.064152717590332
median,2.9769587516784672
median,2.520190954208374
median,3.063762903213501
median,2.082791805267334
median,3.250648617744446
median,3.523653030395508
position_avg,3.072022080421448
position_avg,3.3194239139556885
position_avg,3.2508701662222546
position_avg,2.118181245151032
position_avg,3.1567492485046382
position_avg,3.347536087036133
position_avg,2.2181409134676584
position_avg,3.351592222849528
position_avg,3.8226046562194824
position_avg,3.460249741872152
position_avg,3.418004035949707
position_avg,3.019971330960592
position_avg,0.992174150988428
position_avg,3.160907745361328
position_avg,3.769544887542725
position_avg,2.9835393110911053
position_avg,3.2075464328130083
position_avg,3.2482125108892266
position_avg,2.7832222387835546
position_avg,1.180171728134155
position_avg,3.6636147499084473
position_avg,3.817430337270101
position_avg,2.6701204547515283
position_avg,3.4225997924804688
position_avg,1.3113808611673965
position_avg,2.62934144337972
position_avg,1.8052311530618952
position_avg,2.483707225433102
position_avg,2.231696367263794
position_avg,2.702613868143247
position_avg,2.616451722925359
position_avg,2.598934698642032
position_avg,2.7660748429596422
position_avg,3.391268491744995
position_avg,3.2909916241963706
position_avg,2.857502460479736
position_avg,3.4837557792663576
position_avg,3.7635389963785806
position_avg,3.6800537109375
position_avg,3.0749843007042292
position_avg,3.70925792058309
position_avg,3.046567853291829
position_avg,1.602515358036575
position_avg,1.806702459015344
position_avg,3.238177458445231
position_avg,3.2727905909220376
position_avg,3.2780954043070474
position_avg,1.992355038722356
position_avg,3.025997638702392
position_avg,3.437369533947536
position_avg,4.1781806491670155
position_avg,2.659864962100982
position_avg,1.887845260480588
position_avg,3.4017323652903237
position_avg,3.3566177572522844
position_avg,3.5263803799947104
position_avg,3.106112480163574
position_avg,3.065545082092285
position_avg,3.7743077278137207
position_avg,3.4065437899695503
position_avg,1.8457073692820576
position_avg,2.1780356811625614
position_avg,3.4749764141283537
position_avg,2.266673827218631
position_avg,3.499296108881632
position_avg,1.9077929973602292
position_avg,3.177401262171128
position_avg,1.6781747388108152
position_avg,3.4570119390885035
position_avg,1.853533688482347
position_avg,3.495933532714844
position_avg,1.657386789520581
position_avg,1.9066466557116704
position_avg,3.5141334533691406
position_avg,2.671889305114746
position_avg,2.393283834739288
position_avg,3.796541134516398
position_avg,3.157573699951172
position_avg,2.8937638918558757
position_avg,3.3818115234375
position_avg,0.5550901293754571
position_avg,3.582977771759033
position_avg,1.638037588357022
position_avg,3.304094879967826
position_avg,3.333651304244995
position_avg,2.344903525852022
position_avg,1.7110233367077612
position_avg,3.3354239463806152
position_avg,3.480833077430725
position_avg,0.258414298295974
position_avg,1.454118977952748
position_avg,1.9236974819252888
position_avg,3.240048805872599
position_avg,3.006678485311568
position_avg,3.1812607288360595
position_avg,2.478446722030639
position_avg,2.969566002803505
position_avg,3.1417500709786133
position_avg,3.4171982288360594
position_avg,3.060414261288113
position_avg,1.4430000844101103
position_avg,3.6990550756454463
position_avg,1.9046926370688848
position_avg,3.271746635437011
position_avg,2.6545802303722925
position_avg,2.0648535384106346
position_avg,3.887683073679606
position_avg,2.981766629219055
position_avg,3.690869172414143
position_avg,1.503246665000915
position_avg,2.931530696489078
position_avg,4.425455749034882
position_avg,3.5967703229851193
position_avg,3.469632625579834
position_avg,3.0383286476135254
position_avg,3.100201447804768
position_avg,3.318391545613607
position_avg,3.0305347866482206
position_avg,2.1594867476008153
position_avg,3.084455966949463
position_avg,3.1004036598735385
position_avg,3.3257710138956704
position_avg,3.6048363049825034
position_avg,3.948750456174215
position_avg,3.4917170206705728
position_avg,4.011457443237305
position_avg,3.1028888543446858
position_avg,3.266433635022905
position_avg,3.4096171061197915
position_avg,3.7085425486931434
position_avg,3.554689163631863
position_avg,3.2685688603308893
position_avg,3.930931250254313
position_avg,3.6574172973632817
position_avg,3.480310221451979
position_avg,1.4811955136366373
position_avg,3.184913404060133
position_avg,3.0423606316248573
position_avg,3.0330018361409503
position_avg,1.394938385855906
position_avg,3.282976627349853
position_avg,1.9509977306503756
position_avg,3.7018503665924074
position_avg,2.0812311812525706
position_avg,3.4379288355509434
position_avg,3.275620770454407
position_avg,2.791490184409277
position_avg,2.3788894465086106
position_avg,3.098248958587646
position_avg,2.7379904100971837
position_avg,1.8149949078466376
position_avg,3.3842830657958984
position_avg,1.5369136920481012
position_avg,0.386525720357894
position_avg,3.56781820674519
position_avg,3.5627724329630532
position_avg,2.350262194871902
position_avg,2.903945349595126
position_avg,2.9859936714172357
position_avg,3.1278865337371826
position_avg,2.836132526397705
position_avg,1.4596853471791789
position_avg,1.7825903917057329
position_avg,3.4199708302815757
position_avg,3.1177653471628823
position_avg,2.9237726032733917
position_avg,2.7091499378283816
position_avg,3.9132022857666016
position_avg,3.0315055279504683
position_avg,3.854993820190429
position_avg,3.2385650396347048
position_avg,3.300316651662191
position_avg,1.5442813540912337
position_avg,3.119367599487304
position_avg,2.028220601789244
position_avg,3.819287625226107
position_avg,2.7933979034423833
position_avg,0.7835966683554054
position_avg,3.1243020216623942
position_avg,3.279069757461548
position_avg,1.9250055705507592
position_avg,3.226595519167004
position_avg,3.0824570826121738
position_avg,1.3662295232097117
position_avg,3.297835381825765
position_avg,3.847492615381877
position_avg,2.6826280798230853
position_avg,3.5546816190083823
position_avg,3.4233232498168946
position_avg,1.382646484984099
position_avg,3.144280419747034
position_avg,1.9701500889478307
position_avg,2.059106957760145
position_avg,3.740048070530315
position_avg,2.406291007995605
position_avg,3.1537259419759116
position_avg,3.3276827335357666
position_avg,3.867979367574056
position_avg,3.51353375116984
position_avg,3.99058050768716
position_avg,3.4137984911600747
position_avg,2.9755761623382573
position_avg,1.1394321109899268
position_avg,2.2811748352315684
position_avg,3.4594926834106445
position_avg,3.507057309150696
position_avg,3.403925100962321
position_avg,1.6304027494927475
position_avg,2.6702874136321686
position_avg,1.3514370242754614
position_avg,3.134932167946346
position_avg,0.9166789092123504
position_avg,3.381047328313192
position_avg,1.4569283929738126
position_avg,3.202558994293213
position_avg,3.588783884048462
position_avg,3.120729237030714
position_avg,3.5717666943868003
position_avg,3.1366506099700926
position_avg,3.746081193288167
position_avg,2.6614729536224973
position_avg,2.367395691086815
position_avg,2.7626147879087006
position_avg,2.951014995574951
position_avg,2.9411128732893204
position_avg,3.3971869150797525
position_avg,3.980525334676107
position_avg,1.990369786712385
position_avg,2.8931637605031333
position_avg,1.898639927875428
position_avg,1.1253409873161992
position_avg,2.7642987854778767
position_avg,2.08872427791357
position_avg,2.655719447135925
position_avg,1.677931189537048
position_avg,2.926076643388061
position_avg,1.3143056888994922
position_avg,1.5452680074993297
position_avg,2.314939966009951
position_avg,4.510695457458496
position_avg,2.8826460946689947
position_avg,3.6406776110331216
position_avg,3.5067733923594155
position_avg,3.154546042283376
position_avg,3.611913045247396
position_avg,3.304004669189453
position_avg,2.305604434600382
position_avg,3.417383591334025
position_avg,3.061293055794456
position_avg,3.5351184209187827
position_avg,3.355369567871093
position_avg,3.686211109161377
position_avg,3.2614935636520386
position_avg,3.4211225748062133
position_avg,3.778054475784301
position_avg,3.942536847931998
position_avg,3.5770208835601807
position_avg,3.266507705052694
position_avg,0.276498734951019
position_avg,3.9397668838500977
position_avg,2.02269176859751
position_avg,3.4202890396118164
position_avg,3.741683006286621
position_avg,1.2719223904085977
position_avg,3.588561216990153
position_avg,2.825501441955566
position_avg,2.5885915966897177
position_avg,1.9250544375843472
position_avg,2.214670504210517
position_avg,3.001097202301025
position_avg,3.0641526872461493
position_avg,2.1092073917388916
position_avg,2.8417401702780474
position_avg,3.7229000727335606
position_avg,3.429616928100586
position_avg,3.5719269116719565
position_avg,3.512635866800944
position_avg,3.70925792058309
position_avg,3.480858325958252
position_avg,2.19090445522292
position_avg,3.3613324960072837
position_avg,3.9753804206848145
position_avg,1.430219398170867
position_avg,1.7235281984158384
position_avg,3.631565968195597
position_avg,2.676764050074031
position_avg,3.4116198221842446
position_avg,2.9797169698609247
position_avg,3.675381660461426
position_avg,3.224231179555257
position_avg,2.0664581661064845
position_avg,1.8293084062990683
position_avg,2.9409832954406743
position_avg,3.1017732620239262
position_avg,3.186547517776489
position_avg,3.3392558097839355
position_avg,1.953855494658152
position_avg,2.87708547443541
position_avg,2.421754725141959
position_avg,3.281165917714437
position_avg,0.8238554496318098
position_avg,3.4475197792053223
position_avg,3.898145516713461
position_avg,3.493985136349996
position_avg,2.5870077429367946
position_avg,1.523255759669888
position_avg,3.160059760853186
position_avg,2.1088049144971936
position_avg,3.101127862930298
position_avg,3.577624241511027
position_avg,3.3225443078712984
position_avg,2.497911711888654
position_avg,3.14197301864624
position_avg,3.351698716481526
position_avg,2.311143343195771
position_avg,4.1075119972229
position_avg,3.633188565572103
position_avg,3.928470483848027
position_avg,3.8050530751546225
position_avg,2.002007939972174
position_avg,2.473654786961666
position_avg,3.11072632755552
position_avg,2.882466257015864
position_avg,2.367447704453578
position_avg,3.270458936691284
position_avg,3.311217546463012
position_avg,3.406040668487549
position_avg,2.2070581818328185
position_avg,3.292625586191813
position_avg,3.580399751663208
position_avg,3.511920928955078
position_avg,3.616101582845052
position_avg,3.636218706766764
position_avg,3.552776336669922
position_avg,1.6575568938041083
position_avg,2.7517404002055788
position_avg,2.001056559387586
position_avg,1.9257427045917197
position_avg,4.490808963775635
position_avg,3.099661827087402
position_avg,3.1532801266978767
position_avg,2.227748563779252
position_avg,2.8829473468992446
position_avg,2.6759146560005274
position_avg,0.1493711670239763
position_avg,1.7930878784148392
position_avg,2.9524353164479247
position_avg,2.50433161523607
position_avg,3.230547269185384
position_avg,3.0083272854487095
position_avg,2.342863112688065
position_avg,2.986012458801269
position_avg,3.597003936767578
position_avg,2.9019619623819985
position_avg,3.018895626068115
position_avg,3.6296016375223794
position_avg,2.992446856620984
position_avg,3.479780340194702
position_avg,2.6263664261154505
position_avg,2.6369180148228617
position_avg,3.2142612002789974
position_avg,3.4898983001708985
position_avg,3.4851926962534585
position_avg,3.5865256266160443
position_avg,2.968689997990926
position_avg,3.870782693227132
position_avg,2.103858767349643
position_avg,3.2540040016174316
position_avg,3.3054699753270005
position_avg,3.5472838083902993
position_avg,3.0684779405593874
position_avg,4.084590435028076
position_avg,2.941136121749878
position_avg,3.560913960138957
position_avg,3.109149122238159
position_avg,1.291064921109115
position_avg,3.6586693127950034
position_avg,2.5926829321043834
position_avg,2.1491417554872374
position_avg,0.7620966233848744
position_avg,0.9195002267758045
position_avg,2.381238460540771
position_avg,3.545745293299357
position_avg,2.923094484541151
position_avg,1.7490769809384854
position_avg,2.3806665346736
position_avg,2.491550842920939
position_avg,1.014365912642322
position_avg,1.526247559084387
position_avg,3.1208716127607556
position_avg,2.4536438030856
position_avg,3.572943592071533
position_avg,2.4095996419588723
position_avg,2.848204566469559
position_avg,3.2161552732899077
position_avg,3.201972961425781
position_avg,3.034124851226806
position_avg,3.1598310470581055
position_avg,1.7067420211382756
position_avg,2.3032752178112665
position_avg,2.791567038735012
position_avg,3.4713574250539145
position_avg,3.694634652137757
position_avg,2.8507437784593184
position_avg,3.320719242095947
position_avg,3.63169527053833
position_avg,3.5891650517781577
position_avg,2.2612430254618325
position_avg,2.5371337516440287
position_avg,2.8452913669015976
position_avg,3.6460326512654624
position_avg,2.2020881658250633
position_avg,3.3395095666249595
position_avg,2.993598624681815
position_avg,2.2810979543084446
position_avg,3.661710500717163
position_avg,3.8187621434529624
position_avg,3.421685791015625
position_avg,3.3286422093709302
position_avg,3.9459749857584634
position_avg,3.2948871149736294
position_avg,3.6554327011108394
position_avg,2.839479851722717
position_avg,2.779982352256775
position_avg,2.759691319912672
position_avg,3.7162270545959473
position_avg,2.153211962390732
position_avg,3.0799317359924316
position_avg,3.469895680745442
position_avg,3.427835782368978
position_avg,3.0934860706329346
position_avg,3.557453632354736
position_avg,3.445289770762125
position_avg,2.6829797095235657
position_avg,3.074343681335449
position_avg,3.340959866841634
position_avg,3.1035588582356772
position_avg,2.890678644180298
position_avg,3.472338914871216
position_avg,3.2695853233337404
position_avg,2.9133640667060754
position_avg,3.74845298131307
position_avg,3.00370306968689
position_avg,2.4159101216246683
position_avg,3.561675405502319
position_avg,2.653001308441162
position_avg,2.750024159749349
position_avg,2.0882048416705357
position_avg,3.1493810022130924
position_avg,3.5692132314046225
position_avg,3.257342278957367
position_avg,3.666102707386017
position_avg,2.685610099799103
position_avg,1.6880443040666906
position_avg,2.8559759616851808
position_avg,3.464111130221996
position_avg,0.8165867025298728
position_avg,3.862492879231771
position_avg,3.957487424214681
position_avg,2.3392144221398565
position_avg,2.881742817477176
position_avg,2.74221183458964
position_avg,2.6160633284010384
position_avg,3.7015930891036986
position_avg,2.699039981260404
position_avg,3.132076501846313
position_avg,3.5843639033181325
position_avg,1.1075467877400411
position_avg,3.9459749857584634
position_avg,2.13925552368164
position_avg,2.9830949945726255
position_avg,1.8156932067303424
position_avg,3.217553286325364
position_avg,0.7131242156028741
position_avg,2.404127525786558
position_avg,2.7093333794356704
position_avg,3.929131189982096
position_avg,1.546343586313338
position_avg,3.738501866658529
position_avg,3.3152921835581464
position_avg,3.54931624730428
position_avg,3.328972816467285
position_avg,3.2728864351908364
position_avg,2.4880685011545816
position_avg,3.1204194711013273
position_avg,1.2528066454893525
position_avg,1.6103121129824558
position_avg,2.520981228394092
position_avg,3.1881382465362544
position_avg,1.9016772692020123
position_avg,2.9105416077833905
position_avg,1.934513905218669
position_avg,3.3337189753850303
position_avg,3.5913333384614243
position_avg,1.96910244927403
position_avg,3.0557123025258384
position_avg,1.913413949140341
position_avg,2.187687073945999
position_avg,1.815106051347472
position_avg,2.6361626302202543
position_avg,2.694517811139424
position_avg,2.89329697839145
position_avg,3.661247730255127
position_avg,2.0061220148098515
position_avg,3.151106357574463
position_avg,2.7319258482028275
position_avg,2.787256712383694
position_avg,1.8595715158042452
position_avg,3.3631760279337564
position_avg,3.230027437210083
position_avg,2.776836209826999
position_avg,1.6225799857041774
position_avg,1.3418508470058437
position_avg,3.247265100479126
position_avg,3.055491924285888
position_avg,3.6276530424753823
position_avg,2.399077186169121
position_avg,3.5174548625946045
position_avg,3.190670615150815
position_avg,3.3753702754066106
position_avg,1.577261184681662
position_avg,3.0563575426737466
position_avg,3.263611793518066
position_avg,2.7284035682678223
position_avg,2.1110870338976384
position_avg,3.756783008575439
position_avg,3.438898733683995
position_avg,3.285939931869507
position_avg,2.1014242932882183
position_avg,3.228203218061845
position_avg,3.7296607494354257
position_avg,2.624624252319336
position_avg,3.0811214447021484
position_avg,3.122176480293274
position_avg,3.010572910308838
position_avg,2.336887649625365
position_avg,3.510200023651123
position_avg,3.9163033220503065
position_avg,3.6770556767781577
position_avg,2.540443499883016
position_avg,3.111052989959717
position_avg,3.58852752049764
position_avg,3.3574417432149253
position_avg,0.8658424498612172
position_avg,3.828866640726725
position_avg,3.688897291819254
position_avg,2.6081501007080075
position_avg,2.4524369179615246
position_avg,3.7504608035087585
position_avg,1.0658326701305447
position_avg,3.350629758834839
position_avg,2.364898170116874
position_avg,3.39781904220581
position_avg,2.3291677554448444
position_avg,0.167860954999923
position_avg,3.5184942881266275
position_avg,2.776118755340576
position_avg,1.6147574546791257
position_avg,0.4262628830791934
position_avg,3.3257548014322915
position_avg,3.2925609350204468
position_avg,2.3866857369740804
position_avg,3.064667224884033
position_avg,2.2669978584998693
position_avg,3.140898100535075
position_avg,1.870498551504885
position_avg,3.501784245173136
position_avg,3.5537571907043457
position_avg,2.053711057611202
position_avg,3.3281307776769
position_avg,2.0231522350678786
position_avg,3.33062646966992
position_avg,3.4225997924804688
position_avg,3.1230246225992837
position_avg,3.147888408766852
position_avg,3.195656935373942
position_avg,3.2149496419089183
position_avg,3.481703281402587
position_avg,3.156832218170166
position_avg,3.2914247512817383
position_avg,3.5247300465901694
position_avg,3.5233446756998696
position_avg,3.6636147499084473
position_avg,3.1766406362706965
position_avg,3.308766174316406
position_avg,3.5458690325419107
position_avg,3.416445350646972
position_avg,3.066626946131388
position_avg,3.690936883290609
position_avg,3.721648693084717
position_avg,3.3869431813557944
position_avg,3.2677942593892415
position_avg,3.3406766255696616
position_avg,2.1551375159372888
position_avg,3.3728671073913574
position_avg,2.8210749626159672
position_avg,2.703002463758381
position_avg,3.520440419514974
position_avg,3.757361968358358
position_avg,1.6664863043488596
position_avg,3.582159902368273
position_avg,1.6886023435291353
position_avg,2.837649105512179
position_avg,3.3129919370015464
position_avg,3.0039572715759273
position_avg,3.00946044921875
position_avg,1.8180180565278217
position_avg,3.646515130996704
position_avg,3.031240846429552
position_avg,3.0684364058754663
position_avg,1.7125278285571508
position_avg,2.789605617523193
position_avg,3.1450241105678756
position_avg,3.033016714784834
position_avg,2.107284307479858
position_avg,2.3643298222977887
position_avg,2.218303891038706
position_avg,3.799540281295776
position_avg,2.406236925622919
position_avg,4.337640353611538
position_avg,1.940122184110066
position_avg,3.049165625782574
position_avg,2.4273264482939916
position_avg,2.4386694848537447
position_avg,3.3943340380986533
position_avg,2.4378288470563434
position_avg,1.917607612375702
position_avg,3.540766795476278
position_avg,2.5613049052034813
position_avg,3.2737606510971533
position_avg,2.693843940893809
position_avg,2.998676927884419
position_avg,3.351825714111328
position_avg,3.4891161918640132
position_avg,1.7692247879855243
position_avg,2.6328494955901225
position_avg,3.771649201711019
position_avg,3.374209721883138
position_avg,2.9512246449788413
position_avg,3.5237894005635204
position_avg,3.3823677698771157
position_avg,2.8246781826019283
position_avg,2.2654776573181152
position_avg,3.2353076537450156
position_avg,2.4199721061048054
position_avg,3.771610736846924
position_avg,3.4037779172261557
position_avg,2.9553417830756215
position_avg,2.807727062831754
position_avg,2.865651607513427
position_avg,1.9897827286368757
position_avg,3.0282955396743048
position_avg,2.80993914604187
position_avg,3.2539432843526206
position_avg,3.675765684672765
position_avg,2.1984781477695856
position_avg,3.436581293741862
position_avg,3.2854408025741577
position_avg,2.206678914673188
position_avg,3.1169283827145895
position_avg,3.868748426437378
position_avg,3.386421871185303
position_avg,3.7334060668945312
position_avg,2.596049121447972
position_avg,3.270366738824283
position_avg,3.0913159889087343
position_avg,2.6764002323150633
position_avg,2.137453816544551
position_avg,3.730488777160645
position_avg,3.8382771492004393
position_avg,3.2002063751220704
position_avg,3.316876252492269
position_avg,1.976078391075134
position_avg,3.059065520763397
position_avg,2.5538610972223745
position_avg,2.173432139635564
position_avg,4.235925197601318
position_avg,1.4660039480369305
position_avg,3.346254825592041
position_avg,0.291186481714248
position_avg,3.5804385344187413
position_avg,1.482316972854702
position_avg,2.963906168937683
position_avg,2.3223697444932028
position_avg,2.9505461851755777
position_avg,2.097046060092521
position_avg,2.967648188273112
position_avg,1.6292542847139486
position_avg,1.9533500905547825
position_avg,3.357815742492676
position_avg,3.5448567072550454
position_avg,3.693201700846354
position_avg,2.2008051905367108
position_avg,3.3306143283843994
position_avg,3.774059454600016
position_avg,1.2520548691690867
position_avg,1.6068104415170092
position_avg,3.8120217323303223
position_avg,1.4203024508206397
position_avg,2.9266995588938394
position_avg,1.9517124202595184
position_avg,2.461837689081828
position_avg,1.840011170190392
position_avg,3.1139630476633706
position_avg,2.491295689344406
position_avg,3.118868350982666
position_avg,2.6042426427205396
position_avg,3.283203363418579
position_avg,3.780635452270508
position_avg,3.1708266574268538
position_avg,2.056675284768321
position_avg,2.8101203186171397
position_avg,3.9436891870536352
position_avg,2.2701898877109796
position_avg,3.663245995839437
position_avg,3.31328018506368
position_avg,3.811186631520589
position_avg,3.335528532663981
position_avg,3.349484337700738
position_avg,2.7548422892888387
position_avg,3.4634503256190907
position_avg,2.932449340820312
position_avg,2.6859520624081292
position_avg,3.3732376098632812
position_avg,3.6067875226338706
position_avg,3.5106457074483237
position_avg,2.8781050511768886
position_avg,3.83064333597819
position_avg,3.141368826230367
position_avg,3.057589054107666
position_avg,2.296200836154943
position_avg,1.425496766224482
position_avg,4.77310848236084
position_avg,3.70587412516276
position_avg,1.6060173925332968
position_avg,2.5075945528326455
position_avg,3.590484221776326
position_avg,3.3182433446248374
position_avg,1.9565246823586913
position_avg,1.757229089736938
position_avg,3.32112193107605
position_avg,3.4457058906555176
position_avg,2.5690247509007653
position_avg,1.584450968374044
position_avg,2.644043817703903
position_avg,3.098848442542247
position_avg,3.108641624450683
position_avg,3.486883640289306
position_avg,3.490067266282581
position_avg,3.5234408378601074
position_avg,3.6450832431966607
position_avg,4.147669315338135
position_avg,1.5402415166750094
position_avg,3.750929355621338
position_avg,2.116160782107285
position_avg,3.3452623685201
position_avg,3.434258739153544
position_avg,3.641519705454508
position_avg,3.3950215180714927
position_avg,3.4965179443359373
position_avg,2.401949342091878
position_avg,2.9973611831665035
position_avg,3.789229393005371
position_avg,2.835495193799337
position_avg,2.769271850585937
position_avg,3.758704480304513
position_avg,2.30043836740347
position_avg,4.79553747177124
position_avg,1.850234270095825
position_avg,3.1877315839131666
position_avg,3.012314804773482
position_avg,1.8652315385018785
position_avg,2.4387659349224786
position_avg,3.6545491218566895
position_avg,3.176585707027133
position_avg,3.2510412442378507
position_avg,2.322974597414334
position_avg,2.154320452113946
position_avg,3.4716305278596424
position_avg,2.219319283441892
position_avg,2.6824729564862375
