,ID,text,tag_tamara,tag_katja,comments_tamara,comments_katja,flagged_tamara,flagged_katja,chair,final_tag,sent_tamara,sent_katja
152,ParlaMint-SI_2002-11-28-SDZ3-Redna-20.u146,"Hvala lepa, gospod podpredsednik. 62.000 podpisov državljank in državljanov je številka, nad katero se pravzaprav mora zamisliti tisti, ki je predlagal zakon in ki seveda nima podpore med temi prebivalci. 62.000 podpisov je tista številka, katere ljudi skrbi, kaj se bo zgodilo s Slovenskimi železnicami. Ne samo formalna skrb za to, ampak dejanska skrb tudi po izgubi svojih delovnih mest. Ti državljani in državljanke Republike Slovenije so bili prevečkrat ""naplahtani"". Bil je zakon, ki je govoril o ohranjanju delovnih mest v Tamu v Mariboru. Danes je to že davno zgodovina. Sredstva iz državnega proračuna so bila porabljena. Temu se reče oškodovanje družbenega premoženja. S takšnim zakonom, kot ga je vlada predlagala, bi ponovno naredili isto zakonsko podlago za oškodovanje družbenega premoženja. Temu se je seveda potrebno upreti. Tudi če je kakšna beseda ali stavek nekaterim nerazumljiva, bodo pač pravniki to razložili. Zato imamo tudi institute in institucije, kot je ustavno sodišče in tako dalje. Ampak odločitev poslancev državnega zbora v skladu z ustavo in zakonom je, če so izpolnjeni pogoji, da državni zbor razpiše ta referendum. Naloga tega državnega zbora je pač tisto, kar je postopkovno, to pomeni določiti roke. Tisti, ki bodo glasovali proti temu razpisu, glasujejo proti slovenskemu narodu, glasujejo proti ustavi in zakonu. Jaz bom podprl razpis referenduma.",M_Positive,Negative,"Supports, but expresses some negatives.",,,,False,,Positive,Negative
153,ParlaMint-SI_2014-11-21-SDZ7-Redna-02.u3,Hvala. Poročilo je obravnavala Komisija za peticije ter za človekove pravice in enake možnosti kot matično delovno telo in pripravila predlog priporočila Državnega zbora. Besedo dajem predsednici gospe Evi Irgl za predstavitev poročila komisije.,P_Neutral,P_Neutral,Procedural,,,,True,P_Neutral,Neutral,Neutral
154,ParlaMint-SI_2006-11-16-SDZ4-Izredna-23.u45,Hvala. Besedo ima gospod Kovačič.,P_Neutral,P_Neutral,Procedural,,,,True,P_Neutral,Neutral,Neutral
155,ParlaMint-SI_2015-12-15-SDZ7-Redna-14.u109,"Sledi predstavitev stališč poslanskih skupin. Besedo ima Poslanska skupina Socialnih demokratov, zanjo mag. Bojana Muršič.",P_Neutral,P_Neutral,Procedural,,,,True,P_Neutral,Neutral,Neutral
156,ParlaMint-SI_2006-05-25-SDZ4-Redna-17.u106,"Hvala za besedo. Sam osebno ne morem podpreti amandmaja k 9. členu pod točko ena, niti ne pod točko dva. Mislim da je prav, kot je poslanski kolega Ljubeljšek povedal, da je dikcija dobro zapisana, ""kdor berači na vsiljiv ali žaljiv način"", in da je predpisana minimalna kazen 10 tisoč tolarjev. To pa pomeni 10 tisoč tolarjev, če ne plačaš kazni, če se ne motim, po zakonu o prekrških je to 1 dan zapora. To je tista minimalna sankcija. Konec koncev veliko ste danes tukaj povedali glede beračev in klošarjev. Razlika med berači in klošarji je naslednja. Klošar je tisti, ki nima sredstev, stalnih sredstev ali vira za preživljanje in stalnega bivališča. Berač je pa tisti, ki ima stalno bivališče, nima pa sredstev za preživljanje, in na ta način pač berači. In po svoje gre samo za status stalnega bivališča, več ali manj pa se v realnem življenju in vsakodnevnem lahko srečamo na eni strani z beračem ali klošarjem. Kdo postane klošar ali berač, spoštovani poslanski kolegi? Nihče si v tem danem svetu ne izbere takšnega načina življenja. V takšen način življenja, življenje klošarja ali berača, je pahnjen s strani družbe bodisi zaradi osebnega razočaranja, bodisi zaradi tega, ker je izgubil službo, bodisi zaradi drugih vplivov ali segmentov, ki so kakorkoli dotično osebo pripeljali do tega. Malokateri berač ali klošar pobira od mimoidočih denar zato, da si kupi hrano ali oblačila ali podobno. Več ali manj za pijačo. Skoraj vsak dan lahko katerega srečam v mestu Maribor in tudi sam se odločim, pravzaprav iz načina življenja in zaradi tega, na kakšen način so bili pahnjeni v beračenje in klošarje, dam tudi kakšen tolar, pa dobro vem, za kaj gre. Naslednje, kar je. Ne morem pa mimo tega, da bi jim odvzeli pripomočke, predvsem iz enega preprostega razloga. Skoraj ni dneva ali ni tedna, da ne bi srečal gospoda tukaj pred parlamentom, na parkirišču, ki prodaja knjige. Posebno od njega, da zadovoljim njega, da dobi in da nekaj od mene zasluži, kupim štiri knjige. In to je najina kvota. Vsako leto po štiri. Verjetno ima nek zaslužek, pa verjemite mi, spoštovani kolegi in kolegice, da je dosti bolj pametno, da ta gospod tukaj pred parlamentom na parkirišču prodaja knjige, kot pa, da po trgovinah krade ali vlamlja ali kako drugače pridobiva sredstva za preživljanje. Amandmaja pod številko 2 ne morem podpreti. Je pa zaskrbljujoče, ko tisti, ki imamo parkirišče tukaj pred parlamentom, opazimo mlade osebe, mlade fante, ki stojijo pri blagajni, pa prosijo za drobiž, če komu ostane, ne zaradi tega, da mu daš, vprašaš se, zakaj je treba temu mlademu človeku, ki je star 20 ali 25 let, od jutra do večera stati pri blagajni in prosjačiti vse tiste, ki plačujejo parkirnino, za nekaj drobiža, da lahko tisti dan preživi. Za enimi stoji alkohol, za drugimi droga, za tretjimi pa verjetno ali po vsej verjetnosti razočaranje v življenju, ker so okoliščine, socialna katastrofa v družini ali podobno, privedla do tega, da je nekdo ostal brez strehe nad glavo, brez sredstev za preživljanje, pa verjetno tudi brez stalnega prebivališča in je na ta način pridobil status berača ali klošarja. Zato teh dveh amandmajev ne morem podpreti.",Negative,Negative,Non support. ,,,,False,Negative,Negative,Negative
157,ParlaMint-SI_2009-07-15-SDZ5-Redna-08.u116,"Hvala lepa, gospod podpredsednik. Bolj ko se gradnja avtocest približuje h koncu, bolj se kriminalizira in vse bolj se postavlja vprašanje strokovne in politične odgovornosti vseh, ki so sodelovali v procesu gradnje. To ni nič nenavadnega! Marsikateri tako imenovani ""megaprojekt"" je doživel podobno usodo tudi po svetu. Predvsem bi lahko rekli, da v zadnjih desetletjih se je naredilo veliko takih megaprojektov. To so projekti, ki zahtevajo mobilizacijo velikih finančnih sredstev, ki jih privatni sektor ne more zagotoviti. Včasih zahtevajo tudi velike tehnične in organizacijske posege in poznejše obratovanje, kot vidimo, je včasih negotovo. Obstaja obsežna literatura na temo tako imenovanih megaprojektov. Avtorji, podpisniki tega niso upoštevali pri tem aktu in akt ni optimalno pripravljen. Ti megaprojekti so zelo različni, imajo pa eno skupno lastnost. In to je, da vsi po vrsti presegajo sredstva, ki so bila načrtovana za njihovo izgradnjo. V eni knjigi, ne bom je navajal, ker vas ne zanima, recimo, projekt bostonske cestne arterije in tunela je presegel stroške za 196%. Ne za 96, ampak za 196%. Most v Združenem kraljestvu - 175%, železnica Boston-Washington-New York za 130% in tako naprej. Ni projekta, ki ne bi presegel predvidenih sredstev. Opisal je tudi zakaj, ampak tega nimam časa govoriti. Predvsem bi rekel, da je avtocestni projekt v Sloveniji tudi močno presegel ta sredstva. Od prvotne vrednosti 1,8 oziroma po nekaterih podatkih 2,3 milijarde je narasel na okoli 10 ali 11 milijard, odvisno od tega, kakšna bo še dodatna zadolženost. Treba je povedati za vse tiste, ki so prej govorili, da se je avtocestni program od začetka povečal za 40% ali celo več, da so bile v Državnem zboru dodane nove ceste, nove obvoznice, nove vpadnice. Da je bil prvotni program načrtovan po načelu tako imenovanega ostrega svinčnika. Da je, na primer, predvideval premostitev Črnega Kala samo z drugim pasom, pri čemer bi, državna cesta imela funkcijo drugega pasu, tako kot sedaj na začetku ceste proti Dolenjski - izrazito slaba rešitev. Da je bila severna avtocesta Maribor - Murska Sobota - Lendava uvrščena v program šele leta 1995, da je bil v času priprave tega projekta samo lokacijski načrt na primorski avtocesti, da ni bilo nobenega drugega lokacijskega načrta, na osnovi katerega bi se lahko vsaj približno ocenili investicijski stroški izgradnje avtocest. Kljub vsemu pri teh zadevah ni mogoče izključiti raznih koruptivnih dejanj, kakor pri vseh javnih naročilih. Prav je, da se raziščejo, čeprav nimam iluzije, da je ta preiskava kaj več kot politični obračun za tekoče potrebe. Ampak vseeno, imam nekaj izkušenj. Če že, potem bi nemara kazalo opozoriti na vidik, ki je bil opazen, vendar se nanj takrat ni moglo kaj dosti vplivati. Recimo, dobro bi bilo ugotoviti, ali je v teku izdelave državnih lokacijskih načrtov na zemljiščih, na katerih bi lahko potekala avtocesta, prišlo do povečanega prometa s tedaj še kmetijskimi zemljišči. Kdo je kupoval, kdo je prodajal in tako naprej. Zelo zanimivo bi bilo videti in marsikdo v tej dvorani bi se mogoče manj smejal. Omenjate Šentvid. Seveda, Šentvid je tipičen primer, kako se ne sme graditi, in tipičen primer, da stroškov ni mogoče kontrolirati, če med gradnjo projekt spreminjate, razširjate, dopolnjujete. Zelo zabavno bo ponovno ugotoviti, zakaj se je to dogajalo, zakaj je bila zamujena dopolnitev uredbe o lokacijskem načrtu in kakšna politična borba je bila takrat, 2005, v vladi, da se je to zgodilo. Žal, v predlogu akta ni ugotavljana politična odgovornost nosilcev javnih funkcij za prehod na vinjetni sistem, na kar je kolega Anderlič opozoril, ki ima res negativni učinek na financiranje avtocest, na vračanje posojil, na gradnjo tretje osi in tudi na to, da nismo dobili sredstev iz Evropske unije. Opozarjam še to, da tu obstaja tveganje zaradi javnega dolga. V tem trenutku dolg Darsa ni javni dolg, zato ker je bila stara cestnina plačevana po načelu plačila za storitev. Če bodo nekje v Evropi, to ni dobro govoriti, bom zelo po tihem govoril, razložili, da to ni več plačilo storitve, ampak je v bistvu taksa, bodo to všteli v javni dolg. In če to vštejejo v javni dolg, način vinjetnega pobiranja cestnin, smo, lahko bi rekli, dejansko opleli. Navsezadnje bi bilo zelo zanimivo, da se prouči ali da se ugotovi tudi usoda te študije načrta uvedbe cestninjenja z vinjetami v Republiki Sloveniji. To študijo sem dobil šele na podlagi zahteve na podlagi zakona o dostopu do informacij javnega značaja. Jaz sicer ne verjamem in moram reči, da nihče ne bi šel tako daleč, ampak namignjeno mi je bilo - in to bi bilo dobro, če že preiskujeta sedaj - , da te študije ni bilo. Da je bila izdelana postfestno, šele tedaj, ko sem jaz zaprosil zanjo. Poudarjam, da v to ne verjamem, in mislim, da to ne more biti res. Vendar nek sum je. Prepričan sem, da bo ta sum lahko ovržen, če boste to preiskali. Veseli tudi, da je v tej študiji - torej v preiskavi problem drsnost v trojanskih predorih. Obstaja študija prof. Lieschke s tehnične univerze na Dunaju. Sam sem jo prebral. Nisem pa prepričan, da jo je prebral tedanji minister, ki je tu, v dvorani, pa tudi nisem prepričan, da jo je prebral tedanji državni sekretar, ki je tudi tu, v dvorani. Ker če bi jo prebrali, ne bi za povečano drsnost obsodili nadzornega inženirja, ki je opravljal to funkcijo, kajti ta študija v ničemer ne govori, da je kriv nadzorni inženir, ta je celo, paradoksalno, opozoril na to. To je bil razlog, da so takrat odstranili direktorja in da se je na čelo pripeljalo člana SDS, kandidata na državnozborskih volitvah in župana Prebolda. Niso pa povedali in obrazložili, da je problem drsnosti v tunelih po Evropi nasploh problem in da je imel leta 2008 povprečen dnevni pretok vozil v trojanskih tunelih tisto vrednost, ki bi jo morali doseči šele leta 2020. Torej, to pomeni, da je to problem, ki ni bil vezan na nadzornika. Ampak, seveda, mogoče bi s tem v zvezi - seveda sam tega ne verjamem - proučevali, ali ni prišlo prav pri tem nadzornem inženirju, ko so zamenjali direktorja, tudi do kar pomembnega reklamiranja in oglaševanja v SDS-ovih brezplačnih oglasnikih. Na koncu bi rekel samo še to, da zaključim na enak način, kot sem začel, spominjam se, da sta mi nekoč ob otvoritvi neke avtoceste - takrat sem bil še minister za okolje in prostor - nek gradbenik in nek projektant, ne spomnim se več imena in mislim, da jih takrat tudi nisem dobro poznal, rekla: ""Minister, nekoč bomo dobili medaljo za to, kar smo naredili za Slovenijo."" In jaz sem ju polil s hladno vodo: ""Ne, ne bo medalje, še dolgo potem vas bodo vlačili po sodiščih, odgovarjali boste za politično odgovornost, strokovno odgovornost in se tega ne boste znebili zelo dolgo."" To je edina hvaležnost [[...]] [[Izklop mikrofona.]]",Negative,Negative,TLDR; based on specific parts - negative. ,,,,False,Negative,Negative,Negative
158,ParlaMint-SI_2006-05-31-SDZ4-Redna-17.u123,Hvala. Besedo ima gospod mag. Žnidaršič v imenu poslanske skupine DeSUS. Prosim.,P_Neutral,P_Neutral,Procedural,,,,True,P_Neutral,Neutral,Neutral
159,ParlaMint-SI_2015-10-21-SDZ7-Redna-12.u135,"Gospod predsednik, hvala lepa za besedo. Rad bi povedal da smo že v prejšnjem sklicu državnega zbora v Poslanski skupini Slovenske demokratske stranke bili med sopodpisniki in sopredlagatelji omenjenega zakona. To pa predvsem zaradi tega, ker vsi politiki seveda radi na twitterju, facebooku čestitamo slovenskim športnikom, ko je kakšen dober dosežek, se z njimi slikamo. Ampak veste, na nas je tudi ta moralna dolžnost in pa tudi obveza, da za naše športnike nekaj naredimo. In tudi na naši politiki, da zagotavljamo pogoje za življenje športnikov po zaključku kariere. Menimo, da je omenjeni predlog zakona korak v pravo smer, eden izmed redkih pozitivnih signalov proti slovenskemu športu in pa športnikom od časa osamosvojitve in vse do danes je seveda, zato ga bomo podprli. Država mora zagotavljati pogoje za integracijo športnikov po zaključku kariere v družbo, tako na področju izobraževanja, ne samo osamosvajanja, ampak predvsem življenja. Če pogledamo malo mednarodno primerjavo, v večini držav članic Evropske unije športnik, ki osvoji medaljo na olimpijskih igrah, že sam dobi neko mesečno rento oziroma mesečni dohodek, od katerega lahko potem živi do konca svojih dni. Žal pa v Sloveniji nismo temu priča, kljub temu da imamo odlične športnike. V razpravi, ki je danes potekala od 9. in do 11. ure in je bila vsebinsko zelo bogata, smo ugotovili, da je to edini mogoč korak naprej in tudi naproti našim športnikom in športnicam, saj mednarodna primerjava kaže, da razen povečanja sredstev v integralnem proračunu za področje športa drugi ukrepi v bistvu niso mogoči. Glede na to, kaj se dogaja v integralnem proračunu, da se sredstva za šport drastično nižajo, recimo v letu 2016 je za področje športne infrastrukture na voljo zgolj 100 tisoč evrov, vam to da nekaj misliti. Mogoče lahko obnovimo tri mala nogometna igrišča ali pa še kakšen koš poleg posodobimo, a nam to da misliti. Tako da odnos države do športa je mačehovski. Vsi moramo stopiti skupaj in nekaj postoriti. Zahvaljujem se tudi koaliciji, ki je spregledala, da je politika do področja športa zelo slaba, negativna in upam, da bomo tudi, ko se bomo pogovarjali o področju športa v prihodnje tudi v tem mandatu, znali tako, kot smo v petek in tudi danes, stopiti skupaj in našim športnikom omogočiti kar se da dobro prihodnost in pa predvsem dobre pogoje. Hvala lepa.",M_Positive,M_Positive,"Positive result and acknowledgment, but a lot of negatives in between. ","Negative topic,but, expressed positive support and explanation of  positive changes with thanks to coalition for good cooperation at the end. Sentiment fluctuates a bit, from positive to slightly accusatory and negative tone.",,1.0,False,M_Positive,Positive,Positive
160,ParlaMint-SI_2009-12-17-SDZ5-Redna-12.u249,"Hvala lepa. Še so želje za razpravo, odpiram čas za prijavo. Besedo ima gospod Miran Györek.",P_Neutral,P_Neutral,Procedural,,,,True,P_Neutral,Neutral,Neutral
161,ParlaMint-SI_2019-10-21-SDZ8-Redna-12.u303,"Hvala lepa. Gospa ministrica, imate besedo za dopolnitev odgovora. Izvolite.",P_Neutral,P_Neutral,Procedural,,,,True,P_Neutral,Neutral,Neutral
162,ParlaMint-SI_2015-09-24-SDZ7-Redna-11.u272,"Spoštovani kolegi, spoštovane kolegice poslanke, gospe in gospodje! Nadaljujemo sejo. Najprej bom ugotovil, da imam na vrsti še tri obrazložitve glasu v lastnem imenu. Želi še kdo razen treh, ki jih bom povedal, obrazložiti glas v lastnem imenu, to so Matjaž Han, mag. Branko Grims in gospod Tomaž Gantar. Želi še kdo obrazložiti glas v lastnem imenu? Ne. Poslušamo te tri in glasujemo. Besedo ima gospod Matjaž Han.",P_Neutral,P_Neutral,Procedural,,,,True,P_Neutral,Neutral,Neutral
163,ParlaMint-SI_2009-05-22-SDZ5-Izredna-10.u120,"Ne, ne morem vam dovoliti, ker je to po Poslovniku, vam ne morem dati besede oziroma replike. Moram biti do vseh enak. Gospod minister Križanič.",N_Neutral,Negative,Procedural,"Absolutley not neutral, even if procedural. ",,,True,,Neutral,Negative
164,ParlaMint-SI_2012-09-28-SDZ6-Redna-06.u164,"Hvala lepa. Besedo ima gospa Patricija Šulin, prosim.",P_Neutral,P_Neutral,Procedural,,,,True,P_Neutral,Neutral,Neutral
165,ParlaMint-SI_2013-01-28-SDZ6-Redna-10.u181,"Hvala lepa. O vašem predlogu, da bi na naslednji seji Državni zbor opravil razpravo o odgovoru predsednika Vlade, bo Državni zbor odločil v sredo v okviru glasovanj. Naslednje poslansko vprašanje predsedniku Vlade bo postavil gospod Janko Veber.",P_Neutral,P_Neutral,Procedural,,,,True,P_Neutral,Neutral,Neutral
166,ParlaMint-SI_2011-03-07-SDZ5-Redna-25.u33,"Hvala lepa. Replika? Prav replika? Ja, imate repliko. Prosim.",P_Neutral,P_Neutral,Procedural,,,,True,P_Neutral,Neutral,Neutral
167,ParlaMint-SI_2012-04-19-SDZ6-Redna-02.u77,"Hvala za besedo, spoštovani predsednik. Kolegice in kolegi! Ne morem, da ne bi začel ali se odzval v resnici na ignorantski odnos Vlade, ki s cinizmom in svojo vzvišenostjo ignorira Državni zbor. Ampak najbrž je to že funkcija te vlade, da ignorira socialne partnerje, da ignorira stroko, pač, ugotovila je, da je tudi Državni zbor nujno zlo oziroma nekaj nebodigatreba. Bolj me žalosti, seveda, da asistiramo Vladi oziroma da asistira Vladi tudi predsednik Državnega zbora in vladajoča koalicija in se ne drži 235. člena Poslovnika, ki govori o sodelovanju Vlade pri delu Državnega zbora, ki je zelo jasen. 235. člen pravi, da morajo biti na seji Državnega zbora ministri ali državni sekretarji in edino, če pogledate peti odstavek, če sta minister in državni sekretar zadržana zaradi obveznosti v institucijah Evropske unije ali zaradi mednarodnih obveznosti, ju lahko nadomesti še kdo drug. Na žalost seja Vlade ni mednarodna obveznost in bi lahko predstavnik Vlade bil tu. Mogoče pa tudi zato, ker gospod Černač, minister, pristojen za energetiko, vseskozi poudarja – tudi njegove zadnje izjave prelagajo odgovornost na druge –, da projekta TEŠ 6 ne vodi Vlada ne ministrstvo, zato so na potezi tisti, ki sprejemajo zakon o poroštvu, se pravi, Državni zbor. Zdi se mi, da je bežanje od 440 milijonske odgovornosti, da ne govorim od energetske strategije te države, da ne govorim o bežanju od tisoč 300 ljudi, ki so neposredno zaposleni tako v rudniku kot v termoelektrarni, neodgovorno. Moram reči, da ta cinizem, kot sem rekel, in vzvišenost je brez primere te vlade. Zahteva ljudi v Velenju in v regiji je, kar se mene tiče, legitimna zahteva. Ljudje se bojijo izgubiti delovna mesta in pika. Ta strah je seveda velik in zato se mi zdi, da je prav, da so kolegi v Državnem zboru poslušali svojo regijo in da so ta zakon vložili. Kar mene pri vsem tem moti, in zato bom povedal na koncu tudi svojo odločitev, je, da Slovenija v resnici ni opravila na tem področju celovite razvojne, socialne in okoljsko odgovorne strateške razprave o dolgoročni upravičenosti gradnje bloka 6. V bistvu ta diskusija ni bila izvedena. Pričakoval sem, da bo v tem novem mandatu, to sem tudi sugeriral nekaterim kolegom, opravljena široka razprava in tudi javna predstavitev mnenj in scenarijev o razvoju energetskega sektorja, seveda tudi kot podlaga priprave nacionalne energetske strategije. Druga stvar, ki me moti. Danes je bil citiran naš komisar, kolega Potočnik, ki je v resnici rekel, da ima vsaka država pravico kreirati svojo energetsko politiko. Ampak kolega Horvat, ki je to dobro povzel, je rekel, da je treba slediti tudi skupnim ciljem na evropski ravni. Naj vas samo opozorim, da je tudi Državni zbor, Odbor za zadeve Evropske unije, dal zeleno luč stališču Vlade Republike Slovenije do predloga direktive Evropskega parlamenta in Sveta o energetski učinkovitosti za naprej. V tej energetski učinkovitosti se pod vprašaj postavljajo termoelektrarne. In Vlada, tu pa je Vlada zavzela svoje stališče, in sicer je zapisala, da je onemogočeno postavljanje termoelektrarn, ki bi proizvajale elektriko tudi za izvoz in destimulirano obratovanje tistih termoelektrarn, ki že izvažajo. Se pravi, v letu 2020 naj bi bil to tudi TEŠ 6, so zapisali v dokumentih Vlade. Kar pomeni, da Vlada že vnaprej ve, da bo z določilom, da je treba toplogredne pline zmanjšati za 80 % do 95 % po letu 2020, da bo s tem imel velik problem TEŠ 6. Še eno vprašanje se mi pojavlja in zato ne razumem tega, da Vlada to predlaga na poslance, je to, da je treba opozoriti, da postopek, po katerem se spreminja ta zakon, ne upošteva vseh aktivnosti, ki se običajno izvedejo za zagotovitev državnega poroštva. Med njimi tudi ni pogajanj o poroštveni pogodbi, ki je po pravni naravni mednarodna pogodba v skladu z Zakonom o zunanjih zadevah. Mednarodna pogodba je mednarodni sporazum, ki ga seveda sklenejo pisno med seboj subjekti mednarodnega prava. Mednarodna pogodba, kot sem rekel, mora biti sklenjena pisno in o pobudi odloča Vlada. Se pravi, Vlada bi morala tudi zavoljo tega poroštva priti v parlament z zakonom o poroštvu v mednarodnem zakonu oziroma ratifikaciji mednarodnega sporazuma. Kolega Stepišnik mi je dal nekaj iztočnic, ko je govoril o tem. Plus je dal gospodarskim vidikom, energetskim vidikom, javnofinančnim vidikom je dal minus, ekološkim vidikom je dal minus [[...]]Glede na to, da zelo veliko diskutiramo o javnofinančnih vprašanjih, se mi v resnici postavlja vprašanje – glede na to, da skoraj zagotovo ali pa večina javnofinančnih strokovnjakov pravi, da investitorja, v temu primeru HSE in TEŠ, ne bosta zmogla tega finančnega bremena, da bodo ta poroštva padla na pleča davkoplačevalcem, na proračun. Vedno govorimo o zlatem fiskalnem pravilu, o izravnavi tega proračuna, ne vemo pa, ali na bo priletelo tega poroštva za 440 milijonov, potem imamo še poroštvo 3 milijarde evrov za Dars –, kakšen bo ta javnofinančni vidik v bodoče. To so odprta vprašanja, ki v človeku mešajo občutke, ali naj poroštvo podpre ali ne. Pri tem glasovanju se bom vzdržal, bi pa predlagal, da naj Vlada kljub vsemu poroča vsake tri mesece ali pa kvartarno matičnemu delovnemu telesu, kaj se s tem dogaja. Tukaj se strinjam s kolegom, ki pravi, da pregon glede koruptivnih dejanj, ki so bila ugotovljena s strani protikorupcijske komisije, bi moral imeti nek epilog. Nekdo mora ugotoviti odgovornost, tudi odgovornost [[...]]Jaz sem bil, preden sem prišel sem, direktor enega javnega zavoda in ni se mi smelo dogoditi, da bi trikrat večji račun dobil, kot sem ga planiral v svojem finančnem načrtu svojega javnega zavoda, ko sem govoril o odhodkih, ker bi me svet javnega zavoda takoj zamenjal. Pri Alstomu pa se je samo montaža opreme, na primer, povečala za trikrat več, kot je bila planirana. Zato plediram: prvič, na odgovornost; drugič, na neko javno razpravo, ki bo umaknila vse te sume glede upravičenosti ali neupravičenosti, neka zagotovila Vlade, da ima to pod kontrolo in da ve, kaj bo, če bo poroštvo unovčeno, kaj bo s to državo tudi naprej. Hvala.",Negative,Negative,"First part negative, second a bit indifferent. ",,,,False,Negative,Negative,Negative
168,ParlaMint-SI_2007-11-28-SDZ4-Izredna-31.u116,"Hvala lepa za besedo, gospod predsedujoči. Najprej ena misel, ki jo lahko berete danes v žrebanju v Večerovem Bobu, in sicer: ""Kaj je bolje, varčevati celo življenje, na koncu kupiti hišo in tik pred smrtjo se vseliti v to vašo hišo ali vzeti kredit, odplačevati ta kredit celo življenje in tik pred smrtjo odplačati kredit in uporabljati to hišo?"" Misel se nanaša tako na vladne dvore, ki so bili omenjeni, kot na slovenske avtoceste. Pa najprej o vladnih dvorih. Če se je Vlada odločila, da namesto visokih najemnin zgradi svoje prostore in jih uporablja in vrača kredit, namesto da še kar naprej plačuje najemnine in nikoli ne pride do te lastnine, ki jo je potem dolžna samo vzdrževati. Podobno je pri avtocestah. Sedaj živimo v prostoru, kjer so nekateri imeli ceste že pred več kot 70-imi leti. Nekaj časa smo žal tudi mi bili v tem prostoru, sedaj pa smo se združili s to Unijo. In gospodje, vse skupaj, tako te [[...]] [[Opozorilni znak za konec razprave.]] [[...]]najemnine in ne vladni prostori, kot sistem gradnje avtocest, predvsem pa cestninjenja, zelo diši oziroma smrdi po tajkunizaciji. Če je ta Vlada spremenjen nacionalni program v letu 2004 vzela resno in ga skuša izpolniti pred rokom, letom 2013, so prejšnje vlade kompletno zamujale in bile neresne s temi nacionalnimi programi. Sistem cestninjenja in psevdo [[...]] [[Opozorilni znak za konec razprave.]] [[...]]koncesionar, ki pobira cestnine, Dars, pa je višek netehničnega, nesistemskega, neprometnega in pravzaprav tajkuniziranega sistema pobiranja cestnin. Hvala.",Negative,Negative,The last sentance is so negative it prevails everything.,,,,False,Negative,Negative,Negative
169,ParlaMint-SI_2005-12-09-SDZ4-Izredna-13.u31,"Gospod Bevk, potem pa gospod Terčon.",P_Neutral,P_Neutral,Procedural,,,,True,P_Neutral,Neutral,Neutral
170,ParlaMint-SI_2012-06-16-SDZ5-Izredna-25.u198,"Prebrala bi na drobno napisano, mogoče nekateri rabimo boljša očala za branje. Glede na to, da sem kratkovidna, lahko to berem tudi brez očal . In sicer je na prvi strani gradiva Vlade napisano, da je del zamude tudi v dodatnem angažiranju Evropske komisije, da Italija in Slovenija problem umestitve plinskih terminalov v Tržaškem zalivu razrešita po mirni poti brez tožbe. Evropska komisija je za ta namen že organizirala neformalni tehnični sestanek med Italijo, Slovenijo in komisijo 26. januarja letos. Drugi tehnični sestanek je bil predviden 3. maja 2010, a je bil, zaradi tehničnih težav na strani komisije, preložen za nedoločen čas. To sem že povedala, zaradi tega, ker je moral predsednik komisije, ki je Grk, iti v Grčijo zaradi težav, ki jih je tam imel. To pomeni, da se je komisar gospod Potočnik angažiral pri tej zadevi, da ne rabi nobene spodbude naše vlade, še najmanj pa spodbudo SDS. Zato bom glasovala proti temu amandmaju.",Negative,Negative,Non support. ,Very sarcastic tone and disagreement wih proposed amandment,,,False,Negative,Negative,Negative
